890947262	20181205	201812	2018	2018.9178											EDU	STUDENT						EDU			0	043	043	04	1	2.8	6	1	6	1.55339805825242	0								3	Pitt County, North Carolina, United States	US	USNC		35.5835	-77.383	1008578	3	Pitt County, North Carolina, United States	US	USNC		35.5835	-77.383	1008578	20191205054500	https://www.reflector.com/news/local/advocates-lobby-for-mandatory-tutoring/article_58b0d16a-6322-577c-aee9-a97b2f210a7f.html
890947263	20181205	201812	2018	2018.9178											USABUS	UNITED STATES	USA					BUS			0	043	043	04	1	2.8	1	1	1	1.97215777262181	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20191205054500	https://www.dailymail.co.uk/tvshowbiz/article-7758375/Will-Smith-Tom-Holland-joke-premiere-animated-movie-Spies-Disguise-Hollywood.html
890947264	20181205	201812	2018	2018.9178	BGD	BANGLADESHI	BGD								SAU	SAUDI ARABIA	SAU								1	057	057	05	1	8.0	10	1	10	3.90243902439024	4	Makkah, Makkah, Saudi Arabia	SA	SA14	25312	21.4267	39.8261	-3096949	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20191205054500	https://www.jagonews24.com/en/national/news/47260
890947265	20181205	201812	2018	2018.9178	BGD	BANGLADESH	BGD								SAUGOV	ABDULLAH	SAU					GOV			1	030	030	03	1	4.0	10	1	10	3.90243902439024	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20191205054500	https://www.jagonews24.com/en/national/news/47260
890947266	20181205	201812	2018	2018.9178	BUS	PRODUCER						BUS			USA	UNITED STATES	USA								0	043	043	04	1	2.8	2	1	2	1.97215777262181	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20191205054500	https://www.dailymail.co.uk/tvshowbiz/article-7758375/Will-Smith-Tom-Holland-joke-premiere-animated-movie-Spies-Disguise-Hollywood.html
890947267	20181205	201812	2018	2018.9178	DEU	GERMANY	DEU								GBR	BRITAIN	GBR								1	090	090	09	2	-2.0	1	1	1	-14.2857142857143	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20191205054500	https://www.voanews.com/episode/moscow-denies-involvement-killing-chechen-rebel-germany-4112531
890947268	20181205	201812	2018	2018.9178	DEU	GERMANY	DEU								GBR	BRITAIN	GBR								1	090	090	09	2	-2.0	1	1	1	-14.2857142857143	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20191205054500	https://www.voanews.com/episode/moscow-denies-involvement-killing-chechen-rebel-germany-4112531
890947269	20181205	201812	2018	2018.9178	DEU	GERMANY	DEU								cheREB	CHECHEN			che			REB			1	190	190	19	4	-10.0	4	1	4	-14.2857142857143	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20191205054500	https://www.voanews.com/episode/moscow-denies-involvement-killing-chechen-rebel-germany-4112531
890947270	20181205	201812	2018	2018.9178	EDU	STUDENT						EDU													0	042	042	04	1	1.9	6	1	6	1.55339805825242	3	Pitt County, North Carolina, United States	US	USNC	NC147	35.5835	-77.383	1008578	0								3	Pitt County, North Carolina, United States	US	USNC		35.5835	-77.383	1008578	20191205054500	https://www.reflector.com/news/local/advocates-lobby-for-mandatory-tutoring/article_58b0d16a-6322-577c-aee9-a97b2f210a7f.html
890947271	20181205	201812	2018	2018.9178	EDU	STUDENT						EDU			USA	UNITED STATES	USA								0	042	042	04	1	1.9	4	1	4	1.55339805825242	3	Pitt County, North Carolina, United States	US	USNC	NC147	35.5835	-77.383	1008578	3	Pitt County, North Carolina, United States	US	USNC		35.5835	-77.383	1008578	3	Pitt County, North Carolina, United States	US	USNC		35.5835	-77.383	1008578	20191205054500	https://www.reflector.com/news/local/advocates-lobby-for-mandatory-tutoring/article_58b0d16a-6322-577c-aee9-a97b2f210a7f.html
