891070878	20181205	201812	2018	2018.9178											BRBLAB	BARBADOS	BRB					LAB			0	036	036	03	1	4.0	10	1	10	4.48275862068965	0								4	Bayville, Saint Michael, Barbados	BB	BB08	5832	13.0833	-59.6	-1393244	4	Bayville, Saint Michael, Barbados	BB	BB08	5832	13.0833	-59.6	-1393244	20191205173000	https://www.barbadosadvocate.com/news/honour-persons-within-communities
891070879	20181205	201812	2018	2018.9178	BRBLAB	BARBADOS	BRB					LAB													0	036	036	03	1	4.0	10	1	10	4.48275862068965	4	Bayville, Saint Michael, Barbados	BB	BB08	5832	13.0833	-59.6	-1393244	0								4	Bayville, Saint Michael, Barbados	BB	BB08	5832	13.0833	-59.6	-1393244	20191205173000	https://www.barbadosadvocate.com/news/honour-persons-within-communities
891070880	20181205	201812	2018	2018.9178	CANGOV	JASON KENNEY	CAN					GOV													1	111	111	11	3	-2.0	10	1	10	-1.33587786259542	2	Texas, United States	US	USTX		31.106	-97.6475	TX	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	20191205173000	https://www.cochranetoday.ca/our-view/backdoor-tax-revenue-isnt-a-bad-thing-1898852
891070881	20181205	201812	2018	2018.9178	CVL	MIGRANT						CVL			USA	UNITED STATES	USA								0	114	114	11	3	-2.0	1	1	1	-5.42340627973358	1	Haiti	HA	HA		19	-72.416667	HA	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20191205173000	https://www.msn.com/en-us/news/world/mexico-is-trump-e2-80-99s-wall/ar-BBXOuzx
891070882	20181205	201812	2018	2018.9178	CVL	MIGRANT						CVL			USA	UNITED STATES	USA								0	114	114	11	3	-2.0	3	1	3	-5.42340627973358	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20191205173000	https://www.msn.com/en-us/news/world/mexico-is-trump-e2-80-99s-wall/ar-BBXOuzx
891070883	20181205	201812	2018	2018.9178	EDU	SCHOOL						EDU													0	071	071	07	2	7.4	6	1	6	-0.78125	4	Kaikohe, New Zealand (general), New Zealand	NZ	NZ00	22385	-35.4167	173.8	-1511415	0								4	Kaikohe, New Zealand (general), New Zealand	NZ	NZ00	22385	-35.4167	173.8	-1511415	20191205173000	https://www.nzherald.co.nz/northern-advocate/news/article.cfm?c_id=1503450&objectid=12291253
891070884	20181205	201812	2018	2018.9178	EDU	UNIVERSITY						EDU			BUS	BUSINESS						BUS			1	070	070	07	2	7.0	10	1	10	1.99252801992528	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20191205173000	https://www.clarksvilleonline.com/2019/12/05/austin-peay-state-university-business-students-excel-at-investment-competitions/print/
891070885	20181205	201812	2018	2018.9178	EDU	SCHOOL						EDU			DEU	GERMAN	DEU								0	0831	083	08	2	5.0	2	1	2	-2.18579234972677	3	Vanderbilt University, Tennessee, United States	US	USTN	TN037	36.1481	-86.8031	1304295	1	Germany	GM	GM		51.5	10.5	GM	3	Harris School, Tennessee, United States	US	USTN		35.9451	-86.88	1321941	20191205173000	https://www.politico.com/newsletters/morning-education/2019/12/05/education-department-erroneously-collected-additional-corinthian-college-loans-783324
891070886	20181205	201812	2018	2018.9178	EDU	SCHOOL						EDU			DEU	GERMAN	DEU								0	0831	083	08	2	5.0	3	1	3	-2.18579234972677	3	Harris School, Tennessee, United States	US	USTN	TN187	35.9451	-86.88	1321941	1	Germany	GM	GM		51.5	10.5	GM	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	20191205173000	https://www.politico.com/newsletters/morning-education/2019/12/05/education-department-erroneously-collected-additional-corinthian-college-loans-783324
891070887	20181205	201812	2018	2018.9178	EDU	COLLEGE						EDU			MED	NEWSPAPER						MED			0	013	013	01	1	0.4	1	1	1	-6.55737704918033	3	Florida Southern College, Florida, United States	US	USFL	FL105	28.0314	-81.9462	294309	3	Florida Southern College, Florida, United States	US	USFL		28.0314	-81.9462	294309	3	Florida Southern College, Florida, United States	US	USFL		28.0314	-81.9462	294309	20191205173000	https://www.tampabay.com/news/hillsborough/2019/12/05/a-memorial-for-hillsborough-lynching-victims-is-coming/
891070888	20181205	201812	2018	2018.9178	GOVEDU	EDUCATION MINIST						GOV	EDU		EDU	SCHOOL						EDU			0	071	071	07	2	7.4	8	1	8	-0.78125	4	Kaikohe, New Zealand (general), New Zealand	NZ	NZ00	22385	-35.4167	173.8	-1511415	4	Kaikohe, New Zealand (general), New Zealand	NZ	NZ00	22385	-35.4167	173.8	-1511415	4	Kaikohe, New Zealand (general), New Zealand	NZ	NZ00	22385	-35.4167	173.8	-1511415	20191205173000	https://www.nzherald.co.nz/northern-advocate/news/article.cfm?c_id=1503450&objectid=12291253
891070889	20181205	201812	2018	2018.9178	MNCUSAMED	COMCAST	USA					MNC	MED												1	0831	083	08	2	5.0	10	1	10	0	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	0								3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	20191205173000	http://www.bradfordera.com/news/state/top-comcast-executive-to-step-down-from-operations-next-year/article_7688ad36-84c9-52d6-ad25-0df31b314461.html
891070890	20181205	201812	2018	2018.9178	NZL	NEW ZEALAND	NZL																		0	071	071	07	2	7.4	2	1	2	-0.78125	4	Northland, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.2833	174.75	-1514781	0								4	Northland, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.2833	174.75	-1514781	20191205173000	https://www.nzherald.co.nz/northern-advocate/news/article.cfm?c_id=1503450&objectid=12291253
891070891	20181205	201812	2018	2018.9178	NZL	NEW ZEALAND	NZL								EDU	SCHOOL						EDU			0	071	071	07	2	7.4	2	1	2	-0.78125	4	Northland, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.2833	174.75	-1514781	4	Northland, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.2833	174.75	-1514781	4	Northland, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.2833	174.75	-1514781	20191205173000	https://www.nzherald.co.nz/northern-advocate/news/article.cfm?c_id=1503450&objectid=12291253
891070892	20181205	201812	2018	2018.9178	NZLGOVEDU	NEW ZEALAND	NZL					GOV	EDU		EDU	SCHOOL						EDU			0	071	071	07	2	7.4	2	1	2	-0.78125	4	Kaikohe, New Zealand (general), New Zealand	NZ	NZ00	22385	-35.4167	173.8	-1511415	4	Kaikohe, New Zealand (general), New Zealand	NZ	NZ00	22385	-35.4167	173.8	-1511415	4	Kaikohe, New Zealand (general), New Zealand	NZ	NZ00	22385	-35.4167	173.8	-1511415	20191205173000	https://www.nzherald.co.nz/northern-advocate/news/article.cfm?c_id=1503450&objectid=12291253
891070893	20181205	201812	2018	2018.9178	TZA	TANZANIA	TZA																		1	014	014	01	1	0.0	10	1	10	-3.52839931153184	4	Kigoma, Kigoma, Tanzania	TZ	TZ05	115055	-4.87694	29.6267	-2564740	0								4	Kigoma, Kigoma, Tanzania	TZ	TZ05	115055	-4.87694	29.6267	-2564740	20191205173000	https://newafricanmagazine.com/22026/
891070894	20181205	201812	2018	2018.9178	USA	UNITED STATES	USA																		1	010	010	01	1	0.0	6	3	6	0.15337423312884	3	Gaithersburg, Maryland, United States	US	USMD	MD031	39.1434	-77.2014	593389	0								3	Gaithersburg, Maryland, United States	US	USMD	MD031	39.1434	-77.2014	593389	20191205173000	https://www.thetelegraph.com/business/article/There-s-big-business-in-health-supplements-for-14884392.php
891070895	20181205	201812	2018	2018.9178	USA	UNITED STATES	USA								MED	NEWSPAPER						MED			0	013	013	01	1	0.4	2	1	2	-6.55737704918033	3	Florida Southern College, Florida, United States	US	USFL	FL105	28.0314	-81.9462	294309	3	Florida Southern College, Florida, United States	US	USFL		28.0314	-81.9462	294309	3	Florida Southern College, Florida, United States	US	USFL		28.0314	-81.9462	294309	20191205173000	https://www.tampabay.com/news/hillsborough/2019/12/05/a-memorial-for-hillsborough-lynching-victims-is-coming/
891070896	20181205	201812	2018	2018.9178	USA	UNITED STATES	USA								MED	NEWSPAPER						MED			0	013	013	01	1	0.4	2	1	2	-6.55737704918033	3	Florida Southern College, Florida, United States	US	USFL	FL105	28.0314	-81.9462	294309	2	Florida, United States	US	USFL		27.8333	-81.717	FL	3	Florida Southern College, Florida, United States	US	USFL		28.0314	-81.9462	294309	20191205173000	https://www.tampabay.com/news/hillsborough/2019/12/05/a-memorial-for-hillsborough-lynching-victims-is-coming/
891070897	20181205	201812	2018	2018.9178	USAEDU	UNITED STATES	USA					EDU			DEU	GERMANY	DEU								0	0831	083	08	2	5.0	2	1	2	-2.18579234972677	3	Harris School, Tennessee, United States	US	USTN	TN187	35.9451	-86.88	1321941	1	Germany	GM	GM		51.5	10.5	GM	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	20191205173000	https://www.politico.com/newsletters/morning-education/2019/12/05/education-department-erroneously-collected-additional-corinthian-college-loans-783324
891070898	20181205	201812	2018	2018.9178	USAGOV	UNITED STATES	USA					GOV			MED	NEWSPAPER						MED			0	013	013	01	1	0.4	2	1	2	-6.55737704918033	3	Florida Southern College, Florida, United States	US	USFL	FL105	28.0314	-81.9462	294309	3	Florida Southern College, Florida, United States	US	USFL		28.0314	-81.9462	294309	3	Florida Southern College, Florida, United States	US	USFL		28.0314	-81.9462	294309	20191205173000	https://www.tampabay.com/news/hillsborough/2019/12/05/a-memorial-for-hillsborough-lynching-victims-is-coming/
891070899	20181205	201812	2018	2018.9178	USAJUD	FLORIDA	USA					JUD			EDU	SCHOOL						EDU			1	120	120	12	3	-4.0	6	1	6	-0.83682008368201	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20191205173000	https://www.advocate.com/news/2019/12/05/lambda-legal-takes-trans-youth-rights-battle-appeals-court
891070900	20181205	201812	2018	2018.9178	USAJUD	FLORIDA	USA					JUD			USA	UNITED STATES	USA								1	120	120	12	3	-4.0	4	1	4	-0.83682008368201	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20191205173000	https://www.advocate.com/news/2019/12/05/lambda-legal-takes-trans-youth-rights-battle-appeals-court
891070901	20191105	201911	2019	2019.8356	FRA	FRENCH	FRA								IGOWSTNAT	NATO	WST	NAT				IGO			1	111	111	11	3	-2.0	4	1	4	-2.08333333333333	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	1	Greece	GR	GR		39	22	GR	20191205173000	http://www.ekathimerini.com/247189/opinion/ekathimerini/comment/solid-response
891070902	20191105	201911	2019	2019.8356	FRAGOV	FRENCH	FRA					GOV			IGOWSTNAT	NATO	WST	NAT				IGO			1	111	111	11	3	-2.0	6	1	6	-2.08333333333333	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	1	Greece	GR	GR		39	22	GR	20191205173000	http://www.ekathimerini.com/247189/opinion/ekathimerini/comment/solid-response
891070903	20191105	201911	2019	2019.8356	GOV	PRESIDENT						GOV			LEG	SENATE						LEG			1	030	030	03	1	4.0	10	1	10	-5.05050505050505	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	20191205173000	https://www.theepochtimes.com/trump-responds-to-pelosis-new-impeachment-articles-push-we-will-win_3166027.html
