890981981	20181205	201812	2018	2018.9178	AZE	AZERBAIJAN	AZE								CVL	CITIZEN						CVL			1	043	043	04	1	2.8	5	1	5	-1.14285714285714	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	20191205094500	https://en.trend.az/business/tourism/3158626.html
890981982	20181205	201812	2018	2018.9178	CVL	CITIZEN						CVL			AZE	AZERBAIJAN	AZE								1	042	042	04	1	1.9	5	1	5	-1.14285714285714	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	20191205094500	https://en.trend.az/business/tourism/3158626.html
890981983	20181205	201812	2018	2018.9178	ESP	MADRID	ESP								FRA	PARIS	FRA								1	040	040	04	1	1.0	64	8	64	0.842717946792102	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20191205094500	https://www.nhregister.com/news/science/article/UN-climate-talks-aim-to-pave-way-for-global-14883460.php
890981984	20181205	201812	2018	2018.9178	ESP	MADRID	ESP								FRA	PARIS	FRA								1	040	040	04	1	1.0	16	8	16	0.842717946792102	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20191205094500	https://www.nhregister.com/news/science/article/UN-climate-talks-aim-to-pave-way-for-global-14883460.php
890981985	20181205	201812	2018	2018.9178	FRA	PARIS	FRA								ESP	MADRID	ESP								1	040	040	04	1	1.0	80	8	80	0.842717946792102	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20191205094500	https://www.nhregister.com/news/science/article/UN-climate-talks-aim-to-pave-way-for-global-14883460.php
890981986	20181205	201812	2018	2018.9178	GBR	BIRMINGHAM	GBR																		1	192	192	19	4	-9.5	8	1	8	3.7037037037037	4	Bombay, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	0								4	Bombay, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20191205094500	https://www.expressandstar.com/entertainment/dining-out/2019/12/05/dishoom-coming-to-paradise-birmingham/
890981987	20181205	201812	2018	2018.9178	GOV	PRESIDENT						GOV			GBR	SCOTLAND	GBR								0	010	010	01	1	0.0	2	1	2	-1.01289134438305	1	Maldives	MV	MV		3.2	73	MV	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20191205094500	https://thewire.in/south-asia/maldives-commonwealth-reentry-patricia-scotland-mohammed-nasheed
890981988	20181205	201812	2018	2018.9178	GOV	PRESIDENT						GOV			GBR	SCOTLAND	GBR								0	040	040	04	1	1.0	2	1	2	-1.01289134438305	1	Maldives	MV	MV		3.2	73	MV	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	1	Maldives	MV	MV		3.2	73	MV	20191205094500	https://thewire.in/south-asia/maldives-commonwealth-reentry-patricia-scotland-mohammed-nasheed
890981989	20181205	201812	2018	2018.9178	IGOUNODEV	UNESCO		UNO				IGO	DEV												1	020	020	02	1	3.0	10	1	10	-0.7843137254902	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	0								1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20191205094500	https://bdnews24.com/education/2019/12/05/bangladesh-women-lagging-behind-in-adult-literacy-unesco-report
890981990	20181205	201812	2018	2018.9178	MDVGOV	MALDIVE	MDV					GOV			GBR	SCOTLAND	GBR								0	010	010	01	1	0.0	1	1	1	-1.01289134438305	1	Maldives	MV	MV		3.2	73	MV	1	Maldives	MV	MV		3.2	73	MV	1	Maldives	MV	MV		3.2	73	MV	20191205094500	https://thewire.in/south-asia/maldives-commonwealth-reentry-patricia-scotland-mohammed-nasheed
890981991	20181205	201812	2018	2018.9178	MDVGOV	MALDIVE	MDV					GOV			GBR	SCOTLAND	GBR								0	040	040	04	1	1.0	1	1	1	-1.01289134438305	1	Maldives	MV	MV		3.2	73	MV	1	Maldives	MV	MV		3.2	73	MV	1	Maldives	MV	MV		3.2	73	MV	20191205094500	https://thewire.in/south-asia/maldives-commonwealth-reentry-patricia-scotland-mohammed-nasheed
890981992	20181205	201812	2018	2018.9178	MYS	MALAYSIA	MYS																		1	020	020	02	1	3.0	1	1	1	-6.15384615384615	4	Port Dickson, Negeri Sembilan, Malaysia	MY	MY05	18585	2.5228	101.796	-2403356	0								4	Segambut, Malaysia (general), Malaysia	MY	MY00	18585	3.18333	101.65	-2371934	20191205094500	https://www.theedgemarkets.com/article/anwar-ibrahim-slams-sexual-misconduct-claims
890981993	20181205	201812	2018	2018.9178	MYS	MALAYSIA	MYS																		1	020	020	02	1	3.0	1	1	1	-6.15384615384615	4	Port Dickson, Negeri Sembilan, Malaysia	MY	MY05	18585	2.5228	101.796	-2403356	0								4	Port Dickson, Negeri Sembilan, Malaysia	MY	MY05	18585	2.5228	101.796	-2403356	20191205094500	https://www.theedgemarkets.com/article/anwar-ibrahim-slams-sexual-misconduct-claims
890981994	20181205	201812	2018	2018.9178	MYS	KUALA LUMPUR	MYS								IMGSEAMOSJMA	HAMZAH	SEA			MOS		IMG			1	051	051	05	1	3.4	7	1	7	4.08163265306122	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20191205094500	https://www.theedgemarkets.com/article/dewan-rakyat-thanks-secretary-rosmee-service-august-house
890981995	20181205	201812	2018	2018.9178	MYS	KUALA LUMPUR	MYS								MIL	DEFENCE FORCE						MIL			1	030	030	03	1	4.0	5	1	5	-2.7027027027027	4	Kedah, Kelantan, Malaysia	MY	MY03	37360	5.48333	102.1	-2403052	4	Kedah, Kelantan, Malaysia	MY	MY03	37360	5.48333	102.1	-2403052	4	Kedah, Kelantan, Malaysia	MY	MY03	37360	5.48333	102.1	-2403052	20191205094500	http://www.bernama.com/en/news.php?id=1796603
890981996	20181205	201812	2018	2018.9178	MYS	MALAYSIA	MYS								MYSLEG	MALAYSIA	MYS					LEG			1	112	112	11	3	-2.0	2	1	2	-6.15384615384615	4	Port Dickson, Negeri Sembilan, Malaysia	MY	MY05	18585	2.5228	101.796	-2403356	4	Port Dickson, Negeri Sembilan, Malaysia	MY	MY05	18585	2.5228	101.796	-2403356	4	Port Dickson, Negeri Sembilan, Malaysia	MY	MY05	18585	2.5228	101.796	-2403356	20191205094500	https://www.theedgemarkets.com/article/anwar-ibrahim-slams-sexual-misconduct-claims
