890942686	20091207	200912	2009	2009.9233	HLH	HOSPITAL						HLH			AFR	AFRICA	AFR								0	070	070	07	2	7.0	8	1	8	-1.55902004454343	5	Gauteng, Gauteng, South Africa	SF	SF06	77346	-26.0833	28.25	204226	5	Gauteng, Gauteng, South Africa	SF	SF06	77346	-26.0833	28.25	204226	5	Gauteng, Gauteng, South Africa	SF	SF06	77346	-26.0833	28.25	204226	20191205051500	https://rekordeast.co.za/227231/breast-milk-reserves-critically-low/
890942687	20091207	200912	2009	2009.9233	HLH	HOSPITAL						HLH			ZAF	GAUTENG	ZAF								0	070	070	07	2	7.0	2	1	2	-1.55902004454343	5	Gauteng, Gauteng, South Africa	SF	SF06	77346	-26.0833	28.25	204226	5	Gauteng, Gauteng, South Africa	SF	SF06	77346	-26.0833	28.25	204226	5	Gauteng, Gauteng, South Africa	SF	SF06	77346	-26.0833	28.25	204226	20191205051500	https://rekordeast.co.za/227231/breast-milk-reserves-critically-low/
890942688	20181205	201812	2018	2018.9178											LEG	LEGISLATURE						LEG			0	110	110	11	3	-2.0	6	1	6	0.44444444444445	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20191205051500	https://auburnpub.com/news/local/cayuga-county-committee-addresses-da-staffing-requests-ahead-of-bail/article_0bf5c478-2635-5bff-8836-fd99d66de0dc.html
890942689	20181205	201812	2018	2018.9178											NGO	ROTARY CLUB						NGO			1	060	060	06	2	6.0	2	1	2	2.50783699059561	0								3	Camp Lamoille, Nevada, United States	US	USNV		40.6599	-115.44	859140	3	Camp Lamoille, Nevada, United States	US	USNV		40.6599	-115.44	859140	20191205051500	https://elkodaily.com/news/local/ornaments-benefit-camp-lamoille/article_ce839d83-d70c-5dc7-99a5-707b8b38b512.html
890942690	20181205	201812	2018	2018.9178	ARM	ARMENIA	ARM								AZEGOV	AZERBAIJAN	AZE					GOV			1	036	036	03	1	4.0	1	1	1	-2.39234449760766	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	4	Karabakh, Dagestan, Russia	RS	RS17	25069	42.4692	46.8645	-2920856	20191205051500	https://tass.com/world/1095863
890942691	20181205	201812	2018	2018.9178	ARM	ARMENIA	ARM								AZEGOV	AZERBAIJAN	AZE					GOV			1	036	036	03	1	4.0	2	1	2	-2.39234449760766	1	Armenia	AM	AM		40	45	AM	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	4	Karabakh, Dagestan, Russia	RS	RS17	25069	42.4692	46.8645	-2920856	20191205051500	https://tass.com/world/1095863
890942692	20181205	201812	2018	2018.9178	ARM	ARMENIA	ARM								CVL	SETTLEMENT						CVL			1	036	036	03	1	4.0	1	1	1	-2.39234449760766	1	Armenia	AM	AM		40	45	AM	4	Karabakh, Dagestan, Russia	RS	RS17	25069	42.4692	46.8645	-2920856	1	Armenia	AM	AM		40	45	AM	20191205051500	https://tass.com/world/1095863
890942693	20181205	201812	2018	2018.9178	ARM	ARMENIA	ARM								RUSCVL	RUSSIA	RUS					CVL			1	036	036	03	1	4.0	1	1	1	-2.39234449760766	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	4	Karabakh, Dagestan, Russia	RS	RS17	25069	42.4692	46.8645	-2920856	1	Armenia	AM	AM		40	45	AM	20191205051500	https://tass.com/world/1095863
890942694	20181205	201812	2018	2018.9178	ARM	ARMENIA	ARM								RUSCVL	RUSSIA	RUS					CVL			1	036	036	03	1	4.0	1	1	1	-2.39234449760766	1	Armenia	AM	AM		40	45	AM	4	Karabakh, Dagestan, Russia	RS	RS17	25069	42.4692	46.8645	-2920856	1	Armenia	AM	AM		40	45	AM	20191205051500	https://tass.com/world/1095863
890942695	20181205	201812	2018	2018.9178	AZEGOV	AZERBAIJAN	AZE					GOV			ARM	ARMENIA	ARM								1	036	036	03	1	4.0	1	1	1	-2.39234449760766	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	4	Karabakh, Dagestan, Russia	RS	RS17	25069	42.4692	46.8645	-2920856	20191205051500	https://tass.com/world/1095863
