890955137	20181205	201812	2018	2018.9178	AUS	AUSTRALIA	AUS																		1	051	051	05	1	3.4	4	1	4	3.17073170731707	4	Crows Nest, Queensland, Australia	AS	AS04	154695	-27.2599	152.052	-1568203	0								4	Crows Nest, Queensland, Australia	AS	AS04	154695	-27.2599	152.052	-1568203	20191205064500	https://www.dailymail.co.uk/tvshowbiz/article-7758327/Cyrell-Paule-Eden-Dally-break-silence-reconciliation.html
890955138	20181205	201812	2018	2018.9178	CVL	SETTLEMENT						CVL			MNCUSAMED	GOOGLE	USA					MNC	MED		0	172	172	17	4	-5.0	6	1	6	-0.90252707581228	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20191205064500	https://www.cnbc.com/2019/12/05/consumer-groups-ask-ftc-to-review-digital-media-companies-targeting-children.html
890955139	20181205	201812	2018	2018.9178	CVL	SETTLEMENT						CVL			USA	UNITED STATES	USA								0	172	172	17	4	-5.0	4	1	4	-0.90252707581228	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20191205064500	https://www.cnbc.com/2019/12/05/consumer-groups-ask-ftc-to-review-digital-media-companies-targeting-children.html
890955140	20181205	201812	2018	2018.9178	GOV	PRESIDENT						GOV													0	0831	083	08	2	5.0	6	1	6	0.53859964093357	1	Jordan	JO	JO		31	36	JO	0								1	Jordan	JO	JO		31	36	JO	20191205064500	https://www.times-gazette.com/news/20191204/board-presents-ashland-teachers-with-last-offer-board-president-steps-down
890955141	20181205	201812	2018	2018.9178	JOR	JORDAN	JOR								GOV	PRESIDENT						GOV			0	0831	083	08	2	5.0	4	1	4	0.53859964093357	1	Jordan	JO	JO		31	36	JO	1	Jordan	JO	JO		31	36	JO	1	Jordan	JO	JO		31	36	JO	20191205064500	https://www.times-gazette.com/news/20191204/board-presents-ashland-teachers-with-last-offer-board-president-steps-down
890955142	20181205	201812	2018	2018.9178	KOR	ULSAN	KOR																		0	090	090	09	2	-2.0	10	1	10	-0.5249343832021	0								0								0								20191205064500	http://world.kbs.co.kr/service/news_view.htm?lang=e&Seq_Code=149819
890955143	20181205	201812	2018	2018.9178	LABLAB	WORKER						LAB	LAB		GOV	PRESIDENT						GOV			1	084	084	08	2	7.0	5	1	5	-1.78217821782178	0								0								0								20191205064500	https://newsday.co.tt/2019/12/05/unilever-retrenchment-confirmed/
890955144	20181205	201812	2018	2018.9178	NGO	SPECIAL OLYMPICS						NGO			USA	NEW JERSEY	USA								1	071	071	07	2	7.4	10	1	10	0.57471264367816	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20191205064500	https://nj1015.com/shorts-and-a-t-shirt-required-on-nj-roller-coaster-this-weekend/
890955145	20181205	201812	2018	2018.9178	USA	UNITED STATES	USA																		0	070	070	07	2	7.0	8	1	8	-2.83911671924291	4	Liuping, Gansu, China	CH	CH15	13270	33.8356	104.292	10649941	0								4	Liuping, Gansu, China	CH	CH15	13270	33.8356	104.292	10649941	20191205064500	https://finance.yahoo.com/news/huawei-calls-fcc-ban-unlawful-petitions-court-to-overturn-ruling-032727134.html
890955146	20181205	201812	2018	2018.9178	USA	UNITED STATES	USA								USAGOV	JOE BIDEN	USA					GOV			1	0831	083	08	2	5.0	2	1	2	-2.15633423180593	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20191205064500	https://www.sify.com/news/kamala-harris-ends-campaign-for-presidential-nomination-news-international-tmenplghejbhh.html
890955147	20181205	201812	2018	2018.9178	USA	UNITED STATES	USA								USAGOV	JOE BIDEN	USA					GOV			1	0831	083	08	2	5.0	2	1	2	-2.15633423180593	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20191205064500	https://www.sify.com/news/kamala-harris-ends-campaign-for-presidential-nomination-news-international-tmenplghejbhh.html
890955148	20181205	201812	2018	2018.9178	USAGOV	JOE BIDEN	USA					GOV													1	0831	083	08	2	5.0	6	1	6	-2.15633423180593	1	Syria	SY	SY		35	38	SY	0								3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20191205064500	https://www.sify.com/news/kamala-harris-ends-campaign-for-presidential-nomination-news-international-tmenplghejbhh.html
890955149	20191105	201911	2019	2019.8356	AFR	AFRICA	AFR																		1	112	112	11	3	-2.0	2	1	2	-11.0576923076923	4	Polokwane, Limpopo, South Africa	SF	SF09	77344	-23.9045	29.4689	-1272405	0								4	Polokwane, Limpopo, South Africa	SF	SF09	77344	-23.9045	29.4689	-1272405	20191205064500	http://www.observer.co.za/pakistani-national-granted-r2-000-bail/
890955150	20191105	201911	2019	2019.8356	AFR	AFRICA	AFR																		1	112	112	11	3	-2.0	2	1	2	-11.0576923076923	4	Yolande, Limpopo, South Africa	SF	SF09	77342	-23.8724	30.455	-1304025	0								4	Yolande, Limpopo, South Africa	SF	SF09	77342	-23.8724	30.455	-1304025	20191205064500	http://www.observer.co.za/pakistani-national-granted-r2-000-bail/
890955151	20191105	201911	2019	2019.8356	AFR	AFRICA	AFR																		1	173	173	17	4	-5.0	4	1	4	-11.0576923076923	4	Polokwane, Limpopo, South Africa	SF	SF09	77344	-23.9045	29.4689	-1272405	0								4	Polokwane, Limpopo, South Africa	SF	SF09	77344	-23.9045	29.4689	-1272405	20191205064500	http://www.observer.co.za/pakistani-national-granted-r2-000-bail/
890955152	20191105	201911	2019	2019.8356	CVL	COMMUNITY						CVL			MEX	TIJUANA	MEX								0	037	037	03	1	5.0	4	1	4	-0.50335570469799	3	Tijuana River, California, United States	US	USCA	CA073	32.5553	-117.129	255756	3	Tijuana River, California, United States	US	USCA		32.5553	-117.129	255756	3	Tijuana River, California, United States	US	USCA		32.5553	-117.129	255756	20191205064500	https://www.kusi.com/imperial-beach-to-ask-federal-government-for-400m-for-tijuana-sewage-crisis/
890955153	20191105	201911	2019	2019.8356	CVL	COMMUNITY						CVL			MEX	TIJUANA	MEX								0	037	037	03	1	5.0	2	1	2	-0.50335570469799	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20191205064500	https://www.kusi.com/imperial-beach-to-ask-federal-government-for-400m-for-tijuana-sewage-crisis/
890955154	20191105	201911	2019	2019.8356	CVL	COMMUNITY						CVL			USA	UNITED STATES	USA								0	037	037	03	1	5.0	4	1	4	-0.50335570469799	3	Tijuana River, California, United States	US	USCA	CA073	32.5553	-117.129	255756	3	Tijuana River, California, United States	US	USCA		32.5553	-117.129	255756	3	Tijuana River, California, United States	US	USCA		32.5553	-117.129	255756	20191205064500	https://www.kusi.com/imperial-beach-to-ask-federal-government-for-400m-for-tijuana-sewage-crisis/
890955155	20191105	201911	2019	2019.8356	JUD	JUDGE						JUD			AUS	MURRAY	AUS								1	112	112	11	3	-2.0	10	1	10	-5.40540540540541	0								0								0								20191205064500	https://www.murrayledger.com/news/local/judge-finds-probable-cause-in-murray-death-case/article_7a06bd5c-1703-11ea-b9f6-77864f6259cf.html
890955156	20191105	201911	2019	2019.8356	MEX	TIJUANA	MEX								CVL	COMMUNITY						CVL			0	037	037	03	1	5.0	4	1	4	-0.50335570469799	3	Tijuana River, California, United States	US	USCA	CA073	32.5553	-117.129	255756	3	Tijuana River, California, United States	US	USCA		32.5553	-117.129	255756	3	Tijuana River, California, United States	US	USCA		32.5553	-117.129	255756	20191205064500	https://www.kusi.com/imperial-beach-to-ask-federal-government-for-400m-for-tijuana-sewage-crisis/
890955157	20191105	201911	2019	2019.8356	MEX	TIJUANA	MEX								CVL	COMMUNITY						CVL			0	037	037	03	1	5.0	2	1	2	-0.50335570469799	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20191205064500	https://www.kusi.com/imperial-beach-to-ask-federal-government-for-400m-for-tijuana-sewage-crisis/
890955158	20191105	201911	2019	2019.8356	PRK	NORTH KOREA	PRK								KOR	SOUTH KOREA	KOR								0	150	150	15	4	-7.2	1	1	1	-3.76470588235294	1	North Korea	KN	KN		40	127	KN	1	North Korea	KN	KN		40	127	KN	1	North Korea	KN	KN		40	127	KN	20191205064500	https://en.yna.co.kr/view/AEN20191205002500325
890955159	20191105	201911	2019	2019.8356	PRK	NORTH KOREA	PRK								KOR	SOUTH KOREA	KOR								0	150	150	15	4	-7.2	1	1	1	-3.76470588235294	1	North Korea	KN	KN		40	127	KN	1	South Korea	KS	KS		37	127.5	KS	1	North Korea	KN	KN		40	127	KN	20191205064500	https://en.yna.co.kr/view/AEN20191205002500325
890955160	20191105	201911	2019	2019.8356	PRK	NORTH KOREA	PRK								KOR	SOUTH KOREA	KOR								0	150	150	15	4	-7.2	3	1	3	-3.76470588235294	1	North Korea	KN	KN		40	127	KN	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20191205064500	https://en.yna.co.kr/view/AEN20191205002500325
890955161	20191105	201911	2019	2019.8356	PRK	NORTH KOREA	PRK								KOR	SOUTH KOREA	KOR								0	160	160	16	4	-4.0	1	1	1	-3.76470588235294	1	North Korea	KN	KN		40	127	KN	1	North Korea	KN	KN		40	127	KN	1	North Korea	KN	KN		40	127	KN	20191205064500	https://en.yna.co.kr/view/AEN20191205002500325
890955162	20191105	201911	2019	2019.8356	PRK	NORTH KOREA	PRK								KOR	SOUTH KOREA	KOR								0	160	160	16	4	-4.0	4	1	4	-3.76470588235294	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20191205064500	https://en.yna.co.kr/view/AEN20191205002500325
890955163	20191105	201911	2019	2019.8356	USA	UNITED STATES	USA								CVL	COMMUNITY						CVL			0	037	037	03	1	5.0	4	1	4	-0.50335570469799	3	Tijuana River, California, United States	US	USCA	CA073	32.5553	-117.129	255756	3	Tijuana River, California, United States	US	USCA		32.5553	-117.129	255756	3	Tijuana River, California, United States	US	USCA		32.5553	-117.129	255756	20191205064500	https://www.kusi.com/imperial-beach-to-ask-federal-government-for-400m-for-tijuana-sewage-crisis/
890955164	20191128	201911	2019	2019.8986	GBR	UNITED KINGDOM	GBR																		0	015	015	01	1	0.0	4	1	4	-3.10825294748124	4	Swindon, Swindon, United Kingdom	UK	UKN9	40139	51.5167	-1.78333	-2609263	0								4	Swindon, Swindon, United Kingdom	UK	UKN9	40139	51.5167	-1.78333	-2609263	20191205064500	https://www.swindonadvertiser.co.uk/news/18081383.questions-raised-teen-massive-drugs-debt-back-swindon-courts-dealing/
