890901453	20181205	201812	2018	2018.9178											CVL	RESIDENTS						CVL			1	040	040	04	1	1.0	10	1	10	1.55902004454343	0								3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	20191205004500	https://www.wyso.org/post/another-step-forward-good-samaritan-hospital-site-redevelopment
890901454	20181205	201812	2018	2018.9178	AUS	AUSTRALIA	AUS								AUSCVL	AUSTRALIA	AUS					CVL			1	020	020	02	1	3.0	1	1	1	-1.51933701657459	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20191205004500	https://www.australianherald.com/news/263287600/to-stop-a-tech-apocalypse-we-need-ethics-and-the-arts
890901455	20181205	201812	2018	2018.9178	AUS	AUSTRALIA	AUS								AUSCVL	AUSTRALIA	AUS					CVL			1	020	020	02	1	3.0	1	1	1	-1.51933701657459	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20191205004500	https://www.australianherald.com/news/263287600/to-stop-a-tech-apocalypse-we-need-ethics-and-the-arts
890901456	20181205	201812	2018	2018.9178	AUS	AUSTRALIA	AUS								CVL	SCIENTIST						CVL			1	020	020	02	1	3.0	4	1	4	-1.51933701657459	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20191205004500	https://www.australianherald.com/news/263287600/to-stop-a-tech-apocalypse-we-need-ethics-and-the-arts
890901457	20181205	201812	2018	2018.9178	COP	PRISON						COP													1	173	173	17	4	-5.0	6	1	6	-12.2302158273381	3	La Mirada, California, United States	US	USCA	CA037	33.9172	-118.012	1652736	0								3	La Mirada, California, United States	US	USCA		33.9172	-118.012	1652736	20191205004500	https://www.ctpost.com/news/crime/article/Man-convicted-of-deadly-California-joyride-14879769.php
890901458	20181205	201812	2018	2018.9178	CVL	RESIDENTS						CVL													1	040	040	04	1	1.0	10	1	10	1.55902004454343	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	0								3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	20191205004500	https://www.wyso.org/post/another-step-forward-good-samaritan-hospital-site-redevelopment
890901459	20181205	201812	2018	2018.9178	KOR	SOUTH KOREA	KOR								USA	UNITED STATES	USA								1	1043	104	10	3	-5.0	2	1	2	0	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	1	United States	US	US		39.828175	-98.5795	US	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20191205004500	http://world.kbs.co.kr/service/news_view.htm?lang=e&Seq_Code=149807
890901460	20181205	201812	2018	2018.9178	KOR	SOUTH KOREA	KOR								USAMIL	AMERICAN TROOPS	USA					MIL			1	1043	104	10	3	-5.0	1	1	1	0	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	1	United States	US	US		39.828175	-98.5795	US	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20191205004500	http://world.kbs.co.kr/service/news_view.htm?lang=e&Seq_Code=149807
890901461	20181205	201812	2018	2018.9178	LEG	CONGRESS						LEG			PTY	PARTY PRESIDENT									1	010	010	01	1	0.0	10	1	10	3	4	Melaka, Melaka, Malaysia	MY	MY04	18585	2.196	102.241	-2403412	4	Melaka, Melaka, Malaysia	MY	MY04	18585	2.196	102.241	-2403412	4	Melaka, Melaka, Malaysia	MY	MY04	18585	2.196	102.241	-2403412	20191205004500	https://www.thesundaily.my/local/hatchet-buried-pkr-now-looks-toward-consolidation-at-national-congress-FC1721722
890901462	20181205	201812	2018	2018.9178	MIL	ARMY						MIL			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	1	1	1	-2.1978021978022	3	South Bend, Indiana, United States	US	USIN	IN141	41.6834	-86.25	452796	3	South Bend, Indiana, United States	US	USIN		41.6834	-86.25	452796	3	South Bend, Indiana, United States	US	USIN		41.6834	-86.25	452796	20191205004500	https://www.nbcnews.com/feature/nbc-out/pete-buttigieg-criticized-volunteering-salvation-army-n1096111
890901463	20181205	201812	2018	2018.9178	MIL	ARMY						MIL			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	1	1	1	-2.1978021978022	3	South Bend, Indiana, United States	US	USIN	IN141	41.6834	-86.25	452796	3	South Bend, Indiana, United States	US	USIN		41.6834	-86.25	452796	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20191205004500	https://www.nbcnews.com/feature/nbc-out/pete-buttigieg-criticized-volunteering-salvation-army-n1096111
890901464	20181205	201812	2018	2018.9178	MNCCHEHLH	NOVARTIS	CHE					MNC	HLH												0	020	020	02	1	3.0	8	1	8	2.98507462686567	1	Switzerland	SZ	SZ		47	8	SZ	0								1	Switzerland	SZ	SZ		47	8	SZ	20191205004500	https://www.healthdatamanagement.com/articles/amazon-brings-ai-expertise-to-drug-industry-in-novartis-pact
890901465	20181205	201812	2018	2018.9178	MNCCHEHLH	NOVARTIS	CHE					MNC	HLH		CHE	SWITZERLAND	CHE								0	020	020	02	1	3.0	2	1	2	2.98507462686567	1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	1	Switzerland	SZ	SZ		47	8	SZ	20191205004500	https://www.healthdatamanagement.com/articles/amazon-brings-ai-expertise-to-drug-industry-in-novartis-pact
890901466	20181205	201812	2018	2018.9178	NMR	NORTH AMERICA	NMR								LEG	SENATE						LEG			1	012	012	01	1	-0.4	3	1	3	-0.88339222614841	2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	20191205004500	https://www.omaha.com/news/state_and_regional/grassley-says-window-of-opportunity-is-closing-for-new-north/article_b45589f0-0f4d-5d72-a736-603612f8c0c5.html
890901467	20181205	201812	2018	2018.9178	OPPBUS	ACTIVIST						OPP	BUS		BUS	COMPANY						BUS			1	100	100	10	3	-5.0	5	1	5	0.61538461538462	4	Zurich, ZüSZ, Switzerland	SZ	SZ25	26310	47.3667	8.55	-2554935	4	Zurich, ZüSZ, Switzerland	SZ	SZ25	26310	47.3667	8.55	-2554935	4	Zurich, ZüSZ, Switzerland	SZ	SZ25	26310	47.3667	8.55	-2554935	20191205004500	https://www.msn.com/en-gb/finance/companies/abb-ceo-says-more-spin-offs-possible/ar-BBXLbVh
890901468	20181205	201812	2018	2018.9178	OPPBUS	ACTIVIST						OPP	BUS		CHE	SWISS	CHE								1	100	100	10	3	-5.0	2	1	2	0.61538461538462	4	Zurich, ZüSZ, Switzerland	SZ	SZ25	26310	47.3667	8.55	-2554935	4	Zurich, ZüSZ, Switzerland	SZ	SZ25	26310	47.3667	8.55	-2554935	4	Zurich, ZüSZ, Switzerland	SZ	SZ25	26310	47.3667	8.55	-2554935	20191205004500	https://www.msn.com/en-gb/finance/companies/abb-ceo-says-more-spin-offs-possible/ar-BBXLbVh
890901469	20181205	201812	2018	2018.9178	USA	UNITED STATES	USA								COP	PRISON						COP			1	173	173	17	4	-5.0	4	1	4	-12.2302158273381	3	Pico Rivera, California, United States	US	USCA	CA037	33.9831	-118.097	1652773	3	Pico Rivera, California, United States	US	USCA		33.9831	-118.097	1652773	3	Pico Rivera, California, United States	US	USCA		33.9831	-118.097	1652773	20191205004500	https://www.ctpost.com/news/crime/article/Man-convicted-of-deadly-California-joyride-14879769.php
890901470	20181205	201812	2018	2018.9178	USA	UNITED STATES	USA								LEG	SENATE						LEG			1	012	012	01	1	-0.4	4	1	4	-0.88339222614841	2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	20191205004500	https://www.omaha.com/news/state_and_regional/grassley-says-window-of-opportunity-is-closing-for-new-north/article_b45589f0-0f4d-5d72-a736-603612f8c0c5.html
890901471	20191105	201911	2019	2019.8356											BGRJUD	BULGARIA	BGR					JUD			1	173	173	17	4	-5.0	2	1	2	-7.80346820809248	0								1	Thailand	TH	TH		15	100	TH	1	Thailand	TH	TH		15	100	TH	20191205004500	https://finance.yahoo.com/news/under-fire-onecoin-website-taken-160020165.html
