891056778	20091207	200912	2009	2009.9233	IRN	IRAN	IRN																		1	051	051	05	1	3.4	3	1	3	-0.42553191489362	1	Armenia	AM	AM		40	45	AM	0								1	Armenia	AM	AM		40	45	AM	20191205161500	https://www.msn.com/en-us/movies/news/mideast-films-mighty-in-international-oscar-race/ar-BBXO2Wy
891056779	20091207	200912	2009	2009.9233	IRN	IRAN	IRN																		1	051	051	05	1	3.4	3	1	3	-0.291970802919709	1	Turkey	TU	TU		39.059012	34.911546	TU	0								1	Turkey	TU	TU		39.059012	34.911546	TU	20191205161500	https://variety.com/2019/film/awards/mideast-films-mighty-in-international-oscar-race-1203425603/
891056780	20181205	201812	2018	2018.9178	AFG	AFGHANISTAN	AFG								JPN	JAPAN	JPN								0	010	010	01	1	0.0	1	1	1	-5.85443037974684	4	Peshawar, North-West Frontier, Pakistan	PK	PK03	40347	34.0078	71.5733	-2771364	4	Jalalabad, Nangarhar, Afghanistan	AF	AF18	99928	34.4265	70.4515	-3377673	4	Jalalabad, Nangarhar, Afghanistan	AF	AF18	99928	34.4265	70.4515	-3377673	20191205161500	https://www.ibtimes.com/afghan-mourners-demand-justice-slain-japanese-hero-2879837
891056781	20181205	201812	2018	2018.9178	AFG	AFGHANISTAN	AFG								JPN	JAPAN	JPN								0	010	010	01	1	0.0	1	1	1	-5.85443037974684	4	Jalalabad, Nangarhar, Afghanistan	AF	AF18	99928	34.4265	70.4515	-3377673	4	Fukuoka, Fukuoka, Japan	JA	JA07	33728	33.5833	130.4	-227372	4	Fukuoka, Fukuoka, Japan	JA	JA07	33728	33.5833	130.4	-227372	20191205161500	https://www.ibtimes.com/afghan-mourners-demand-justice-slain-japanese-hero-2879837
891056782	20181205	201812	2018	2018.9178	BRA	BRAZILIAN	BRA																		0	061	061	06	2	6.4	5	1	5	-1.35685210312076	4	Minas Gerais, Acre, Brazil	BR	BR01	18585	-8.96667	-72.7833	-655150	0								4	Minas Gerais, Acre, Brazil	BR	BR01	18585	-8.96667	-72.7833	-655150	20191205161500	https://www.fooddive.com/news/is-a-coffee-shortage-percolating/568490/
891056783	20181205	201812	2018	2018.9178	CHN	BEIJING	CHN								EDU	UNIVERSITY						EDU			1	057	057	05	1	8.0	5	1	5	1.51515151515152	1	Kazakhstan	KZ	KZ		48	68	KZ	1	Kazakhstan	KZ	KZ		48	68	KZ	1	Kazakhstan	KZ	KZ		48	68	KZ	20191205161500	http://www.xinhuanet.com/english/2019-12/05/c_138608661.htm
891056784	20181205	201812	2018	2018.9178	CVL	POPULATION						CVL			MNCUSAMED	GOOGLE	USA					MNC	MED		0	090	090	09	2	-2.0	10	1	10	0.96863468634686	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20191205161500	http://lapostexaminer.com/customer-loyalty-specialist-raghu-kale-asks-business-leaders-if-customers-are-capable-of-sacrifice-in-the-digital-age/2019/12/05
891056785	20181205	201812	2018	2018.9178	EDU	UNIVERSITY						EDU			CHN	BEIJING	CHN								1	057	057	05	1	8.0	5	1	5	1.51515151515152	1	Kazakhstan	KZ	KZ		48	68	KZ	1	Kazakhstan	KZ	KZ		48	68	KZ	1	Kazakhstan	KZ	KZ		48	68	KZ	20191205161500	http://www.xinhuanet.com/english/2019-12/05/c_138608661.htm
891056786	20181205	201812	2018	2018.9178	EDUSPY	ECONOMIST						EDU	SPY												1	124	124	12	3	-4.0	10	1	10	4.52488687782806	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20191205161500	https://www.etftrends.com/tactical-allocation-channel/another-big-year-could-be-looming-for-renewable-energy-etfs/
891056787	20181205	201812	2018	2018.9178	LAB	EMPLOYEE						LAB													1	010	010	01	1	0.0	3	1	3	0.08077544426494	2	Texas, United States	US	USTX		31.106	-97.6475	TX	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	20191205161500	https://www.washingtonpost.com/business/economy/theres-big-business-in-health-supplements--for-your-pets/2019/12/05/a4dab118-16d2-11ea-8406-df3c54b3253e_story.html
891056788	20191105	201911	2019	2019.8356											EDU	STUDENT						EDU			1	036	036	03	1	4.0	1	1	1	-0.72178477690288	0								3	Howard County, Maryland, United States	US	USMD		39.2504	-76.933	1709077	3	Howard County, Maryland, United States	US	USMD		39.2504	-76.933	1709077	20191205161500	https://marylandreporter.com/2019/12/05/state-roundup-december-5-2019/
891056789	20191105	201911	2019	2019.8356											SWE	STOCKHOLM	SWE								1	180	180	18	4	-9.0	10	1	10	-8.0188679245283	0								4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	20191205161500	https://www.highsnobiety.com/p/asap-rocky-swedish-prison-performance-denied/
891056790	20191105	201911	2019	2019.8356											USA	THE US	USA								1	030	030	03	1	4.0	5	1	5	2.7027027027027	0								1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20191205161500	https://www.hydrocarbons-technology.com/news/newsge-completes-acquisition-of-baker-hughes-5861820/
891056791	20191105	201911	2019	2019.8356	EDU	STUDENT						EDU													1	036	036	03	1	4.0	1	1	1	-0.72178477690288	3	Howard County, Maryland, United States	US	USMD	MD027	39.2504	-76.933	1709077	0								3	Howard County, Maryland, United States	US	USMD		39.2504	-76.933	1709077	20191205161500	https://marylandreporter.com/2019/12/05/state-roundup-december-5-2019/
891056792	20191105	201911	2019	2019.8356	EDU	STUDENT						EDU			USA	UNITED STATES	USA								1	036	036	03	1	4.0	4	1	4	-0.72178477690288	3	Howard County, Maryland, United States	US	USMD	MD027	39.2504	-76.933	1709077	3	Howard County, Maryland, United States	US	USMD		39.2504	-76.933	1709077	3	Howard County, Maryland, United States	US	USMD		39.2504	-76.933	1709077	20191205161500	https://marylandreporter.com/2019/12/05/state-roundup-december-5-2019/
891056793	20191105	201911	2019	2019.8356	EDU	STUDENT						EDU			USA	UNITED STATES	USA								1	036	036	03	1	4.0	2	1	2	-0.72178477690288	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	3	Howard County, Maryland, United States	US	USMD		39.2504	-76.933	1709077	20191205161500	https://marylandreporter.com/2019/12/05/state-roundup-december-5-2019/
891056794	20191105	201911	2019	2019.8356	EDUEDU	UNIVERSITY						EDU	EDU		GOV	AMBASSADOR						GOV			1	043	043	04	1	2.8	10	1	10	5	0								0								0								20191205161500	https://www.themoreheadnews.com/news/nearly-naked-mile-running-event-held-collects-coats-for-charity/article_3ff1f440-16a1-11ea-941f-6bf175853b0b.html
891056795	20191105	201911	2019	2019.8356	GOV	ATTORNEY GENERAL						GOV													1	020	020	02	1	3.0	6	1	6	-8.48484848484848	1	Iran	IR	IR		32	53	IR	0								1	Iran	IR	IR		32	53	IR	20191205161500	https://thehill.com/policy/international/china/473149-huawei-sues-us-over-new-restrictions-from-fcc
