890948804	20181205	201812	2018	2018.9178	BGD	BANGLADESH	BGD																		0	173	173	17	4	-5.0	2	1	2	-1.96078431372549	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	0								4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20191205060000	https://www.thedailystar.net/politics/news/pro-bnp-lawyers-chaos-forced-sc-judges-half-court-activities-1836133
890948805	20181205	201812	2018	2018.9178	BGDJUD	DHAKA	BGD					JUD													0	173	173	17	4	-5.0	6	1	6	-1.96078431372549	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	0								4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20191205060000	https://www.thedailystar.net/politics/news/pro-bnp-lawyers-chaos-forced-sc-judges-half-court-activities-1836133
890948806	20181205	201812	2018	2018.9178	BGDJUD	DHAKA	BGD					JUD			BGD	DHAKA	BGD								0	173	173	17	4	-5.0	8	1	8	-1.96078431372549	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20191205060000	https://www.thedailystar.net/politics/news/pro-bnp-lawyers-chaos-forced-sc-judges-half-court-activities-1836133
890948807	20181205	201812	2018	2018.9178	CHR	DIOCESE				CHR															0	0842	084	08	2	7.0	4	1	4	-3.24909747292419	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	0								4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20191205060000	https://www.niagara-gazette.com/news/local_news/attorney-and-abuse-survivor-reflects-on-malone-s-exit/article_57d3c931-d4c6-525b-8853-1379534eb988.html
890948808	20181205	201812	2018	2018.9178	CHR	DIOCESE				CHR															0	0842	084	08	2	7.0	6	1	6	-3.24909747292419	3	Brooklyn, New York, United States	US	USNY	NY025	42.3442	-75.1704	944840	0								3	Brooklyn, New York, United States	US	USNY	NY025	42.3442	-75.1704	944840	20191205060000	https://www.niagara-gazette.com/news/local_news/attorney-and-abuse-survivor-reflects-on-malone-s-exit/article_57d3c931-d4c6-525b-8853-1379534eb988.html
890948809	20181205	201812	2018	2018.9178	GOV	GOVERNMENT						GOV													1	071	071	07	2	7.4	2	1	2	1.17370892018779	4	Mamman, Zamfara, Nigeria	NI	NI57	191045	11.8591	6.94529	10512777	0								4	Mamman, Zamfara, Nigeria	NI	NI57	191045	11.8591	6.94529	10512777	20191205060000	https://allafrica.com/stories/201912050036.html
890948810	20181205	201812	2018	2018.9178	NGA	NIGERIA	NGA								GOV	GOVERNMENT						GOV			1	071	071	07	2	7.4	8	1	8	1.17370892018779	4	Mamman, Zamfara, Nigeria	NI	NI57	191045	11.8591	6.94529	10512777	4	Mamman, Zamfara, Nigeria	NI	NI57	191045	11.8591	6.94529	10512777	4	Mamman, Zamfara, Nigeria	NI	NI57	191045	11.8591	6.94529	10512777	20191205060000	https://allafrica.com/stories/201912050036.html
890948811	20191128	201911	2019	2019.8986											BUS	BANK						BUS			1	020	020	02	1	3.0	4	1	4	0	0								4	Allahabad, Uttar Pradesh, India	IN	IN36	70270	25.45	81.85	-2088510	4	Allahabad, Uttar Pradesh, India	IN	IN36	70270	25.45	81.85	-2088510	20191205060000	https://timesofindia.indiatimes.com/city/noida/shahberi-buyer-files-case-against-bank/articleshow/72375020.cms
890948812	20191128	201911	2019	2019.8986	BUS	BUSINESS						BUS			USAGOV	THE US	USA					GOV			1	020	020	02	1	3.0	8	1	8	-4.03768506056527	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20191205060000	https://www.cnn.com/2019/12/05/tech/huawei-us-ban-lawsuit/
890948813	20191128	201911	2019	2019.8986	BUS	BUSINESS						BUS			USAGOV	THE US	USA					GOV			1	100	100	10	3	-5.0	2	1	2	-4.03768506056527	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20191205060000	https://www.cnn.com/2019/12/05/tech/huawei-us-ban-lawsuit/
890948814	20191128	201911	2019	2019.8986	GOV	GOVERNMENT						GOV													1	030	030	03	1	4.0	10	1	10	1.17096018735363	1	Japan	JA	JA		36	138	JA	0								1	Japan	JA	JA		36	138	JA	20191205060000	http://www.GGRAsia.com/wakayama-assembly-nods-us71mln-budget-for-ir-land/
