890950649	20191128	201911	2019	2019.8986	IND	NEW DELHI	IND								JUD	SUPREME COURT						JUD			1	035	035	03	1	7.0	1	1	1	0.47619047619047	4	Sabarimala, Kerala, India	IN	IN13	17706	9.43333	77.0833	-2109677	4	Sabarimala, Kerala, India	IN	IN13	17706	9.43333	77.0833	-2109677	4	Sabarimala, Kerala, India	IN	IN13	17706	9.43333	77.0833	-2109677	20191205061500	https://www.orissapost.com/another-kerala-woman-moves-sc-after-being-stopped-from-entering-sabarimala/
890950650	20191128	201911	2019	2019.8986	JUD	SUPREME COURT						JUD			CHR	CHRISTIAN				CHR					1	081	081	08	2	5.0	10	1	10	-4.68085106382978	5	Odisha, Orissa, India	IN	IN21	70217	20.5	84.4167	-2106554	5	Odisha, Orissa, India	IN	IN21	70217	20.5	84.4167	-2106554	5	Odisha, Orissa, India	IN	IN21	70217	20.5	84.4167	-2106554	20191205061500	https://www.christianpost.com/world/5-christians-wrongly-imprisoned-for-over-a-decade-released-by-india-supreme-court.html
890950651	20191128	201911	2019	2019.8986	NZL	NEW ZEALAND	NZL																		1	020	020	02	1	3.0	8	1	8	-1.3986013986014	4	Gisborne, New Zealand (general), New Zealand	NZ	NZ00	22382	-38.6533	178.004	272362	0								4	Gisborne, New Zealand (general), New Zealand	NZ	NZ00	22382	-38.6533	178.004	272362	20191205061500	https://www.stuff.co.nz/national/politics/local-democracy-reporting/117977423/farmers-miss-lambing-deadline-as-slip-repair-begins
890950652	20191205	201912	2019	2019.9178											AFGINSTAL	TALIBAN	AFG	TAL				INS			0	046	046	04	1	7.0	10	1	10	2.08530805687204	0								1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20191205061500	https://www.globalsecurity.org/military/library/news/2019/12/mil-191204-nato02.htm
890950653	20191205	201912	2019	2019.9178											AFR	AFRICA	AFR								0	040	040	04	1	1.0	4	1	4	-3.94736842105263	0								4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20191205061500	https://ewn.co.za/2019/12/05/zondo-questions-lack-of-detail-over-meeting-held-at-gupta-compound
890950654	20191205	201912	2019	2019.9178											AFR	AFRICA	AFR								1	046	046	04	1	7.0	8	1	4	-3.94736842105263	0								4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20191205061500	https://ewn.co.za/2019/12/05/zondo-questions-lack-of-detail-over-meeting-held-at-gupta-compound
890950655	20191205	201912	2019	2019.9178											AFRCOP	AFRICA	AFR					COP			1	042	042	04	1	1.9	4	1	4	-3.94736842105263	0								4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20191205061500	https://ewn.co.za/2019/12/05/zondo-questions-lack-of-detail-over-meeting-held-at-gupta-compound
890950656	20191205	201912	2019	2019.9178											AUS	AUSTRALIA	AUS								1	036	036	03	1	4.0	2	1	2	0.0838222967309301	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20191205061500	https://www.wsws.org/en/articles/2019/12/05/teen-d05.html
890950657	20191205	201912	2019	2019.9178											AUS	BRISBANE	AUS								1	040	040	04	1	1.0	10	1	10	0.0838222967309301	0								4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	20191205061500	https://www.wsws.org/en/articles/2019/12/05/teen-d05.html
890950658	20191205	201912	2019	2019.9178											AUS	AUSTRALIA	AUS								0	043	043	04	1	2.8	4	1	4	-9.53150242326333	0								4	Sunshine Coast, Queensland, Australia	AS	AS04	154693	-26.5	153	-1602923	4	Sunshine Coast, Queensland, Australia	AS	AS04	154693	-26.5	153	-1602923	20191205061500	https://www.sunshinecoastdaily.com.au/news/womans-stupid-diy-hair-mistake/3895452/
890950659	20191205	201912	2019	2019.9178											AUS	AUSTRALIA	AUS								1	051	051	05	1	3.4	2	1	2	3.47826086956521	0								4	Gladfield, Victoria, Australia	AS	AS07	5391	-36.05	143.95	-1575199	4	Gladfield, Victoria, Australia	AS	AS07	5391	-36.05	143.95	-1575199	20191205061500	https://www.queenslandcountrylife.com.au/story/6528075/qld-breeders-are-making-magic/?cs=4785
890950660	20191205	201912	2019	2019.9178											AUSREL	AUSTRALIA	AUS								0	190	190	19	4	-10.0	2	1	2	-3.29670329670329	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20191205061500	http://theconversation.com/its-the-10-year-anniversary-of-our-climate-policy-abyss-but-dont-blame-the-greens-128239
890950661	20191205	201912	2019	2019.9178											BHS	BAHAMA	BHS								1	043	043	04	1	2.8	4	1	4	0.60240963855422	0								1	Bahamas, The	BF	BF		24	-76	BF	1	Bahamas, The	BF	BF		24	-76	BF	20191205061500	https://fm100.com/2019/12/04/our-top-ten-tv-christmas-specials-of-all-time/
890950662	20191205	201912	2019	2019.9178											BUS	BUSINESS						BUS			0	014	014	01	1	0.0	10	1	10	0.79239302694136	0								3	Watertown, New York, United States	US	USNY	NY045	43.9748	-75.9108	968914	3	Watertown, New York, United States	US	USNY	NY045	43.9748	-75.9108	968914	20191205061500	https://www.nny360.com/communitynews/business/guidance-helps-hemp-growers-obtain-bank-financing/article_966bdcf7-89a5-50da-8402-8e5eba1f4c5b.html
890950663	20191205	201912	2019	2019.9178											BUS	COMPANY						BUS			1	020	020	02	1	3.0	10	1	10	-3.71287128712872	0								1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	20191205061500	https://vcreporter.com/2019/12/letters-december-2019/
890950664	20191205	201912	2019	2019.9178											BUS	COMPANIES						BUS			0	036	036	03	1	4.0	10	1	10	-2.05949656750572	0								4	Vadodara, Gujarat, India	IN	IN09	70124	22.3	73.2	-2114049	4	Vadodara, Gujarat, India	IN	IN09	70124	22.3	73.2	-2114049	20191205061500	https://www.mouthshut.com/review/Reliancedigital-in-review-qmnpsornnmo
890950665	20191205	201912	2019	2019.9178											BUS	CORPORATION						BUS			0	036	036	03	1	4.0	6	1	6	0.57803468208092	0								4	Kisumu, Nyanza, Kenya	KE	KE07	18585	-0.10221	34.7617	-2251539	4	Kisumu, Nyanza, Kenya	KE	KE07	18585	-0.10221	34.7617	-2251539	20191205061500	https://allafrica.com/stories/201912050047.html
890950666	20191205	201912	2019	2019.9178											BUS	INDUSTRY						BUS			1	040	040	04	1	1.0	5	1	5	-0.966183574879226	0								3	Lordstown, Ohio, United States	US	USOH	OH155	41.1656	-80.8576	1061443	3	Lordstown, Ohio, United States	US	USOH	OH155	41.1656	-80.8576	1061443	20191205061500	https://www.cnbc.com/2019/12/05/reuters-america-exclusive-gm-lg-chem-to-announce-ev-battery-joint-venture-in-ohio-sources.html
890950667	20191205	201912	2019	2019.9178											BUS	BUSINESS						BUS			1	040	040	04	1	1.0	10	1	10	-1.03761348897535	0								3	Ventura County, California, United States	US	USCA		34.4667	-119.018	277320	3	Ventura County, California, United States	US	USCA		34.4667	-119.018	277320	20191205061500	https://vcreporter.com/2019/12/oxnard-to-get-new-homeless-shelter-city-council-approves-five-year-lease/
890950668	20191205	201912	2019	2019.9178											BUS	CORPORATION						BUS			0	042	042	04	1	1.9	6	1	6	0.57803468208092	0								4	Kisumu, Nyanza, Kenya	KE	KE07	18585	-0.10221	34.7617	-2251539	4	Kisumu, Nyanza, Kenya	KE	KE07	18585	-0.10221	34.7617	-2251539	20191205061500	https://allafrica.com/stories/201912050047.html
890950669	20191205	201912	2019	2019.9178											BUS	COMPANY						BUS			0	060	060	06	2	6.0	10	1	10	-0.89399744572158	0								3	Canal Ponds Business Park, New York, United States	US	USNY		43.1843	-77.697	2668666	3	Canal Ponds Business Park, New York, United States	US	USNY		43.1843	-77.697	2668666	20191205061500	https://www.mpnnow.com/news/20191205/joe-nacca-beware-bearer-of-gifts
890950670	20191205	201912	2019	2019.9178											BUS	COMPANIES						BUS			0	061	061	06	2	6.4	10	1	10	-4.08773678963111	0								4	Xinjiang, Jiangxi, China	CH	CH03	13167	27.7481	116.274	11065838	4	Xinjiang, Jiangxi, China	CH	CH03	13167	27.7481	116.274	11065838	20191205061500	https://www.globalsecurity.org/wmd/library/news/china/2019/china-191204-globaltimes03.htm
890950671	20191205	201912	2019	2019.9178											BUS	INVESTOR						BUS			1	0841	084	08	2	7.0	10	1	10	-2.70436385986478	0								4	Kaduna, Kaduna, Nigeria	NI	NI23	22832	10.5231	7.44028	-2014086	4	Kaduna, Kaduna, Nigeria	NI	NI23	22832	10.5231	7.44028	-2014086	20191205061500	https://www.dailytrust.com.ng/investors-shift-meter-transformer-burden-to-consumers-after-acquiring-1-3bn-discos.html
890950672	20191205	201912	2019	2019.9178											BUS	BUSINESS						BUS			0	192	192	19	4	-9.5	10	1	10	-0.30143180105501	0								1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20191205061500	https://qz.com/india/1761588/nasscom-official-weighs-in-on-h-1b-data-protection-e-commerce/
890950673	20191205	201912	2019	2019.9178											CHN	CHINA	CHN								0	100	100	10	3	-5.0	10	1	10	-4.08773678963111	0								4	Xinjiang, Jiangxi, China	CH	CH03	13167	27.7481	116.274	11065838	4	Xinjiang, Jiangxi, China	CH	CH03	13167	27.7481	116.274	11065838	20191205061500	https://www.globalsecurity.org/wmd/library/news/china/2019/china-191204-globaltimes03.htm
890950674	20191205	201912	2019	2019.9178											CHR	CHRISTIAN				CHR					1	043	043	04	1	2.8	10	1	10	-4.68085106382978	0								5	Odisha, Orissa, India	IN	IN21	70217	20.5	84.4167	-2106554	5	Odisha, Orissa, India	IN	IN21	70217	20.5	84.4167	-2106554	20191205061500	https://www.christianpost.com/world/5-christians-wrongly-imprisoned-for-over-a-decade-released-by-india-supreme-court.html
890950675	20191205	201912	2019	2019.9178											CHREDU	CHRISTIAN				CHR		EDU			0	040	040	04	1	1.0	2	1	2	-3.63636363636363	0								3	Danville, Virginia, United States	US	USVA	VA590	36.586	-79.395	1492837	3	Danville, Virginia, United States	US	USVA	VA590	36.586	-79.395	1492837	20191205061500	https://www.godanriver.com/news/local/threat-disrupts-private-schools-in-danville-westover-school-closes-sacred/article_edf4c0ab-415f-59db-bb42-2d3554c4a66d.html
890950676	20191205	201912	2019	2019.9178											CHREDU	CHRISTIAN				CHR		EDU			0	040	040	04	1	1.0	4	1	4	-3.63636363636363	0								3	Westover Christian Academy, Virginia, United States	US	USVA		36.5966	-79.4827	2498608	3	Danville, Virginia, United States	US	USVA	VA590	36.586	-79.395	1492837	20191205061500	https://www.godanriver.com/news/local/threat-disrupts-private-schools-in-danville-westover-school-closes-sacred/article_edf4c0ab-415f-59db-bb42-2d3554c4a66d.html
890950677	20191205	201912	2019	2019.9178											CHREDU	CHRISTIAN				CHR		EDU			0	040	040	04	1	1.0	4	1	4	-3.63636363636363	0								3	Westover Christian Academy, Virginia, United States	US	USVA		36.5966	-79.4827	2498608	3	Westover Christian Academy, Virginia, United States	US	USVA		36.5966	-79.4827	2498608	20191205061500	https://www.godanriver.com/news/local/threat-disrupts-private-schools-in-danville-westover-school-closes-sacred/article_edf4c0ab-415f-59db-bb42-2d3554c4a66d.html
890950678	20191205	201912	2019	2019.9178											COP	POLICE						COP			0	042	042	04	1	1.9	10	1	10	-3.54609929078014	0								4	Dickoya, Central, Sri Lanka	CE	CE29	25845	6.8713	80.6	-2215884	4	Dickoya, Central, Sri Lanka	CE	CE29	25845	6.8713	80.6	-2215884	20191205061500	https://www.wsws.org/en/articles/2019/12/05/plan-d05.html
890950679	20191205	201912	2019	2019.9178											COP	POLICE						COP			1	0841	084	08	2	7.0	6	1	6	-12.5373134328358	0								4	Mmabatho, North-West, South Africa	SF	SF10	77348	-25.85	25.6333	-1261078	4	Mmabatho, North-West, South Africa	SF	SF10	77348	-25.85	25.6333	-1261078	20191205061500	https://www.timeslive.co.za/news/south-africa/2019-12-05-gomolemo-legae-was-stabbed-set-alight-while-still-alive-what-you-need-to-know/
890950680	20191205	201912	2019	2019.9178											COP	POLICE						COP			0	100	100	10	3	-5.0	1	1	1	-5.21276595744681	0								3	Freeport, New York, United States	US	USNY	NY059	40.6576	-73.5832	970151	3	Freeport, New York, United States	US	USNY	NY059	40.6576	-73.5832	970151	20191205061500	https://www.newsday.com/long-island/nassau/freeport-police-arrest-1.39231357
890950681	20191205	201912	2019	2019.9178											COP	POLICE						COP			1	173	173	17	4	-5.0	5	1	5	-10.1449275362319	0								4	Rae Bareli, Uttar Pradesh, India	IN	IN36	17934	26.2167	81.2333	-2108528	4	Rae Bareli, Uttar Pradesh, India	IN	IN36	17934	26.2167	81.2333	-2108528	20191205061500	https://indianexpress.com/article/india/unnao-rape-victim-set-ablaze-by-five-men-6151716/
890950682	20191205	201912	2019	2019.9178											COP	ARMED POLICE						COP			1	190	190	19	4	-10.0	4	1	4	-5	0								4	Chhattisgarh, Chhattisgarh, India	IN	IN37	70116	21.5	81.75	-2093188	4	Chhattisgarh, Chhattisgarh, India	IN	IN37	70116	21.5	81.75	-2093188	20191205061500	https://www.globalsecurity.org/wmd/library/news/india/2019/india-191204-sputnik01.htm
890950683	20191205	201912	2019	2019.9178											COP	POLICE						COP			1	190	190	19	4	-10.0	10	1	10	-3.57142857142857	0								4	Smyrna, Izmir, Turkey	TU	TU35	27937	38.4104	27.142	-755097	4	Smyrna, Izmir, Turkey	TU	TU35	27937	38.4104	27.142	-755097	20191205061500	https://www.wsmv.com/news/daughter-reacts-to-arrest-made-in-murder-of-father-in/article_843c05f6-16ff-11ea-8fdf-c3698137e306.html
890950684	20191205	201912	2019	2019.9178											COPJUD	DEPUTY						COP	JUD		1	040	040	04	1	1.0	6	1	6	-3.94736842105263	0								4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20191205061500	https://ewn.co.za/2019/12/05/zondo-questions-lack-of-detail-over-meeting-held-at-gupta-compound
890950685	20191205	201912	2019	2019.9178											CVL	SETTLEMENT						CVL			1	036	036	03	1	4.0	10	1	10	-2.74223034734917	0								4	El Mirador, Tlaxcala, Mexico	MX	MX29	21147	19.3819	-97.8	6253823	4	El Mirador, Tlaxcala, Mexico	MX	MX29	21147	19.3819	-97.8	6253823	20191205061500	https://www.santafenewmexican.com/news/health_and_science/behavioral-health-groups-settle-with-state-of-new-mexico/article_8075db49-20b4-50a7-8bb4-d14ba977c881.html
890950686	20191205	201912	2019	2019.9178											CVL	VOTER						CVL			1	043	043	04	1	2.8	10	1	10	-1.085776330076	0								5	Essex, Essex, United Kingdom	UK	UKE4	40108	51.8333	0.583333	-2595724	5	Essex, Essex, United Kingdom	UK	UKE4	40108	51.8333	0.583333	-2595724	20191205061500	https://www.eadt.co.uk/ea-life/2019-general-election-is-race-closing-1-6407987
890950687	20191205	201912	2019	2019.9178											CVL	COMMUNITY						CVL			0	100	100	10	3	-5.0	5	1	5	-2.70436385986478	0								4	Kaduna, Kaduna, Nigeria	NI	NI23	22832	10.5231	7.44028	-2014086	4	Kaduna, Kaduna, Nigeria	NI	NI23	22832	10.5231	7.44028	-2014086	20191205061500	https://www.dailytrust.com.ng/investors-shift-meter-transformer-burden-to-consumers-after-acquiring-1-3bn-discos.html
890950688	20191205	201912	2019	2019.9178											CVL	SETTLEMENT						CVL			1	112	112	11	3	-2.0	5	1	5	-2.74223034734917	0								4	El Mirador, Tlaxcala, Mexico	MX	MX29	21147	19.3819	-97.8	6253823	4	El Mirador, Tlaxcala, Mexico	MX	MX29	21147	19.3819	-97.8	6253823	20191205061500	https://www.santafenewmexican.com/news/health_and_science/behavioral-health-groups-settle-with-state-of-new-mexico/article_8075db49-20b4-50a7-8bb4-d14ba977c881.html
