891053518	20181205	201812	2018	2018.9178	BUS	COMPANY						BUS													0	045	045	04	1	5.0	5	1	5	6.5180102915952	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	0								4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20191205160000	https://www.mortgagebrokernews.ca/news/what-it-means-to-win-a-canadian-mortgage-award-323651.aspx
891053519	20181205	201812	2018	2018.9178	COPGOV	DEPUTY						COP	GOV		OPP	ACTIVIST						OPP			1	180	180	18	4	-9.0	2	1	2	-3.06603773584906	4	Keroh, Perak, Malaysia	MY	MY07	27182	5.71667	101	-2402648	4	Keroh, Perak, Malaysia	MY	MY07	27182	5.71667	101	-2402648	4	Keroh, Perak, Malaysia	MY	MY07	27182	5.71667	101	-2402648	20191205160000	https://www.freemalaysiatoday.com/category/nation/2019/12/05/azmin-vows-to-defend-anwar-against-yusoff-rawthers-assault-claims/
891053520	20181205	201812	2018	2018.9178	COPGOV	DEPUTY						COP	GOV		PTY	PARTY PRESIDENT									1	0332	033	03	1	5.2	2	1	2	-3.06603773584906	4	Melaka, Melaka, Malaysia	MY	MY04	18585	2.196	102.241	-2403412	4	Melaka, Melaka, Malaysia	MY	MY04	18585	2.196	102.241	-2403412	4	Melaka, Melaka, Malaysia	MY	MY04	18585	2.196	102.241	-2403412	20191205160000	https://www.freemalaysiatoday.com/category/nation/2019/12/05/azmin-vows-to-defend-anwar-against-yusoff-rawthers-assault-claims/
891053521	20181205	201812	2018	2018.9178	JEW	JEWISH				JEW					JEWCVL	JEWISH				JEW		CVL			0	015	015	01	1	0.0	10	1	10	-10.7717041800643	3	Hillsborough, New Jersey, United States	US	USNJ	NJ035	40.4776	-74.6268	877119	3	Hillsborough, New Jersey, United States	US	USNJ	NJ035	40.4776	-74.6268	877119	3	Hillsborough, New Jersey, United States	US	USNJ	NJ035	40.4776	-74.6268	877119	20191205160000	https://patch.com/new-jersey/pointpleasant/10-nj-teachers-lose-jobs-bad-behavior-more-changes-urged
891053522	20181205	201812	2018	2018.9178	MLT	MALTA	MLT																		1	073	073	07	2	7.4	10	1	10	-7.11382113821138	1	Italy	IT	IT		42.833333	12.833333	IT	0								1	Italy	IT	IT		42.833333	12.833333	IT	20191205160000	https://www.dailysabah.com/europe/2019/12/05/atlantic-migration-route-to-europe-claims-at-least-58-lives-deadliest-this-year
891053523	20181205	201812	2018	2018.9178	MLT	MALTA	MLT								MIL	NAVAL						MIL			1	090	090	09	2	-2.0	10	1	10	-7.11382113821138	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	20191205160000	https://www.dailysabah.com/europe/2019/12/05/atlantic-migration-route-to-europe-claims-at-least-58-lives-deadliest-this-year
891053524	20181205	201812	2018	2018.9178	MYS	MALAYSIA	MYS								OPP	ACTIVIST						OPP			1	180	180	18	4	-9.0	8	1	8	-3.06603773584906	4	Keroh, Perak, Malaysia	MY	MY07	27182	5.71667	101	-2402648	4	Keroh, Perak, Malaysia	MY	MY07	27182	5.71667	101	-2402648	4	Keroh, Perak, Malaysia	MY	MY07	27182	5.71667	101	-2402648	20191205160000	https://www.freemalaysiatoday.com/category/nation/2019/12/05/azmin-vows-to-defend-anwar-against-yusoff-rawthers-assault-claims/
891053525	20181205	201812	2018	2018.9178	MYS	MALAYSIA	MYS								PTY	PARTY PRESIDENT									1	0332	033	03	1	5.2	4	1	4	-3.06603773584906	4	Keroh, Perak, Malaysia	MY	MY07	27182	5.71667	101	-2402648	4	Keroh, Perak, Malaysia	MY	MY07	27182	5.71667	101	-2402648	4	Keroh, Perak, Malaysia	MY	MY07	27182	5.71667	101	-2402648	20191205160000	https://www.freemalaysiatoday.com/category/nation/2019/12/05/azmin-vows-to-defend-anwar-against-yusoff-rawthers-assault-claims/
891053526	20181205	201812	2018	2018.9178	MYS	MALAYSIA	MYS								PTY	PARTY PRESIDENT									1	0332	033	03	1	5.2	4	1	4	-3.06603773584906	4	Melaka, Melaka, Malaysia	MY	MY04	18585	2.196	102.241	-2403412	4	Melaka, Melaka, Malaysia	MY	MY04	18585	2.196	102.241	-2403412	4	Melaka, Melaka, Malaysia	MY	MY04	18585	2.196	102.241	-2403412	20191205160000	https://www.freemalaysiatoday.com/category/nation/2019/12/05/azmin-vows-to-defend-anwar-against-yusoff-rawthers-assault-claims/
891053527	20181205	201812	2018	2018.9178	RUS	RUSSIA	RUS								UKR	UKRAINE	UKR								0	061	061	06	2	6.4	5	1	5	-0.73779795686719	1	Russia	RS	RS		60	100	RS	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20191205160000	https://seekingalpha.com/article/4310759-gazproms-pipeline-projects-are-falling-place-making-stock-buying-opportunity
