891170962	20181206	201812	2018	2018.9205	GBR	BRITAIN	GBR								IRL	IRELAND	IRL								0	112	112	11	3	-2.0	1	1	1	-3.45572354211663	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20191206023000	https://www.irishtimes.com/news/politics/lack-of-storage-and-staff-will-stall-state-document-release-1.4106290
891170963	20181206	201812	2018	2018.9205	GBR	BRITAIN	GBR								IRL	IRELAND	IRL								0	112	112	11	3	-2.0	4	1	4	-3.45572354211663	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20191206023000	https://www.irishtimes.com/news/politics/lack-of-storage-and-staff-will-stall-state-document-release-1.4106290
891170964	20181206	201812	2018	2018.9205	WSM	SAMOA	WSM																		0	112	112	11	3	-2.0	10	1	10	-8.35734870317003	4	Apia, Samoa (general), Samoa	WS	WS00	25301	-13.8333	-171.733	-1307163	0								4	Apia, Samoa (general), Samoa	WS	WS00	25301	-13.8333	-171.733	-1307163	20191206023000	https://www.msn.com/en-us/news/world/samoa-arrests-anti-vaxxer-as-immunisation-drive-continues/ar-BBXPz3B
891170965	20191106	201911	2019	2019.8384											USABUS	DELAWARE	USA					BUS			1	042	042	04	1	1.9	6	1	6	1.42857142857143	0								2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	20191206023000	https://delawarebusinessnow.com/2019/12/ribbon-cutting-held-for-milford-diner/
891170966	20191106	201911	2019	2019.8384	CHN	CHINESE	CHN								USA	THE US	USA								0	061	061	06	2	6.4	1	1	1	-2.3643949930459	4	Gao Feng, Sichuan, China	CH	CH32	13270	32.0105	104.019	10334640	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Gao Feng, Sichuan, China	CH	CH32	13270	32.0105	104.019	10334640	20191206023000	http://www.ejinsight.com/20191206-trump-upbeat-on-trade-talks-beijing-presses-tariff-cut-demand/
891170967	20191106	201911	2019	2019.8384	PAK	ISLAMABAD	PAK								MIL	ARMY OFFICER						MIL			1	173	173	17	4	-5.0	10	1	10	-7.42857142857143	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20191206023000	https://www.dawn.com/news/1520685/two-arrested-in-army-officer-murder-case
891170968	20191106	201911	2019	2019.8384	USA	UNITED STATES	USA								JUD	FEDERAL JUDGE						JUD			0	013	013	01	1	0.4	2	1	2	-2.14477211796247	3	Rensselaer County, New York, United States	US	USNY	NY083	42.7167	-73.4829	974140	3	Rensselaer County, New York, United States	US	USNY		42.7167	-73.4829	974140	3	Rensselaer County, New York, United States	US	USNY		42.7167	-73.4829	974140	20191206023000	https://www.timesunion.com/news/article/DOJ-sides-with-Rensselaer-County-Clerk-in-Green-14885438.php
891170969	20191106	201911	2019	2019.8384	USA	UNITED STATES	USA								JUD	ADVOCATE						JUD			0	110	110	11	3	-2.0	2	1	2	-2.14477211796247	3	Rensselaer County, New York, United States	US	USNY	NY083	42.7167	-73.4829	974140	3	Rensselaer County, New York, United States	US	USNY		42.7167	-73.4829	974140	3	Rensselaer County, New York, United States	US	USNY		42.7167	-73.4829	974140	20191206023000	https://www.timesunion.com/news/article/DOJ-sides-with-Rensselaer-County-Clerk-in-Green-14885438.php
891170970	20191106	201911	2019	2019.8384	USA	DELAWARE	USA								USABUS	UNITED STATES	USA					BUS			1	043	043	04	1	2.8	4	1	4	1.42857142857143	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	20191206023000	https://delawarebusinessnow.com/2019/12/ribbon-cutting-held-for-milford-diner/
891170971	20191106	201911	2019	2019.8384	USABUS	DELAWARE	USA					BUS													1	043	043	04	1	2.8	6	1	6	1.42857142857143	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	0								2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	20191206023000	https://delawarebusinessnow.com/2019/12/ribbon-cutting-held-for-milford-diner/
891170972	20191106	201911	2019	2019.8384	USABUS	UNITED STATES	USA					BUS			USA	DELAWARE	USA								1	042	042	04	1	1.9	4	1	4	1.42857142857143	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	2	Delaware, United States	US	USDE		39.3498	-75.5148	DE	20191206023000	https://delawarebusinessnow.com/2019/12/ribbon-cutting-held-for-milford-diner/
891170973	20191129	201911	2019	2019.9014											USA	UNITED STATES	USA								1	042	042	04	1	1.9	1	1	1	-1.32743362831859	0								3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20191206023000	https://www.fox4news.com/news/popular-tejano-star-convicted-of-raping-his-niece-set-to-perform-in-houston
891170974	20191129	201911	2019	2019.9014	CRM	GANG						CRM													1	190	190	19	4	-10.0	3	1	3	-13.2867132867132	4	Lucknow, Uttar Pradesh, India	IN	IN36	17941	26.85	80.9167	-2102835	0								4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20191206023000	https://www.wctv.tv/content/news/Indian-woman-allegedly-set-on-fire-by-men-she-accused-of-rape-as-she-heads-to-court-565850771.html
891170975	20191129	201911	2019	2019.9014	HLH	DOCTOR						HLH			PTY	POLITICIAN									1	025	025	02	1	-0.3	10	1	10	-5.53633217993079	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20191206023000	https://www.mamamia.com.au/medevac-bill/
891170976	20191129	201911	2019	2019.9014	MED	PUBLICATION						MED			GBR	LONDON	GBR								1	010	010	01	1	0.0	8	1	8	-4.56375838926175	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20191206023000	https://www.dawn.com/news/1520714/show-of-solidarity-with-dawn-over-threats
891170977	20191129	201911	2019	2019.9014	MED	PUBLICATION						MED			GBR	LONDON	GBR								1	141	141	14	3	-6.5	8	1	8	-4.56375838926175	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20191206023000	https://www.dawn.com/news/1520714/show-of-solidarity-with-dawn-over-threats
891170978	20191129	201911	2019	2019.9014	USA	UNITED STATES	USA																		1	012	012	01	1	-0.4	6	1	6	-2.72108843537415	3	Town Of Wake Forest, North Carolina, United States	US	USNC	NC183	35.9874	-78.5359	2406816	0								3	Town Of Wake Forest, North Carolina, United States	US	USNC		35.9874	-78.5359	2406816	20191206023000	https://thehill.com/blogs/blog-briefing-room/news/473310-north-carolina-town-cancels-christmas-parade-due-to-fear-of
891170979	20191129	201911	2019	2019.9014	USA	UNITED STATES	USA																		1	043	043	04	1	2.8	1	1	1	-1.32743362831859	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	20191206023000	https://www.fox4news.com/news/popular-tejano-star-convicted-of-raping-his-niece-set-to-perform-in-houston
891170980	20191129	201911	2019	2019.9014	USA	SEATTLE	USA								CVL	VILLAGE						CVL			1	020	020	02	1	3.0	5	1	5	0.13071895424837	0								0								0								20191206023000	https://www.seattletimes.com/seattle-news/homeless/seattle-officials-will-allow-controversial-tiny-house-village-to-remain-open-until-march/
891170981	20191205	201912	2019	2019.9178											ESP	SPANISH	ESP								1	010	010	01	1	0.0	10	1	10	-5.41310541310541	0								4	Alicante, Valenciana, Spain	SP	SP60	25811	38.3462	-0.487722	-370210	4	Alicante, Valenciana, Spain	SP	SP60	25811	38.3462	-0.487722	-370210	20191206023000	http://www.irishnews.com/business/2019/12/06/news/alicante-the-latest-route-to-be-dropped-by-ryanair-at-belfast-international-airport-1783330/
891170982	20191205	201912	2019	2019.9178	GOV	PRESIDENT						GOV			NGA	NIGERIA	NGA								1	020	020	02	1	3.0	2	1	2	-0.1953125	4	Escravos, Delta, Nigeria	NI	NI36	191339	5.58006	5.1792	-2006686	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	20191206023000	http://www.thetidenewsonline.com/2019/12/06/nse-neimeth-cornerstone-chams-emerge-best-performing-stocks-in-nov/
891170983	20191205	201912	2019	2019.9178	JUD	PROSECUTOR						JUD			CRM	GANG						CRM			1	020	020	02	1	3.0	10	1	10	-6.53266331658291	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20191206023000	https://thesource.com/2019/12/05/federal-prosecutors-are-asking-for-a-lighter-punishment-for-tekashi-6ix9ine-sentencing-scheduled-for-dec-18/
891170984	20191205	201912	2019	2019.9178	MYS	KUALA LUMPUR	MYS								COPGOV	DEPUTY						COP	GOV		1	020	020	02	1	3.0	10	1	10	0	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20191206023000	https://www.thesundaily.my/local/wanita-umno-wants-its-leader-to-be-elevated-to-deputy-president-JX1725193
891170985	20191205	201912	2019	2019.9178	OPP	THE OPPOSITION						OPP			LEG	PARLIAMENT						LEG			1	160	160	16	4	-4.0	10	1	10	-2.63157894736842	0								0								0								20191206023000	http://dbsjeyaraj.com/dbsj/archives/66622
891170986	20191206	201912	2019	2019.9205											AFG	KABUL	AFG								0	040	040	04	1	1.0	6	1	6	0.53050397877984	0								4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20191206023000	https://www.dawn.com/news/1520693/fo-hails-expected-resumption-of-talks-between-us-taliban
891170987	20191206	201912	2019	2019.9205											AFGINSTAL	TALIBAN	AFG	TAL				INS			1	050	050	05	1	3.5	10	1	10	3.03738317757009	0								1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20191206023000	https://www.dawn.com/news/1520702/885pc-afghans-favour-peace-talks
891170988	20191206	201912	2019	2019.9205											AFR	AFRICA	AFR								0	120	120	12	3	-4.0	5	1	5	0.25706940874036	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20191206023000	https://vanderbilthustler.com/29099/featured/qa-with-steven-pinker-carl-zimmer-and-amanda-little/
891170989	20191206	201912	2019	2019.9205											AFRGOV	AFRICA	AFR					GOV			0	100	100	10	3	-5.0	5	1	5	0.13755158184319	0								1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20191206023000	https://www.thisdaylive.com/index.php/2019/12/06/between-troubled-saa-and-nigerias-planned-national-carrier/
891170990	20191206	201912	2019	2019.9205											AUS	AUSTRALIA	AUS								1	042	042	04	1	1.9	4	1	4	-2.66311584553928	0								4	Birkenau, Warminsko-Mazurskie, Poland	PL	PL85	24584	54.4178	19.9648	-535533	4	Noosa, Queensland, Australia	AS	AS04	154693	-26.3943	153.09	-1591864	20191206023000	https://www.ndtv.com/world-news/tourists-left-lewd-messages-on-australian-beach-in-queensland-then-locals-had-to-clean-2144180
891170991	20191206	201912	2019	2019.9205											AUSJUD	BRISBANE	AUS					JUD			0	042	042	04	1	1.9	6	1	6	-5.97484276729559	0								4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	20191206023000	https://www.ipswichadvertiser.com.au/news/accused-burglars-sack-lawyers-in-court-delay/3895943/
891170992	20191206	201912	2019	2019.9205											AUSJUD	BRISBANE	AUS					JUD			0	128	128	12	3	-5.0	6	1	6	-5.97484276729559	0								4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	4	Brisbane, Queensland, Australia	AS	AS04	154654	-27.5	153.017	-1561728	20191206023000	https://www.ipswichadvertiser.com.au/news/accused-burglars-sack-lawyers-in-court-delay/3895943/
891170993	20191206	201912	2019	2019.9205											BEL	ANTWERP	BEL								0	057	057	05	1	8.0	3	1	3	3.38345864661654	0								4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	4	Lagos, Lagos, Nigeria	NI	NI05	191416	6.45306	3.39583	-2017355	20191206023000	https://www.thisdaylive.com/index.php/2019/12/06/as-npa-port-of-antwerp-partner-for-development/
891170994	20191206	201912	2019	2019.9205											BUS	AIRLINE						BUS			0	020	020	02	1	3.0	10	1	10	-6.73076923076923	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20191206023000	https://www.dawn.com/news/1520695
891170995	20191206	201912	2019	2019.9205											BUS	BUSINESS						BUS			1	036	036	03	1	4.0	4	1	4	4.34782608695652	0								3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20191206023000	https://reelchicago.com/article/abelsontaylor-promotes-amer-ghafari-to-vp-director-of-info-tech/
891170996	20191206	201912	2019	2019.9205											BUS	BUSINESS						BUS			1	036	036	03	1	4.0	6	1	6	4.34782608695652	0								3	Concordia University, Michigan, United States	US	USMI		42.2737	-83.683	623685	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20191206023000	https://reelchicago.com/article/abelsontaylor-promotes-amer-ghafari-to-vp-director-of-info-tech/
891170997	20191206	201912	2019	2019.9205											BUS	INVESTOR						BUS			0	042	042	04	1	1.9	10	1	10	0.13755158184319	0								1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20191206023000	https://www.thisdaylive.com/index.php/2019/12/06/between-troubled-saa-and-nigerias-planned-national-carrier/
891170998	20191206	201912	2019	2019.9205											BUS	MERCHANT						BUS			0	080	080	08	2	5.0	6	2	6	-8.41086444032626	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20191206023000	https://www.france24.com/en/20191206-in-cold-blood-syria-kurds-say-killed-robbed-by-turkey-proxies
891170999	20191206	201912	2019	2019.9205											BUS	COMPANY						BUS			1	112	112	11	3	-2.0	8	2	8	-11.2068965517242	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20191206023000	https://www.9news.com.au/national/no-jail-for-man-over-building-row-threats/8f92a9c2-4409-4a5b-9490-45ea77f07bee
891171000	20191206	201912	2019	2019.9205											BUS	AIRLINE						BUS			0	160	160	16	4	-4.0	10	1	10	-6.73076923076923	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20191206023000	https://www.dawn.com/news/1520695
891171001	20191206	201912	2019	2019.9205											BWA	BOTSWANA	BWA								1	043	043	04	1	2.8	10	1	10	-2.52365930599369	0								1	Botswana	BC	BC		-22	24	BC	1	Botswana	BC	BC		-22	24	BC	20191206023000	https://www.zimeye.net/2019/12/06/met-office-warns-of-thunderstorms/
891171002	20191206	201912	2019	2019.9205											CAN	VANCOUVER	CAN								1	112	112	11	3	-2.0	10	1	10	-4.19161676646707	0								4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20191206023000	https://www.asianjournal.ca/b-c-rcmp-announce-charges-in-1993-homicide-of-23-year-old-vicki-black/
891171003	20191206	201912	2019	2019.9205											CHN	CHINA	CHN								0	042	042	04	1	1.9	1	1	1	3.30222541277818	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20191206023000	http://www.bjreview.com/./Lifestyle/201912/t20191202_800186507.html
891171004	20191206	201912	2019	2019.9205											CHN	CHINA	CHN								1	042	042	04	1	1.9	9	1	8	3.30222541277818	0								4	Nuanquan, Liaoning, China	CH	CH19	13182	40.5242	123.597	11215274	4	Nuanquan, Liaoning, China	CH	CH19	13182	40.5242	123.597	11215274	20191206023000	http://www.bjreview.com/./Lifestyle/201912/t20191202_800186507.html
891171005	20191206	201912	2019	2019.9205											CHN	CHINA	CHN								1	043	043	04	1	2.8	2	1	2	4.97512437810945	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20191206023000	http://www.bjreview.com/./Latest_Headlines/201912/t20191206_800186972.html
891171006	20191206	201912	2019	2019.9205											CHN	CHINA	CHN								1	061	061	06	2	6.4	40	1	40	-1.31004366812227	0								4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20191206023000	https://www.caixinglobal.com/?ywfrom=/www.caixinglobal.com/2019-12-06/new-installations-of-solar-power-plunge-as-subsidies-fade-101491164.html
891171007	20191206	201912	2019	2019.9205											COP	POLICE CHIEF						COP			1	036	036	03	1	4.0	1	1	1	-2.72108843537415	0								3	Wake Forest, North Carolina, United States	US	USNC		35.9799	-78.5097	1023094	3	Wake Forest, North Carolina, United States	US	USNC		35.9799	-78.5097	1023094	20191206023000	https://thehill.com/blogs/blog-briefing-room/news/473310-north-carolina-town-cancels-christmas-parade-due-to-fear-of
891171008	20191206	201912	2019	2019.9205											COP	POLICE						COP			0	043	043	04	1	2.8	10	1	10	-9.375	0								3	Fort Lupton, Colorado, United States	US	USCO		40.0847	-104.813	180857	3	Fort Lupton, Colorado, United States	US	USCO		40.0847	-104.813	180857	20191206023000	https://www.policemag.com/532918/critically-wounded-colorado-officer-was-ambushed
891171009	20191206	201912	2019	2019.9205											COP	POLICE						COP			0	053	053	05	1	3.8	10	1	10	-4.25	0								4	Lamu, Coast, Kenya	KE	KE02	18585	-2.26925	40.8991	-2253047	4	Lamu, Coast, Kenya	KE	KE02	18585	-2.26925	40.8991	-2253047	20191206023000	https://www.nation.co.ke/oped/opinion/Deal-with-plight-of-women-detainees/440808-5375146-1xno25/
891171010	20191206	201912	2019	2019.9205											COP	POLICE						COP			1	080	080	08	2	5.0	6	1	6	0.48076923076923	0								2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20191206023000	https://www.fox4news.com/news/wanted-man-appears-to-respond-back-to-polices-facebook-post-about-him
891171011	20191206	201912	2019	2019.9205											COP	POLICE						COP			1	100	100	10	3	-5.0	10	1	10	2.84090909090909	0								4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20191206023000	https://www.dawn.com/news/1520682/police-access-to-national-database-demanded
891171012	20191206	201912	2019	2019.9205											COP	POLICE						COP			1	112	112	11	3	-2.0	1	1	1	-7.78894472361809	0								3	Fort Worth, Texas, United States	US	USTX		32.7254	-97.3208	1380947	3	Fort Worth, Texas, United States	US	USTX		32.7254	-97.3208	1380947	20191206023000	https://www.fox4news.com/news/fort-worth-police-testify-about-training-use-of-force-at-trial-of-accused-officer
891171013	20191206	201912	2019	2019.9205											COP	POLICE OFFICER						COP			1	130	130	13	3	-4.4	2	1	2	-9.375	0								3	Fort Lupton, Colorado, United States	US	USCO		40.0847	-104.813	180857	3	Fort Lupton, Colorado, United States	US	USCO		40.0847	-104.813	180857	20191206023000	https://www.policemag.com/532918/critically-wounded-colorado-officer-was-ambushed
891171014	20191206	201912	2019	2019.9205											COP	POLICE						COP			0	173	173	17	4	-5.0	4	1	4	-4.08163265306122	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20191206023000	https://indianexpress.com/article/cities/mumbai/maharshtra-govt-moots-proposal-for-amalgamation-of-pmc-msc-banks-6153066/
891171015	20191206	201912	2019	2019.9205											COP	POLICE						COP			1	190	190	19	4	-10.0	4	1	4	-5.4176072234763	0								4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	20191206023000	http://www.irishnews.com/news/northernirelandnews/2019/12/06/news/continuity-ira-says-it-carried-out-west-belfast-grenade-attack-1783533/
