891083220	20181205	201812	2018	2018.9178	BEL	BRUSSELS	BEL								GOV	PRIME MINISTER						GOV			1	014	014	01	1	0.0	6	2	6	1.90651008531319	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20191205183000	https://www.expressandstar.com/news/uk-news/2019/12/05/campaign-highlights-brexit-party-defectors-boost-johnson/
891083221	20181205	201812	2018	2018.9178	COP	POLICE OFFICER						COP													0	015	015	01	1	0.0	6	1	6	-4.98442367601246	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	0								3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20191205183000	https://chicago.suntimes.com/crime/2019/12/5/20997162/chicago-police-body-slam-man-family-call-release-jail
891083222	20181205	201812	2018	2018.9178	CVL	HUNTER						CVL			SWE	SWEDEN	SWE								1	080	080	08	2	5.0	2	1	2	-4.15814587593729	1	Ukraine	UP	UP		49	32	UP	1	Sweden	SW	SW		62	15	SW	1	Sweden	SW	SW		62	15	SW	20191205183000	https://www.foxnews.com/opinion/impeachment-takeaways-democrat-perspective-leslie-marshall
891083223	20181205	201812	2018	2018.9178	EDU	STUDENT						EDU													1	070	070	07	2	7.0	5	1	5	3.12849162011173	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	0								2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20191205183000	https://azdailysun.com/news/local/north-country-healthcare-launches-family-medicine-residency-program/article_2894a5c6-1813-5547-9c00-57f8a88e0df3.html
891083224	20181205	201812	2018	2018.9178	GOV	PRESIDENT						GOV			IGOUNO	UNITED NATIONS		UNO				IGO			0	111	111	11	3	-2.0	6	1	6	-1.18906064209275	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20191205183000	http://www.baltimoresun.com/opinion/editorial/bs-ed-1206-alternative-fact-20191205-mfrctulmgbdhbivpx43ux27qky-story.html
891083225	20181205	201812	2018	2018.9178	GOV	PRESIDENT						GOV			IGOUNO	UNITED NATIONS		UNO				IGO			0	111	111	11	3	-2.0	4	1	4	-1.18906064209275	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20191205183000	http://www.baltimoresun.com/opinion/editorial/bs-ed-1206-alternative-fact-20191205-mfrctulmgbdhbivpx43ux27qky-story.html
891083226	20181205	201812	2018	2018.9178	GOV	PRESIDENT						GOV			USA	UNITED STATES	USA								0	043	043	04	1	2.8	2	1	2	-1.68269230769231	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	3	Des Moines, Iowa, United States	US	USIA		41.6005	-93.6091	465961	3	Des Moines, Iowa, United States	US	USIA		41.6005	-93.6091	465961	20191205183000	https://www.nj.com/politics/2019/12/cory-booker-pushes-to-get-into-the-debate-says-there-should-be-more-diversity-on-stage.html
891083227	20181205	201812	2018	2018.9178	HLH	HOSPITAL						HLH													1	072	072	07	2	8.3	10	1	10	-1.49812734082397	0								0								0								20191205183000	https://www.cbs8.com/article/news/local/morning-extra/joyjartoydrive/509-e0cd931c-aeb9-4aee-8542-8409d0cbdcf1
891083228	20181205	201812	2018	2018.9178	IGOWSTBUS	ORGANIZATION FOR ECONOMIC COOPERATION AND DEVELOPMENT	WST					IGO	BUS		GOV	PRESIDENT						GOV			1	057	057	05	1	8.0	2	1	2	-8.35654596100279	1	Chile	CI	CI		-30	-71	CI	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	20191205183000	https://www.pulse.com.gh/bi/finance/the-us-has-the-4th-lowest-tax-rates-in-the-world-following-last-years-gop-cuts/whnj38z
891083229	20181205	201812	2018	2018.9178	IGOWSTBUS	ORGANIZATION FOR ECONOMIC COOPERATION AND DEVELOPMENT	WST					IGO	BUS		MEXGOV	MEXICO	MEX					GOV			1	057	057	05	1	8.0	1	1	1	-8.35654596100279	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	20191205183000	https://www.pulse.com.gh/bi/finance/the-us-has-the-4th-lowest-tax-rates-in-the-world-following-last-years-gop-cuts/whnj38z
