890953086	20181205	201812	2018	2018.9178	CHN	CHINA	CHN																		1	010	010	01	1	0.0	2	1	2	2.35602094240838	1	Macau	MC	MC		22.157778	113.559722	MC	0								1	China	CH	CH		35	105	CH	20191205063000	http://www.ggrasia.com/2020-edition-g2e-philippines-under-consideration-organiser/
890953087	20181205	201812	2018	2018.9178	CHN	CHINA	CHN																		1	010	010	01	1	0.0	3	1	3	2.35602094240838	1	Macau	MC	MC		22.157778	113.559722	MC	0								1	Macau	MC	MC		22.157778	113.559722	MC	20191205063000	http://www.ggrasia.com/2020-edition-g2e-philippines-under-consideration-organiser/
890953088	20181205	201812	2018	2018.9178	CHN	CHINA	CHN																		0	051	051	05	1	3.4	1	1	1	8.2089552238806	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	0								1	China	CH	CH		35	105	CH	20191205063000	http://www.xinhuanet.com/english/2019-12/05/c_138607466.htm
890953089	20181205	201812	2018	2018.9178	CHN	CHINA	CHN								PHL	PHILIPPINE	PHL								0	017	017	01	1	0.0	1	1	1	8.2089552238806	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	1	China	CH	CH		35	105	CH	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20191205063000	http://www.xinhuanet.com/english/2019-12/05/c_138607466.htm
890953090	20181205	201812	2018	2018.9178	CHN	CHINA	CHN								PHL	PHILIPPINE	PHL								0	017	017	01	1	0.0	3	1	3	8.2089552238806	1	China	CH	CH		35	105	CH	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	1	China	CH	CH		35	105	CH	20191205063000	http://www.xinhuanet.com/english/2019-12/05/c_138607466.htm
890953091	20181205	201812	2018	2018.9178	CHN	CHINA	CHN								PHL	PHILIPPINE	PHL								0	017	017	01	1	0.0	1	1	1	8.2089552238806	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20191205063000	http://www.xinhuanet.com/english/2019-12/05/c_138607466.htm
890953092	20181205	201812	2018	2018.9178	COP	POLICE						COP													0	084	084	08	2	7.0	10	1	10	-7.59878419452887	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	0								3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20191205063000	https://abc7.com/lapd-union-apologizes-to-family-in-corpse-groping-case/5734294/
890953093	20181205	201812	2018	2018.9178	JUD	FEDERAL JUDGE						JUD			USA	MINNESOTA	USA								0	014	014	01	1	0.0	5	1	5	-0.39525691699605	3	Lenexa, Kansas, United States	US	USKS	KS091	38.9536	-94.7336	479208	3	Lenexa, Kansas, United States	US	USKS	KS091	38.9536	-94.7336	479208	3	Lenexa, Kansas, United States	US	USKS	KS091	38.9536	-94.7336	479208	20191205063000	http://www.ctnewsonline.com/opinion/article_1a8879f8-171a-11ea-bd1c-272b08ad57b8.html
890953094	20181205	201812	2018	2018.9178	USA	UNITED STATES	USA																		1	010	010	01	1	0.0	2	1	2	-1.60256410256411	3	Florence County, South Carolina, United States	US	USSC	SC041	34.0502	-79.6665	1248001	0								3	Florence County, South Carolina, United States	US	USSC		34.0502	-79.6665	1248001	20191205063000	https://www.wmbfnews.com/2019/12/05/florence-county-referendum-could-cause-trouble-voters/
890953095	20181205	201812	2018	2018.9178	USA	DETROIT	USA																		1	061	061	06	2	6.4	8	1	8	-2.28471001757469	3	Detroit, Michigan, United States	US	USMI	MI163	42.3314	-83.0458	1617959	0								3	Detroit, Michigan, United States	US	USMI	MI163	42.3314	-83.0458	1617959	20191205063000	https://www.crainsdetroit.com/news/report-detroit-regional-economic-growth-slowing-lagging-behind-nation-peers
890953096	20181205	201812	2018	2018.9178	ZWE	ZIMBABWE	ZWE								DEU	GERMANY	DEU								1	186	186	18	4	-10.0	2	1	2	-5.04201680672269	4	Salisbury, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20191205063000	https://www.theweek.co.uk/104706/zelimkhan-khangoshvili-germany-formally-implicates-russia-in-murder
890953097	20181205	201812	2018	2018.9178	ZWE	ZIMBABWE	ZWE								DEU	GERMANY	DEU								1	186	186	18	4	-10.0	1	1	1	-5.04201680672269	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20191205063000	https://www.theweek.co.uk/104706/zelimkhan-khangoshvili-germany-formally-implicates-russia-in-murder
890953098	20181205	201812	2018	2018.9178	ZWE	SALISBURY	ZWE								cheELI	CHECHEN			che			ELI			1	186	186	18	4	-10.0	3	1	3	-5.04201680672269	4	Salisbury, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20191205063000	https://www.theweek.co.uk/104706/zelimkhan-khangoshvili-germany-formally-implicates-russia-in-murder
890953099	20181205	201812	2018	2018.9178	ZWE	ZIMBABWE	ZWE								cheELI	CHECHEN			che			ELI			1	186	186	18	4	-10.0	1	1	1	-5.04201680672269	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20191205063000	https://www.theweek.co.uk/104706/zelimkhan-khangoshvili-germany-formally-implicates-russia-in-murder
890953100	20191105	201911	2019	2019.8356											GOV	GOVERNMENT						GOV			0	031	031	03	1	5.2	10	1	10	-1.16822429906542	0								5	East Lothian, East Lothian, United Kingdom	UK	UKU6	40173	55.9167	-2.75	-2595225	5	East Lothian, East Lothian, United Kingdom	UK	UKU6	40173	55.9167	-2.75	-2595225	20191205063000	https://www.heraldscotland.com/news/18080193.superfast-internet-three-years-late/
890953101	20191105	201911	2019	2019.8356	GBR	UNITED KINGDOM	GBR																		1	051	051	05	1	3.4	5	1	5	-1.09375	4	Campbeltown, Argyll and Bute, United Kingdom	UK	UKT8	40176	55.4333	-5.63333	-2591684	0								4	Campbeltown, Argyll and Bute, United Kingdom	UK	UKT8	40176	55.4333	-5.63333	-2591684	20191205063000	https://www.heraldscotland.com/news/18079828.fears-jobs-cs-wind/
890953102	20191105	201911	2019	2019.8356	GOV	GOVERNMENT						GOV													0	031	031	03	1	5.2	10	1	10	-1.16822429906542	5	East Lothian, East Lothian, United Kingdom	UK	UKU6	40173	55.9167	-2.75	-2595225	0								5	East Lothian, East Lothian, United Kingdom	UK	UKU6	40173	55.9167	-2.75	-2595225	20191205063000	https://www.heraldscotland.com/news/18080193.superfast-internet-three-years-late/
890953103	20191105	201911	2019	2019.8356	GOV	GOVERNMENT						GOV													0	060	060	06	2	6.0	10	1	10	-1.16822429906542	5	East Lothian, East Lothian, United Kingdom	UK	UKU6	40173	55.9167	-2.75	-2595225	0								5	East Lothian, East Lothian, United Kingdom	UK	UKU6	40173	55.9167	-2.75	-2595225	20191205063000	https://www.heraldscotland.com/news/18080193.superfast-internet-three-years-late/
890953104	20191105	201911	2019	2019.8356	GOV	GOVERNMENT						GOV													0	071	071	07	2	7.4	1	1	1	0.84175084175084	3	Anchorage, Alaska, United States	US	USAK	AK020	61.2181	-149.9	1398242	0								3	Anchorage, Alaska, United States	US	USAK	AK020	61.2181	-149.9	1398242	20191205063000	https://mustreadalaska.com/alaskas-energy-economy-must-defended/
890953105	20191105	201911	2019	2019.8356	GOV	GOVERNMENT						GOV			USA	UNITED STATES	USA								0	071	071	07	2	7.4	4	1	4	0.84175084175084	3	Anchorage, Alaska, United States	US	USAK	AK020	61.2181	-149.9	1398242	3	Anchorage, Alaska, United States	US	USAK	AK020	61.2181	-149.9	1398242	3	Anchorage, Alaska, United States	US	USAK	AK020	61.2181	-149.9	1398242	20191205063000	https://mustreadalaska.com/alaskas-energy-economy-must-defended/
890953106	20191105	201911	2019	2019.8356	LEG	SENATE						LEG													0	020	020	02	1	3.0	3	1	3	-4.04448938321537	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	0								2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20191205063000	https://yaledailynews.com/blog/2019/12/05/lamont-fasano-spar-over-tolls/
