891100252	20181205	201812	2018	2018.9178	GBR	UNITED KINGDOM	GBR								JEW	JEWISH				JEW					0	160	160	16	4	-4.0	4	1	4	-4.42338072669827	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20191205200000	https://www.breitbart.com/europe/2019/12/05/70-current-ex-labour-staff-give-testimony-party-antisemitism-investigation/
891100253	20181205	201812	2018	2018.9178	JEW	JEWISH				JEW															0	160	160	16	4	-4.0	6	1	6	-4.42338072669827	1	United Kingdom	UK	UK		54	-4	UK	0								1	United Kingdom	UK	UK		54	-4	UK	20191205200000	https://www.breitbart.com/europe/2019/12/05/70-current-ex-labour-staff-give-testimony-party-antisemitism-investigation/
891100254	20181205	201812	2018	2018.9178	MIL	MILITARY						MIL			RUS	RUSSIA	RUS								0	046	046	04	1	7.0	1	1	1	-1.71919770773639	1	China	CH	CH		35	105	CH	4	Vostok, Tatarstan, Russia	RS	RS73	25102	55	50.8667	-3035924	1	China	CH	CH		35	105	CH	20191205200000	https://www.pri.org/stories/2019-12-05/russia-china-pipeline-shows-growing-alliance-reaction-us-foreign-policy
891100255	20181205	201812	2018	2018.9178	NZL	NEW ZEALAND	NZL								GOV	GOVERNMENT						GOV			0	193	193	19	4	-10.0	10	1	10	-4.17044424297371	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	20191205200000	https://www.theglobeandmail.com/canada/article-mini-14-continues-to-evade-gun-control-efforts-30-years-after-ecole/
891100256	20181205	201812	2018	2018.9178	RUS	RUSSIA	RUS								MIL	MILITARY						MIL			0	046	046	04	1	7.0	1	1	1	-1.71919770773639	4	Vostok, Tatarstan, Russia	RS	RS73	25102	55	50.8667	-3035924	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20191205200000	https://www.pri.org/stories/2019-12-05/russia-china-pipeline-shows-growing-alliance-reaction-us-foreign-policy
891100257	20181205	201812	2018	2018.9178	RUS	RUSSIA	RUS								MIL	MILITARY						MIL			0	150	150	15	4	-7.2	1	1	1	-1.71919770773639	4	Vostok, Tatarstan, Russia	RS	RS73	25102	55	50.8667	-3035924	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20191205200000	https://www.pri.org/stories/2019-12-05/russia-china-pipeline-shows-growing-alliance-reaction-us-foreign-policy
891100258	20181205	201812	2018	2018.9178	USA	MISSOURI	USA								CVL	VOTER						CVL			1	0834	083	08	2	5.0	2	1	2	1.09204368174727	3	Faith Lutheran Church, Missouri, United States	US	USMO	MO051	38.5872	-92.2044	717827	3	Faith Lutheran Church, Missouri, United States	US	USMO		38.5872	-92.2044	717827	3	Jefferson City, Missouri, United States	US	USMO		38.5767	-92.1735	758233	20191205200000	https://mynorthwest.com/1626598/6-apply-for-missouris-nonpartisan-redistricting-post/
891100259	20181205	201812	2018	2018.9178	USA	MISSOURI	USA								CVL	VOTER						CVL			1	0834	083	08	2	5.0	8	1	8	1.09204368174727	3	Jefferson City, Missouri, United States	US	USMO	MO051	38.5767	-92.1735	758233	3	Jefferson City, Missouri, United States	US	USMO		38.5767	-92.1735	758233	3	Jefferson City, Missouri, United States	US	USMO		38.5767	-92.1735	758233	20191205200000	https://mynorthwest.com/1626598/6-apply-for-missouris-nonpartisan-redistricting-post/
891100260	20191105	201911	2019	2019.8356	CVL	CIVILIAN						CVL			UAF	MILITANT						UAF			0	183	183	18	4	-10.0	1	1	1	-5.73394495412844	4	Tell Halaf, Al ?asakah, Syria	SY	SY01	26354	36.8227	40.0382	-2548388	4	Tell Halaf, Al ?asakah, Syria	SY	SY01	26354	36.8227	40.0382	-2548388	1	Turkey	TU	TU		39.059012	34.911546	TU	20191205200000	https://www.veteranstoday.com/2019/12/05/syrian-war-report-december-5-2019-pantisr-s1-systems-deployed-in-northern-syria/
891100261	20191105	201911	2019	2019.8356	CVL	CIVILIAN						CVL			UAF	MILITANT						UAF			0	183	183	18	4	-10.0	7	1	7	-5.73394495412844	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	20191205200000	https://www.veteranstoday.com/2019/12/05/syrian-war-report-december-5-2019-pantisr-s1-systems-deployed-in-northern-syria/
891100262	20191105	201911	2019	2019.8356	GOV	MINIST						GOV			COP	POLICE						COP			1	1821	182	18	4	-9.0	10	1	10	-6.74157303370786	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	4	Durban, KwaZulu-Natal, South Africa	SF	SF02	77363	-29.85	31.0167	-1224926	20191205200000	https://www.iol.co.za/mercury/news/feature-police-vow-to-streamline-handling-of-gbv-cases-38699803
