891003513	20091207	200912	2009	2009.9233	BUS	INDUSTRY						BUS			NZL	NEW ZEALAND	NZL								1	036	036	03	1	4.0	10	1	10	3.7914691943128	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	20191205114500	https://latteluxurynews.com/2019/12/02/cinz-new-ceo-lisa-hopkins/
891003514	20181205	201812	2018	2018.9178											IRL	WATERFORD	IRL								0	040	040	04	1	1.0	10	1	10	2.09497206703911	0								2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20191205114500	https://www.theoaklandpress.com/news/local/waterford-couple-s-holiday-light-show-competing-on-abc-s/article_9f6ac940-16cb-11ea-85a8-db99b54eebeb.html
891003515	20181205	201812	2018	2018.9178	BUS	COMPANY						BUS													1	084	084	08	2	7.0	5	1	5	4.60526315789474	3	Phoenix, Arizona, United States	US	USAZ	AZ013	33.4484	-112.074	44784	0								3	Salt Lake City, Utah, United States	US	USUT		40.7608	-111.891	1454997	20191205114500	https://ktar.com/story/2865391/california-based-company-front-expanding-to-phoenix-hiring-50/
891003516	20181205	201812	2018	2018.9178	COP	POLICE						COP			JUD	HIGH COURT						JUD			0	190	190	19	4	-10.0	4	1	4	-7.67386091127098	4	Gurudwara, Haryana, India	IN	IN10	70136	29.3925	76.9719	6231716	4	Gurudwara, Haryana, India	IN	IN10	70136	29.3925	76.9719	6231716	4	Gurudwara, Haryana, India	IN	IN10	70136	29.3925	76.9719	6231716	20191205114500	https://www.business-standard.com/article/news-ani/mha-calls-meeting-to-discuss-irregularities-and-delays-in-firs-chargesheet-in-anti-sikh-riots-case-119120500851_1.html
891003517	20181205	201812	2018	2018.9178	COP	POLICE						COP			KORGOV	ULSAN	KOR					GOV			1	090	090	09	2	-2.0	10	1	10	-2.11538461538462	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20191205114500	http://www.koreatimes.co.kr/www/nation/2019/12/356_279870.html
891003518	20181205	201812	2018	2018.9178	DEUREL	GERMANY	DEU								REL	PRIEST									0	084	084	08	2	7.0	2	1	2	-4.24966799468792	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20191205114500	https://www.wvtf.org/post/germany-expels-russian-diplomats-prosecutors-work-murder-investigation
891003519	20181205	201812	2018	2018.9178	DEUREL	GERMANY	DEU								REL	PRIEST									0	112	112	11	3	-2.0	2	1	2	-4.24966799468792	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20191205114500	https://www.wvtf.org/post/germany-expels-russian-diplomats-prosecutors-work-murder-investigation
891003520	20181205	201812	2018	2018.9178	GOVMIL	NATIONAL SECURITY ADVISOR						GOV	MIL		IND	GUJARAT	IND								0	042	042	04	1	1.9	8	1	8	-0.6993006993007	4	Ajit, Rajasthan, India	IN	IN24	17837	25.85	72.6833	-2088338	4	Ajit, Rajasthan, India	IN	IN24	17837	25.85	72.6833	-2088338	4	Ajit, Rajasthan, India	IN	IN24	17837	25.85	72.6833	-2088338	20191205114500	https://www.hindustantimes.com/pune-news/uddhav-thackeray-to-meet-pm-modi-in-pune-on-dec-7/story-iZ7sqCW2M6jIVAOidSWHsK.html
891003521	20181205	201812	2018	2018.9178	GOVMIL	NATIONAL SECURITY ADVISOR						GOV	MIL		IND	GUJARAT	IND								0	042	042	04	1	1.9	2	1	2	-0.6993006993007	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Ajit, Rajasthan, India	IN	IN24	17837	25.85	72.6833	-2088338	4	Ajit, Rajasthan, India	IN	IN24	17837	25.85	72.6833	-2088338	20191205114500	https://www.hindustantimes.com/pune-news/uddhav-thackeray-to-meet-pm-modi-in-pune-on-dec-7/story-iZ7sqCW2M6jIVAOidSWHsK.html
891003522	20181205	201812	2018	2018.9178	GOVMIL	NATIONAL SECURITY ADVISOR						GOV	MIL		IND	GUJARAT	IND								0	044	044	04	1	2.5	8	1	8	-0.6993006993007	4	Ajit, Rajasthan, India	IN	IN24	17837	25.85	72.6833	-2088338	4	Ajit, Rajasthan, India	IN	IN24	17837	25.85	72.6833	-2088338	4	Ajit, Rajasthan, India	IN	IN24	17837	25.85	72.6833	-2088338	20191205114500	https://www.hindustantimes.com/pune-news/uddhav-thackeray-to-meet-pm-modi-in-pune-on-dec-7/story-iZ7sqCW2M6jIVAOidSWHsK.html
891003523	20181205	201812	2018	2018.9178	GOVMIL	NATIONAL SECURITY ADVISOR						GOV	MIL		IND	GUJARAT	IND								0	044	044	04	1	2.5	2	1	2	-0.6993006993007	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Ajit, Rajasthan, India	IN	IN24	17837	25.85	72.6833	-2088338	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20191205114500	https://www.hindustantimes.com/pune-news/uddhav-thackeray-to-meet-pm-modi-in-pune-on-dec-7/story-iZ7sqCW2M6jIVAOidSWHsK.html
