891094824	20091207	200912	2009	2009.9233	CRM	CRIMINAL						CRM													1	042	042	04	1	1.9	6	2	6	-8.58433734939759	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	0								4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20191205193000	https://www.chron.com/news/article/Two-Russian-nationals-charged-in-hacking-schemes-14884174.php
891094825	20091207	200912	2009	2009.9233	CRM	CRIMINAL						CRM													1	060	060	06	2	6.0	6	2	6	-8.58433734939759	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	0								4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20191205193000	https://www.chron.com/news/article/Two-Russian-nationals-charged-in-hacking-schemes-14884174.php
891094826	20091207	200912	2009	2009.9233	CRM	CRIMINAL						CRM			RUS	RUSSIA	RUS								1	043	043	04	1	2.8	4	2	4	-8.58433734939759	4	Yoshkar-Ola, Mariy-El, Russia	RS	RS45	25102	56.6369	47.8711	-3042207	4	Yoshkar-Ola, Mariy-El, Russia	RS	RS45	25102	56.6369	47.8711	-3042207	4	Yoshkar-Ola, Mariy-El, Russia	RS	RS45	25102	56.6369	47.8711	-3042207	20191205193000	https://www.chron.com/news/article/Two-Russian-nationals-charged-in-hacking-schemes-14884174.php
891094827	20091207	200912	2009	2009.9233	RUS	RUSSIA	RUS								CRM	GANG						CRM			1	060	060	06	2	6.0	4	2	4	-8.58433734939759	4	Yoshkar-Ola, Mariy-El, Russia	RS	RS45	25102	56.6369	47.8711	-3042207	4	Yoshkar-Ola, Mariy-El, Russia	RS	RS45	25102	56.6369	47.8711	-3042207	4	Yoshkar-Ola, Mariy-El, Russia	RS	RS45	25102	56.6369	47.8711	-3042207	20191205193000	https://www.chron.com/news/article/Two-Russian-nationals-charged-in-hacking-schemes-14884174.php
891094828	20181205	201812	2018	2018.9178											ELI	RETIRED						ELI			0	057	057	05	1	8.0	6	1	6	-5.49132947976878	0								2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20191205193000	https://www.detroitnews.com/story/news/local/michigan/2019/12/05/strampel-surrenders-medical-license-ordered-pay-35-k-fine/2619680001/
891094829	20181205	201812	2018	2018.9178											USAELI	UNITED STATES	USA					ELI			0	057	057	05	1	8.0	4	1	4	-5.49132947976878	0								3	Michigan State University, Michigan, United States	US	USMI		42.4053	-85.4019	632213	3	Michigan State University, Michigan, United States	US	USMI		42.4053	-85.4019	632213	20191205193000	https://www.detroitnews.com/story/news/local/michigan/2019/12/05/strampel-surrenders-medical-license-ordered-pay-35-k-fine/2619680001/
891094830	20181205	201812	2018	2018.9178	ELI	RETIRED						ELI													0	057	057	05	1	8.0	6	1	6	-5.49132947976878	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	0								2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20191205193000	https://www.detroitnews.com/story/news/local/michigan/2019/12/05/strampel-surrenders-medical-license-ordered-pay-35-k-fine/2619680001/
891094831	20181205	201812	2018	2018.9178	FRAMED	AGENCE FRANCE PRESS	FRA					MED			GOV	UNIFICATION MINIST						GOV			0	040	040	04	1	1.0	5	1	5	-5.49707602339181	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20191205193000	https://www.manilatimes.net/2019/12/06/opinion/analysis/destination-pyongyang-50-year-search-for-father-after-nkorean-hijack/661838/
891094832	20181205	201812	2018	2018.9178	GOV	UNIFICATION MINIST						GOV			FRAMED	AGENCE FRANCE PRESS	FRA					MED			0	011	011	01	1	-0.1	5	1	5	-5.49707602339181	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20191205193000	https://www.manilatimes.net/2019/12/06/opinion/analysis/destination-pyongyang-50-year-search-for-father-after-nkorean-hijack/661838/
891094833	20181205	201812	2018	2018.9178	GOV	UNIFICATION MINIST						GOV			FRAMED	AGENCE FRANCE PRESS	FRA					MED			0	040	040	04	1	1.0	5	1	5	-5.49707602339181	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20191205193000	https://www.manilatimes.net/2019/12/06/opinion/analysis/destination-pyongyang-50-year-search-for-father-after-nkorean-hijack/661838/
