891080307	20181205	201812	2018	2018.9178											CRM	PIRATE						CRM			0	042	042	04	1	1.9	5	1	5	-3.41113105924597	0								2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20191205181500	https://globalnews.ca/news/6258218/porch-pirate-diaper-trap/
891080308	20181205	201812	2018	2018.9178	ALB	ALBANIA	ALB								LEG	PARLIAMENT						LEG			0	010	010	01	1	0.0	3	2	3	-1.66442551919916	4	Tirana, Tirane, Albania	AL	AL50	4124	41.3275	19.8189	-108649	4	Tirana, Tirane, Albania	AL	AL50	4124	41.3275	19.8189	-108649	4	Tirana, Tirane, Albania	AL	AL50	4124	41.3275	19.8189	-108649	20191205181500	https://www.thestar.com/news/world/europe/2019/12/05/europe-pledges-additional-support-for-quake-hit-albania.html
891080309	20181205	201812	2018	2018.9178	ALB	ALBANIA	ALB								LEG	PARLIAMENT						LEG			0	010	010	01	1	0.0	1	1	1	-4.12371134020619	4	Tirana, Tirane, Albania	AL	AL50	4124	41.3275	19.8189	-108649	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Tirana, Tirane, Albania	AL	AL50	4124	41.3275	19.8189	-108649	20191205181500	https://www.nhregister.com/news/world/article/Europe-pledges-additional-support-for-quake-hit-14883967.php
891080310	20181205	201812	2018	2018.9178	BUS	INDUSTRY						BUS													1	012	012	01	1	-0.4	10	1	10	0.42735042735043	1	Ghana	GH	GH		8	-2	GH	0								1	Ghana	GH	GH		8	-2	GH	20191205181500	https://africanbusinessmagazine.com/wordpress/wp-content/cache/page_enhanced/africanbusinessmagazine.com/african-banker/ghana-unite-or-be-swallowed/_index.html_gzip
891080311	20181205	201812	2018	2018.9178	CAN	CANADA	CAN																		1	052	052	05	1	3.5	4	1	4	-2.21729490022173	4	Detroit River, Ontario, Canada	CA	CA08	29990	42.0833	-83.1333	-563556	0								4	Detroit River, Ontario, Canada	CA	CA08	29990	42.0833	-83.1333	-563556	20191205181500	https://www.clickondetroit.com/traffic/2019/12/05/stretch-of-i-75-closing-this-weekend-for-gordie-howe-international-bridge-construction-in-detroit/
891080312	20181205	201812	2018	2018.9178	CHLGOV	CHILE	CHL					GOV			IGOWSTBUS	ORGANIZATION FOR ECONOMIC COOPERATION AND DEVELOPMENT	WST					IGO	BUS		1	057	057	05	1	8.0	1	1	1	-8.46153846153846	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20191205181500	https://markets.businessinsider.com/news/stocks/us-tax-rates-4th-lowest-in-world-following-gop-cuts-2019-12-1028742036
891080313	20181205	201812	2018	2018.9178	CHN	CHINA	CHN								LEG	LAWMAKER						LEG			1	010	010	01	1	0.0	2	1	2	0.20618556701031	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20191205181500	https://www.business-standard.com/article/pti-stories/china-s-defence-budget-increases-850-over-20-years-top-pentagon-official-119120501634_1.html
891080314	20181205	201812	2018	2018.9178	CHN	CHINA	CHN								LEG	LAWMAKER						LEG			1	010	010	01	1	0.0	3	1	3	0.20618556701031	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20191205181500	https://www.business-standard.com/article/pti-stories/china-s-defence-budget-increases-850-over-20-years-top-pentagon-official-119120501634_1.html
891080315	20181205	201812	2018	2018.9178	CRM	PIRATE						CRM													0	043	043	04	1	2.8	5	1	5	-3.41113105924597	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	0								2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20191205181500	https://globalnews.ca/news/6258218/porch-pirate-diaper-trap/
891080316	20181205	201812	2018	2018.9178	CRM	PIRATE						CRM			USA	PENNSYLVANIA	USA								0	043	043	04	1	2.8	5	1	5	-3.41113105924597	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20191205181500	https://globalnews.ca/news/6258218/porch-pirate-diaper-trap/
