891049511	20091207	200912	2009	2009.9233	GBR	BRITISH	GBR								USA	AMERICAN	USA								1	112	112	11	3	-2.0	1	1	1	-9.64467005076138	1	United Kingdom	UK	UK		54	-4	UK	1	United States	US	US		39.828175	-98.5795	US	1	United Kingdom	UK	UK		54	-4	UK	20191205154500	https://news.sky.com/story/cyber-criminal-charged-with-working-for-russian-intelligence-11878896
891049512	20091207	200912	2009	2009.9233	GBR	BRITISH	GBR								USA	AMERICAN	USA								1	112	112	11	3	-2.0	1	1	1	-9.64467005076138	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United Kingdom	UK	UK		54	-4	UK	20191205154500	https://news.sky.com/story/cyber-criminal-charged-with-working-for-russian-intelligence-11878896
891049513	20091207	200912	2009	2009.9233	USA	AMERICAN	USA								GBR	BRITISH	GBR								1	112	112	11	3	-2.0	1	1	1	-9.64467005076138	1	United States	US	US		39.828175	-98.5795	US	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20191205154500	https://news.sky.com/story/cyber-criminal-charged-with-working-for-russian-intelligence-11878896
891049514	20091207	200912	2009	2009.9233	USA	AMERICAN	USA								GBR	BRITISH	GBR								1	112	112	11	3	-2.0	1	1	1	-9.64467005076138	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United Kingdom	UK	UK		54	-4	UK	20191205154500	https://news.sky.com/story/cyber-criminal-charged-with-working-for-russian-intelligence-11878896
891049515	20181205	201812	2018	2018.9178	AFG	AFGHANISTAN	AFG								JPN	JAPAN	JPN								1	010	010	01	1	0.0	1	1	1	-6.27906976744186	5	Nangarhar, Nangarhar, Afghanistan	AF	AF18	99928	34.3333	70.4167	-3385101	4	Fukuoka, Fukuoka, Japan	JA	JA07	33728	33.5833	130.4	-227372	4	Fukuoka, Fukuoka, Japan	JA	JA07	33728	33.5833	130.4	-227372	20191205154500	https://sg.news.yahoo.com/afghan-mourners-demand-justice-slain-japanese-hero-151338685.html
891049516	20181205	201812	2018	2018.9178	AFG	AFGHANISTAN	AFG								JPN	JAPAN	JPN								1	010	010	01	1	0.0	1	1	1	-6.27906976744186	5	Nangarhar, Nangarhar, Afghanistan	AF	AF18	99928	34.3333	70.4167	-3385101	4	Jalalabad, Nangarhar, Afghanistan	AF	AF18	99928	34.4265	70.4515	-3377673	4	Jalalabad, Nangarhar, Afghanistan	AF	AF18	99928	34.4265	70.4515	-3377673	20191205154500	https://sg.news.yahoo.com/afghan-mourners-demand-justice-slain-japanese-hero-151338685.html
891049517	20181205	201812	2018	2018.9178	BRA	BRAZIL	BRA								CHN	CHINA	CHN								0	061	061	06	2	6.4	10	1	10	-2.80970625798213	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20191205154500	https://www.hellenicshippingnews.com/funds-sell-cbot-soybeans-at-a-record-clip-on-evasive-trade-deal/
891049518	20181205	201812	2018	2018.9178	COP	PRISON						COP			GOV	PRESIDENT						GOV			1	020	020	02	1	3.0	3	1	3	-11.6803278688525	4	Makerere, Kampala, Uganda	UG	UG37	18585	0.333333	32.5667	-1731878	4	Makerere, Kampala, Uganda	UG	UG37	18585	0.333333	32.5667	-1731878	4	Makerere, Kampala, Uganda	UG	UG37	18585	0.333333	32.5667	-1731878	20191205154500	http://www.faceofmalawi.com/2019/12/student-jailed-for-creative-flair-in-lewd-poem-criticising-president/
891049519	20181205	201812	2018	2018.9178	COP	PRISON						COP			GOV	PRESIDENT						GOV			1	173	173	17	4	-5.0	5	1	5	-11.6803278688525	4	Makerere, Kampala, Uganda	UG	UG37	18585	0.333333	32.5667	-1731878	4	Makerere, Kampala, Uganda	UG	UG37	18585	0.333333	32.5667	-1731878	4	Makerere, Kampala, Uganda	UG	UG37	18585	0.333333	32.5667	-1731878	20191205154500	http://www.faceofmalawi.com/2019/12/student-jailed-for-creative-flair-in-lewd-poem-criticising-president/
891049520	20181205	201812	2018	2018.9178	COP	PRISON						COP			UGA	UGANDA	UGA								1	173	173	17	4	-5.0	2	1	2	-11.6803278688525	4	Makerere, Kampala, Uganda	UG	UG37	18585	0.333333	32.5667	-1731878	4	Makerere, Kampala, Uganda	UG	UG37	18585	0.333333	32.5667	-1731878	4	Makerere, Kampala, Uganda	UG	UG37	18585	0.333333	32.5667	-1731878	20191205154500	http://www.faceofmalawi.com/2019/12/student-jailed-for-creative-flair-in-lewd-poem-criticising-president/
891049521	20181205	201812	2018	2018.9178	GBR	UNITED KINGDOM	GBR								GBRMED	LONDON	GBR					MED			1	010	010	01	1	0.0	4	1	4	-0.609756097560976	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	20191205154500	https://tass.com/economy/1096195
891049522	20181205	201812	2018	2018.9178	GBR	UNITED KINGDOM	GBR								GBRMED	UNITED KINGDOM	GBR					MED			1	010	010	01	1	0.0	2	1	2	-0.609756097560976	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	20191205154500	https://tass.com/economy/1096195
891049523	20181205	201812	2018	2018.9178	GBR	UNITED KINGDOM	GBR								TUR	TURKEY	TUR								1	010	010	01	1	0.0	2	1	2	-0.609756097560976	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	20191205154500	https://tass.com/economy/1096195
891049524	20181205	201812	2018	2018.9178	GBR	UNITED KINGDOM	GBR								TUR	TURKEY	TUR								1	010	010	01	1	0.0	2	1	2	-0.609756097560976	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	20191205154500	https://tass.com/economy/1096195
891049525	20181205	201812	2018	2018.9178	GBR	UNITED KINGDOM	GBR								TUR	ISTANBUL	TUR								1	040	040	04	1	1.0	6	1	6	-0.609756097560976	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Istanbul, Istanbul, Turkey	TU	TU34	27897	41.0186	28.9647	-755070	1	Syria	SY	SY		35	38	SY	20191205154500	https://tass.com/economy/1096195
