890941479	20181205	201812	2018	2018.9178											VNM	VIETNAM	VNM								0	036	036	03	1	4.0	10	1	10	-1.15858073859522	0								4	Duc Quan, Vietnam (general), Vietnam, Republic Of	VM	VM00	32673	21.6333	104.9	-3713940	4	Duc Quan, Vietnam (general), Vietnam, Republic Of	VM	VM00	32673	21.6333	104.9	-3713940	20191205050000	https://www.vir.com.vn/auction-could-determine-future-of-solar-initiatives-72277.html
890941480	20181205	201812	2018	2018.9178	IGOEUREEC	THE EU	EUR	EEC				IGO			VNM	VIETNAM	VNM								0	036	036	03	1	4.0	6	1	6	3.83631713554987	4	Ho Chi Minh City, H? Chíinh, Vietnam, Republic Of	VM	VM20	74101	10.75	106.667	-3730078	4	Ho Chi Minh City, H? Chíinh, Vietnam, Republic Of	VM	VM20	74101	10.75	106.667	-3730078	4	Ho Chi Minh City, H? Chíinh, Vietnam, Republic Of	VM	VM20	74101	10.75	106.667	-3730078	20191205050000	https://www.vir.com.vn/evfta-to-advance-german-activity-across-the-board-72279.html
890941481	20181205	201812	2018	2018.9178	IGOEUREEC	THE EU	EUR	EEC				IGO			VNM	VIETNAM	VNM								0	036	036	03	1	4.0	4	1	4	3.83631713554987	4	Ho Chi Minh City, H? Chíinh, Vietnam, Republic Of	VM	VM20	74101	10.75	106.667	-3730078	4	Ho Chi Minh City, H? Chíinh, Vietnam, Republic Of	VM	VM20	74101	10.75	106.667	-3730078	1	Germany	GM	GM		51.5	10.5	GM	20191205050000	https://www.vir.com.vn/evfta-to-advance-german-activity-across-the-board-72279.html
890941482	20181205	201812	2018	2018.9178	JUD	JUDGE						JUD			CAN	VANCOUVER	CAN								1	173	173	17	4	-5.0	14	1	14	-8.7677725118483	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20191205050000	https://www.castanet.net/edition/news-story-271983-3-.htm
890941483	20181205	201812	2018	2018.9178	JUD	JUDGE						JUD			CAN	VANCOUVER	CAN								1	190	190	19	4	-10.0	10	1	10	-8.7677725118483	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20191205050000	https://www.castanet.net/edition/news-story-271983-3-.htm
890941484	20181205	201812	2018	2018.9178	JUD	JUDGE						JUD			CAN	VANCOUVER	CAN								1	193	193	19	4	-10.0	14	1	14	-8.7677725118483	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20191205050000	https://www.castanet.net/edition/news-story-271983-3-.htm
890941485	20181205	201812	2018	2018.9178	USA	UNITED STATES	USA																		1	010	010	01	1	0.0	2	1	2	1.96078431372549	3	Batesville, Ohio, United States	US	USOH	OH121	39.9142	-81.2812	1064389	0								3	Batesville, Ohio, United States	US	USOH	OH121	39.9142	-81.2812	1064389	20191205050000	https://www.batesvilleheraldtribune.com/news/local_news/festival-of-lights-returns-to-brum-woods/article_076a2312-1521-11ea-8fc7-6be050568f21.html
890941486	20181205	201812	2018	2018.9178	USA	UNITED STATES	USA																		0	190	190	19	4	-10.0	2	1	2	-7.03575547866205	3	Lynchburg, Virginia, United States	US	USVA	VA680	37.4138	-79.1423	1479007	0								3	Lynchburg, Virginia, United States	US	USVA	VA680	37.4138	-79.1423	1479007	20191205050000	https://www.newsadvance.com/news/crime/soto-bonilla-named-butcher-after-his-role-in-lynchburg-teen/article_2ea8ef4d-1b48-518b-9cca-f80742dd8e20.html
890941487	20181205	201812	2018	2018.9178	USA	UNITED STATES	USA								SLV	EL SALVADOR	SLV								1	173	173	17	4	-5.0	2	1	2	-7.03575547866205	3	Lynchburg, Virginia, United States	US	USVA	VA680	37.4138	-79.1423	1479007	1	El Salvador	ES	ES		13.833333	-88.916667	ES	3	Lynchburg, Virginia, United States	US	USVA	VA680	37.4138	-79.1423	1479007	20191205050000	https://www.newsadvance.com/news/crime/soto-bonilla-named-butcher-after-his-role-in-lynchburg-teen/article_2ea8ef4d-1b48-518b-9cca-f80742dd8e20.html
890941488	20181205	201812	2018	2018.9178	USA	UNITED STATES	USA								SLV	EL SALVADOR	SLV								1	173	173	17	4	-5.0	2	1	2	-7.03575547866205	3	Lynchburg, Virginia, United States	US	USVA	VA680	37.4138	-79.1423	1479007	1	El Salvador	ES	ES		13.833333	-88.916667	ES	1	El Salvador	ES	ES		13.833333	-88.916667	ES	20191205050000	https://www.newsadvance.com/news/crime/soto-bonilla-named-butcher-after-his-role-in-lynchburg-teen/article_2ea8ef4d-1b48-518b-9cca-f80742dd8e20.html
890941489	20181205	201812	2018	2018.9178	USA	UNITED STATES	USA								SLV	EL SALVADOR	SLV								1	190	190	19	4	-10.0	4	1	4	-7.03575547866205	3	Lynchburg, Virginia, United States	US	USVA	VA680	37.4138	-79.1423	1479007	1	El Salvador	ES	ES		13.833333	-88.916667	ES	3	Lynchburg, Virginia, United States	US	USVA	VA680	37.4138	-79.1423	1479007	20191205050000	https://www.newsadvance.com/news/crime/soto-bonilla-named-butcher-after-his-role-in-lynchburg-teen/article_2ea8ef4d-1b48-518b-9cca-f80742dd8e20.html
890941490	20181205	201812	2018	2018.9178	VNM	VIETNAM	VNM																		0	036	036	03	1	4.0	10	1	10	-1.15858073859522	4	Duc Quan, Vietnam (general), Vietnam, Republic Of	VM	VM00	32673	21.6333	104.9	-3713940	0								4	Duc Quan, Vietnam (general), Vietnam, Republic Of	VM	VM00	32673	21.6333	104.9	-3713940	20191205050000	https://www.vir.com.vn/auction-could-determine-future-of-solar-initiatives-72277.html
