890970346	20181205	201812	2018	2018.9178											EDU	SCHOOL						EDU			0	130	130	13	3	-4.4	3	1	3	-3.75312760633861	0								3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	20191205083000	https://www.penncapital-star.com/government-politics/tax-abatement-reforms-on-track-for-final-philly-council-vote-by-years-end/
890970347	20181205	201812	2018	2018.9178											GBR	UNITED KINGDOM	GBR								1	1821	182	18	4	-9.0	1	1	1	-2.68562401263823	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20191205083000	https://dnews.com/opinion/his-view-hindu-nationalist-government-moves-against-muslims/article_3be041c4-16ef-11ea-9df2-d7541c97c9dc.html
890970348	20181205	201812	2018	2018.9178											GOVHLH	HEALTH MINIST						GOV	HLH		1	043	043	04	1	2.8	3	1	3	-3.79008746355685	0								4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20191205083000	https://www.nst.com.my/news/nation/2019/12/545089/poisons-amendment-bill-2019-readings-postponed-next-year
890970349	20181205	201812	2018	2018.9178											MYS	MALAYSIA	MYS								1	014	014	01	1	0.0	10	1	10	-2.21606648199446	0								4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20191205083000	http://bernama.com/en/business/news.php?id=1796576
890970350	20181205	201812	2018	2018.9178	GOVHLH	HEALTH MINIST						GOV	HLH												1	040	040	04	1	1.0	3	1	3	-3.79008746355685	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	0								4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20191205083000	https://www.nst.com.my/news/nation/2019/12/545089/poisons-amendment-bill-2019-readings-postponed-next-year
890970351	20181205	201812	2018	2018.9178	GOVHLH	HEALTH MINIST						GOV	HLH												1	042	042	04	1	1.9	3	1	3	-3.79008746355685	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	0								4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20191205083000	https://www.nst.com.my/news/nation/2019/12/545089/poisons-amendment-bill-2019-readings-postponed-next-year
890970352	20181205	201812	2018	2018.9178	GOVHLH	HEALTH MINIST						GOV	HLH		MYS	MALAYSIA	MYS								1	010	010	01	1	0.0	2	1	2	-3.79008746355685	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20191205083000	https://www.nst.com.my/news/nation/2019/12/545089/poisons-amendment-bill-2019-readings-postponed-next-year
890970353	20181205	201812	2018	2018.9178	GOVHLH	HEALTH MINIST						GOV	HLH		MYS	MALAYSIA	MYS								1	042	042	04	1	1.9	2	1	2	-3.79008746355685	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	4	Kuala Lumpur, Kuala Lumpur, Malaysia	MY	MY14	18585	3.16667	101.7	-2403010	20191205083000	https://www.nst.com.my/news/nation/2019/12/545089/poisons-amendment-bill-2019-readings-postponed-next-year
890970354	20181205	201812	2018	2018.9178	HIN	HINDU				HIN					GBR	UNITED KINGDOM	GBR								1	190	190	19	4	-10.0	4	1	4	-2.68562401263823	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20191205083000	https://dnews.com/opinion/his-view-hindu-nationalist-government-moves-against-muslims/article_3be041c4-16ef-11ea-9df2-d7541c97c9dc.html
890970355	20181205	201812	2018	2018.9178	HIN	HINDU				HIN					MOS	MUSLIM				MOS					1	190	190	19	4	-10.0	6	1	6	-2.68562401263823	1	United Kingdom	UK	UK		54	-4	UK	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	1	United Kingdom	UK	UK		54	-4	UK	20191205083000	https://dnews.com/opinion/his-view-hindu-nationalist-government-moves-against-muslims/article_3be041c4-16ef-11ea-9df2-d7541c97c9dc.html
