891000392	20181205	201812	2018	2018.9178											GOV	GOVERNOR						GOV			1	053	053	05	1	3.8	2	1	2	1.48809523809524	0								2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20191205113000	https://www.reuters.com/article/us-usa-congress-georgia/georgia-governor-taps-political-newcomer-to-us-senate-ignoring-trumps-choice-idUSKBN1Y82AE
891000393	20181205	201812	2018	2018.9178											USAGOV	UNITED STATES	USA					GOV			1	053	053	05	1	3.8	4	1	4	1.48809523809524	0								2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20191205113000	https://www.reuters.com/article/us-usa-congress-georgia/georgia-governor-taps-political-newcomer-to-us-senate-ignoring-trumps-choice-idUSKBN1Y82AE
891000394	20181205	201812	2018	2018.9178	COP	POLICE						COP			JUD	HIGH COURT						JUD			0	190	190	19	4	-10.0	4	1	4	-7.2992700729927	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20191205113000	https://aninews.in/news/national/general-news/mha-calls-meeting-to-discuss-irregularities-and-delays-in-firs-chargesheet-in-anti-sikh-riots-case20191205160126/
891000395	20181205	201812	2018	2018.9178	IND	DELHI	IND								INDJUD	DELHI	IND					JUD			0	190	190	19	4	-10.0	2	1	2	-7.2992700729927	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20191205113000	https://aninews.in/news/national/general-news/mha-calls-meeting-to-discuss-irregularities-and-delays-in-firs-chargesheet-in-anti-sikh-riots-case20191205160126/
891000396	20181205	201812	2018	2018.9178	IND	DELHI	IND								JUD	HIGH COURT						JUD			0	173	173	17	4	-5.0	4	1	4	-7.2992700729927	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20191205113000	https://aninews.in/news/national/general-news/mha-calls-meeting-to-discuss-irregularities-and-delays-in-firs-chargesheet-in-anti-sikh-riots-case20191205160126/
891000397	20181205	201812	2018	2018.9178	INDJUD	DELHI	IND					JUD													0	173	173	17	4	-5.0	2	1	2	-7.2992700729927	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20191205113000	https://aninews.in/news/national/general-news/mha-calls-meeting-to-discuss-irregularities-and-delays-in-firs-chargesheet-in-anti-sikh-riots-case20191205160126/
891000398	20181205	201812	2018	2018.9178	JUD	HIGH COURT						JUD													0	173	173	17	4	-5.0	4	1	4	-7.2992700729927	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20191205113000	https://aninews.in/news/national/general-news/mha-calls-meeting-to-discuss-irregularities-and-delays-in-firs-chargesheet-in-anti-sikh-riots-case20191205160126/
891000399	20181205	201812	2018	2018.9178	LAB	EMPLOYEE						LAB													0	080	080	08	2	5.0	5	1	5	0.21097046413502	4	Salisbury, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	0								4	Salisbury, Mashonaland East, Zimbabwe	ZI	ZI04	40197	-17.8178	31.0447	-2312291	20191205113000	https://www.frontiersman.com/news/educators-pack-school-board-meeting/article_e6d06318-1742-11ea-a8ff-7322693ed7d8.html
891000400	20181205	201812	2018	2018.9178	MDV	MALE	MDV																		1	193	193	19	4	-10.0	5	1	5	-0.53908355795148	1	Ireland	EI	EI		53	-8	EI	0								1	Ireland	EI	EI		53	-8	EI	20191205113000	https://www.irishexaminer.com/breakingnews/ireland/almost-30000-male-calves-slaughteres-at-10-days-old-last-year-968607.html
891000401	20181205	201812	2018	2018.9178	MNCUSAMED	GOOGLE	USA					MNC	MED												0	111	111	11	3	-2.0	3	1	3	-2.46056782334385	1	United Kingdom	UK	UK		54	-4	UK	0								1	United Kingdom	UK	UK		54	-4	UK	20191205113000	https://www.standard.co.uk/tech/huawei-google-ban-uk-us-extension-reprieve-lawsuit-a4305321.html
