891038361	20181205	201812	2018	2018.9178	EUR	EUROPEAN	EUR								EURCVL	EUROPEAN	EUR					CVL			0	166	166	16	4	-7.0	10	1	10	-0.19083969465649	0								0								0								20191205144500	https://www.townsvillebulletin.com.au/news/crocodile-dundee-pub-bans-mobile-phones/news-story/da98bd501f8e7ef76ab7e6be88f485ef?nk=dcaf85c0fbcfd86b558f423e49c761df-1575556331
891038362	20181205	201812	2018	2018.9178	EURGOV	EUROPEAN	EUR					GOV													0	074	074	07	2	8.5	3	1	3	0.15432098765432	3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	0								3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	20191205144500	https://www.sciencedaily.com/releases/2019/12/191204152820.htm
891038363	20181205	201812	2018	2018.9178	EURGOV	EUROPEAN	EUR					GOV													0	074	074	07	2	8.5	2	1	2	0.15432098765432	2	California, United States	US	USCA		36.17	-119.746	CA	0								2	California, United States	US	USCA		36.17	-119.746	CA	20191205144500	https://www.sciencedaily.com/releases/2019/12/191204152820.htm
891038364	20181205	201812	2018	2018.9178	GOV	MINIST						GOV													1	040	040	04	1	1.0	3	1	3	-6.74157303370787	4	Nusrat, North-West Frontier, Pakistan	PK	PK03	3633	35.0959	71.6501	365229	0								4	Nusrat, North-West Frontier, Pakistan	PK	PK03	3633	35.0959	71.6501	365229	20191205144500	https://www.geo.tv/latest/260298-shehbaz-sharif-guilty-of-corruption-worth-billions-of-rupees-says-shahzad-akbar
891038365	20181205	201812	2018	2018.9178	HIN	SADHU				HIN					CVL	INDIGENOUS PEOPLE						CVL			0	051	051	05	1	3.4	6	1	6	-2.03252032520325	5	Tripura, Tripura, India	IN	IN26	70256	24	92	-2113451	5	Tripura, Tripura, India	IN	IN26	70256	24	92	-2113451	5	Tripura, Tripura, India	IN	IN26	70256	24	92	-2113451	20191205144500	https://indianexpress.com/article/north-east-india/tripura/tripura-tribal-party-blocks-road-rail-in-adc-as-stir-against-cab-says-changes-insufficient/
891038366	20181205	201812	2018	2018.9178	HIN	SADHU				HIN					CVL	INDIGENOUS PEOPLE						CVL			0	051	051	05	1	3.4	1	1	1	-2.03252032520325	4	West Tripura, Tripura, India	IN	IN26	17887	23.9167	91.5	-2114758	5	Tripura, Tripura, India	IN	IN26	70256	24	92	-2113451	5	Tripura, Tripura, India	IN	IN26	70256	24	92	-2113451	20191205144500	https://indianexpress.com/article/north-east-india/tripura/tripura-tribal-party-blocks-road-rail-in-adc-as-stir-against-cab-says-changes-insufficient/
891038367	20181205	201812	2018	2018.9178	HIN	SADHU				HIN					CVL	INDIGENOUS PEOPLE						CVL			0	051	051	05	1	3.4	2	1	2	-2.03252032520325	4	West Tripura, Tripura, India	IN	IN26	17887	23.9167	91.5	-2114758	5	Tripura, Tripura, India	IN	IN26	70256	24	92	-2113451	4	West Tripura, Tripura, India	IN	IN26	17887	23.9167	91.5	-2114758	20191205144500	https://indianexpress.com/article/north-east-india/tripura/tripura-tribal-party-blocks-road-rail-in-adc-as-stir-against-cab-says-changes-insufficient/
891038368	20181205	201812	2018	2018.9178	HIN	SADHU				HIN					CVL	INDIGENOUS PEOPLE						CVL			0	051	051	05	1	3.4	1	1	1	-2.03252032520325	4	West Tripura, Tripura, India	IN	IN26	17887	23.9167	91.5	-2114758	4	West Tripura, Tripura, India	IN	IN26	17887	23.9167	91.5	-2114758	4	West Tripura, Tripura, India	IN	IN26	17887	23.9167	91.5	-2114758	20191205144500	https://indianexpress.com/article/north-east-india/tripura/tripura-tribal-party-blocks-road-rail-in-adc-as-stir-against-cab-says-changes-insufficient/
891038369	20181205	201812	2018	2018.9178	HIN	SADHU				HIN					CVL	INDIGENOUS PEOPLE						CVL			0	053	053	05	1	3.8	4	1	4	-2.03252032520325	4	West Tripura, Tripura, India	IN	IN26	17887	23.9167	91.5	-2114758	5	Tripura, Tripura, India	IN	IN26	70256	24	92	-2113451	5	Tripura, Tripura, India	IN	IN26	70256	24	92	-2113451	20191205144500	https://indianexpress.com/article/north-east-india/tripura/tripura-tribal-party-blocks-road-rail-in-adc-as-stir-against-cab-says-changes-insufficient/
891038370	20181205	201812	2018	2018.9178	HIN	SADHU				HIN					IND	TRIPURA	IND								0	053	053	05	1	3.8	6	1	6	-2.03252032520325	4	West Tripura, Tripura, India	IN	IN26	17887	23.9167	91.5	-2114758	5	Tripura, Tripura, India	IN	IN26	70256	24	92	-2113451	5	Tripura, Tripura, India	IN	IN26	70256	24	92	-2113451	20191205144500	https://indianexpress.com/article/north-east-india/tripura/tripura-tribal-party-blocks-road-rail-in-adc-as-stir-against-cab-says-changes-insufficient/
891038371	20181205	201812	2018	2018.9178	ISR	ISRAELI	ISR								OMN	OMAN	OMN								0	042	042	04	1	1.9	2	1	2	1.63043478260869	1	Oman	MU	MU		21	57	MU	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	1	Oman	MU	MU		21	57	MU	20191205144500	https://www.msn.com/ar-eg/news/other/is-israel-normalising-ties-with-morocco/ar-BBXNFwy
891038372	20181205	201812	2018	2018.9178	MIL	NAVY						MIL			GBR	BRITISH	GBR								1	070	070	07	2	7.0	2	1	2	-0.38022813688213	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20191205144500	https://wccftech.com/palantir-secures-another-multi-million-pound-defence-contract-from-the-british-government-are-shady-silicon-valley-players-ushering-in-an-orwellian-nightmare/
891038373	20181205	201812	2018	2018.9178	MIL	NAVY						MIL			GBRGOVMIL	BRITISH	GBR					GOV	MIL		1	070	070	07	2	7.0	3	1	3	-0.38022813688213	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20191205144500	https://wccftech.com/palantir-secures-another-multi-million-pound-defence-contract-from-the-british-government-are-shady-silicon-valley-players-ushering-in-an-orwellian-nightmare/
891038374	20181205	201812	2018	2018.9178	OMN	OMAN	OMN								ISR	ISRAELI	ISR								0	043	043	04	1	2.8	2	1	2	1.63043478260869	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	1	Oman	MU	MU		21	57	MU	1	Oman	MU	MU		21	57	MU	20191205144500	https://www.msn.com/ar-eg/news/other/is-israel-normalising-ties-with-morocco/ar-BBXNFwy
