891026994	20181205	201812	2018	2018.9178											COP	POLICE						COP			0	111	111	11	3	-2.0	5	1	5	-10.1180438448566	0								4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20191205134500	https://www.theguardian.com/world/2019/dec/05/india-woman-set-on-fire-on-way-to-testify-against-alleged-rapists
891026995	20181205	201812	2018	2018.9178											COP	POLICE						COP			0	111	111	11	3	-2.0	5	1	5	-10.1180438448566	0								4	Unnao, Uttar Pradesh, India	IN	IN36	17941	26.5333	80.5	-2113875	4	Unnao, Uttar Pradesh, India	IN	IN36	17941	26.5333	80.5	-2113875	20191205134500	https://www.theguardian.com/world/2019/dec/05/india-woman-set-on-fire-on-way-to-testify-against-alleged-rapists
891026996	20181205	201812	2018	2018.9178											USA	UNITED STATES	USA								1	060	060	06	2	6.0	4	1	4	-4.80769230769231	0								2	Alabama, United States	US	USAL		32.799	-86.8073	AL	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20191205134500	https://www.wphm.net/2019/12/05/bramble-sold-to-highest-bidder-fate-uncertain/
891026997	20181205	201812	2018	2018.9178	CRM	GANG						CRM			COP	PRISON						COP			1	173	173	17	4	-5.0	30	1	30	-10.8522206009127	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20191205134500	http://ticklethewire.com/tag/kevin-crump/
891026998	20181205	201812	2018	2018.9178	CRM	GANG						CRM			USA	CHICAGO	USA								1	193	193	19	4	-10.0	30	1	30	-10.8522206009127	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20191205134500	http://ticklethewire.com/tag/kevin-crump/
891026999	20181205	201812	2018	2018.9178	GBR	UNITED KINGDOM	GBR								GBRBUS	UNITED KINGDOM	GBR					BUS			0	042	042	04	1	1.9	5	1	5	3.52811466372658	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	1	Mexico	MX	MX		23	-102	MX	20191205134500	https://www.incentivetravel.co.uk/news/agency-news/47740-uk-enterprises-respond-to-workplace-stress-by-increasing-spending-on-corporate-wellness
891027000	20181205	201812	2018	2018.9178	GBR	UNITED KINGDOM	GBR								PSE	PALESTINIAN	PSE								0	051	051	05	1	3.4	1	1	1	-2.85132382892057	1	United Kingdom	UK	UK		54	-4	UK	1	Israel	IS	IS		31.5	34.75	IS	1	United Kingdom	UK	UK		54	-4	UK	20191205134500	https://www.dawn.com/news/1520607/israels-foreign-minister-says-he-hopes-corbyn-loses-british-election
891027001	20181205	201812	2018	2018.9178	GBR	UNITED KINGDOM	GBR								THA	THAI	THA								1	073	073	07	2	7.4	1	1	1	-3.72492836676218	1	United Kingdom	UK	UK		54	-4	UK	1	Thailand	TH	TH		15	100	TH	1	Thailand	TH	TH		15	100	TH	20191205134500	https://nypost.com/2019/12/05/tesla-ceo-elon-musk-admits-he-doesnt-have-much-cash-during-pedo-guy-trial/
891027002	20181205	201812	2018	2018.9178	GBR	UNITED KINGDOM	GBR								THA	THAI	THA								1	073	073	07	2	7.4	1	1	1	-3.72492836676218	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20191205134500	https://nypost.com/2019/12/05/tesla-ceo-elon-musk-admits-he-doesnt-have-much-cash-during-pedo-guy-trial/
891027003	20181205	201812	2018	2018.9178	SPY	INTELLIGENCE						SPY													0	120	120	12	3	-4.0	4	1	4	-3.68739680792515	3	Capitol Hill, District of Columbia, United States	US	USDC	DC001	38.889	-77.0003	529313	0								3	Capitol Hill, District of Columbia, United States	US	USDC		38.889	-77.0003	529313	20191205134500	https://www.politico.com/newsletters/huddle/2019/12/05/dems-offer-clues-about-articles-of-impeachment-487818
