890975890	20181205	201812	2018	2018.9178	AFG	AFGHAN	AFG								AFGGOV	AFGHANISTAN	AFG					GOV			0	051	051	05	1	3.4	4	1	4	-2.59365994236311	5	Nangarhar, Nangarhar, Afghanistan	AF	AF18	99928	34.3333	70.4167	-3385101	5	Nangarhar, Nangarhar, Afghanistan	AF	AF18	99928	34.3333	70.4167	-3385101	5	Nangarhar, Nangarhar, Afghanistan	AF	AF18	99928	34.3333	70.4167	-3385101	20191205090000	https://www.japantimes.co.jp/news/2019/12/05/national/famed-japanese-doctor-killed-afghanistan-spent-life-helping-poor/
890975891	20181205	201812	2018	2018.9178	AFGGOV	AFGHAN	AFG					GOV													0	051	051	05	1	3.4	6	1	6	-2.59365994236311	5	Nangarhar, Nangarhar, Afghanistan	AF	AF18	99928	34.3333	70.4167	-3385101	0								5	Nangarhar, Nangarhar, Afghanistan	AF	AF18	99928	34.3333	70.4167	-3385101	20191205090000	https://www.japantimes.co.jp/news/2019/12/05/national/famed-japanese-doctor-killed-afghanistan-spent-life-helping-poor/
890975892	20181205	201812	2018	2018.9178	AUS	AUSTRALIAN	AUS								NMR	NORTH AMERICA	NMR								1	130	130	13	3	-4.4	2	1	2	-0.72202166064982	1	Australia	AS	AS		-25	135	AS	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20191205090000	https://www.afr.com/companies/infrastructure/boral-hit-by-financial-irregularities-in-us-windows-20191205-p53hd0
890975893	20181205	201812	2018	2018.9178	AUS	AUSTRALIA	AUS								USA	UNITED STATES	USA								1	130	130	13	3	-4.4	2	1	2	-0.72202166064982	1	Australia	AS	AS		-25	135	AS	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20191205090000	https://www.afr.com/companies/infrastructure/boral-hit-by-financial-irregularities-in-us-windows-20191205-p53hd0
890975894	20181205	201812	2018	2018.9178	AUS	AUSTRALIA	AUS								USA	UNITED STATES	USA								1	130	130	13	3	-4.4	2	1	2	-0.72202166064982	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20191205090000	https://www.afr.com/companies/infrastructure/boral-hit-by-financial-irregularities-in-us-windows-20191205-p53hd0
890975895	20181205	201812	2018	2018.9178	GBR	UNITED KINGDOM	GBR								MED	PUBLISHER						MED			0	050	050	05	1	3.5	4	1	4	-4.10958904109589	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20191205090000	https://www.cityam.com/buzzfeed-issued-strike-off-warning-over-late-company-accounts/
890975896	20181205	201812	2018	2018.9178	JPN	SAITAMA	JPN								JPNJUD	JAPAN	JPN					JUD			1	173	173	17	4	-5.0	16	4	16	-8.08090662244118	4	Saitama, Saitama, Japan	JA	JA34	35988	35.8955	139.677	10274344	4	Saitama, Saitama, Japan	JA	JA34	35988	35.8955	139.677	10274344	4	Saitama, Saitama, Japan	JA	JA34	35988	35.8955	139.677	10274344	20191205090000	https://abcnews.go.com/International/wireStory/japanese-court-reduces-peruvians-death-sentence-life-67512108
890975897	20181205	201812	2018	2018.9178	JPNJUD	SAITAMA	JPN					JUD													1	173	173	17	4	-5.0	24	4	24	-8.08090662244118	4	Saitama, Saitama, Japan	JA	JA34	35988	35.8955	139.677	10274344	0								4	Saitama, Saitama, Japan	JA	JA34	35988	35.8955	139.677	10274344	20191205090000	https://abcnews.go.com/International/wireStory/japanese-court-reduces-peruvians-death-sentence-life-67512108
890975898	20181205	201812	2018	2018.9178	JUD	JUDGE						JUD			BGDELI	KHALEDA ZIA	BGD					ELI			0	173	173	17	4	-5.0	10	1	10	-1.57657657657657	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20191205090000	https://www.banglanews24.com/english/politics/article/81543/Submit-Khaledas-health-report-before-bail-hearing-Dec-12-SC%C2%A0
890975899	20181205	201812	2018	2018.9178	MED	PUBLISHER						MED			GBR	UNITED KINGDOM	GBR								0	050	050	05	1	3.5	4	1	4	-4.10958904109589	2	New York, United States	US	USNY		42.1497	-74.9384	NY	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20191205090000	https://www.cityam.com/buzzfeed-issued-strike-off-warning-over-late-company-accounts/
890975900	20181205	201812	2018	2018.9178	USA	UNITED STATES	USA								AUS	AUSTRALIAN	AUS								1	130	130	13	3	-4.4	4	1	4	-0.72202166064982	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	1	Australia	AS	AS		-25	135	AS	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20191205090000	https://www.afr.com/companies/infrastructure/boral-hit-by-financial-irregularities-in-us-windows-20191205-p53hd0
890975901	20181205	201812	2018	2018.9178	USA	UNITED STATES	USA								NMR	NORTH AMERICA	NMR								1	130	130	13	3	-4.4	4	1	4	-0.72202166064982	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20191205090000	https://www.afr.com/companies/infrastructure/boral-hit-by-financial-irregularities-in-us-windows-20191205-p53hd0
890975902	20191105	201911	2019	2019.8356	BUS	BUSINESS						BUS			CHN	CHINA	CHN								1	050	050	05	1	3.5	10	1	10	0.76335877862595	4	Scunthorpe, North Lincolnshire, United Kingdom	UK	UKJ3	40120	53.5833	-0.65	-2607324	4	Hayange, Lorraine, France	FR	FRB2	16296	49.3343	6.05267	-1431752	4	Hayange, Lorraine, France	FR	FRB2	16296	49.3343	6.05267	-1431752	20191205090000	https://www.cityam.com/british-steels-french-site-up-for-sale-separately-to-jingye-deal/
890975903	20191105	201911	2019	2019.8356	CHN	CHINA	CHN								BUS	BUSINESS						BUS			1	050	050	05	1	3.5	10	1	10	0.76335877862595	4	Hayange, Lorraine, France	FR	FRB2	16296	49.3343	6.05267	-1431752	4	Scunthorpe, North Lincolnshire, United Kingdom	UK	UKJ3	40120	53.5833	-0.65	-2607324	4	Hayange, Lorraine, France	FR	FRB2	16296	49.3343	6.05267	-1431752	20191205090000	https://www.cityam.com/british-steels-french-site-up-for-sale-separately-to-jingye-deal/
