890935721	20181205	201812	2018	2018.9178	EDU	PUPIL						EDU													1	190	190	19	4	-10.0	8	1	8	-1.48305084745763	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20191205041500	https://www.herald.ie/news/pupils-losing-out-as-schools-call-on-minister-to-sort-out-overcrowding-38755578.html
890935722	20181205	201812	2018	2018.9178	EDU	PUPIL						EDU			IRL	IRELAND	IRL								1	190	190	19	4	-10.0	2	1	2	-1.48305084745763	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20191205041500	https://www.herald.ie/news/pupils-losing-out-as-schools-call-on-minister-to-sort-out-overcrowding-38755578.html
890935723	20181205	201812	2018	2018.9178	GBR	UNITED KINGDOM	GBR																		0	193	193	19	4	-10.0	2	1	2	4.3859649122807	4	River Thames, United Kingdom (general), United Kingdom	UK	UK00	40108	51.5	0.466667	-2609593	0								4	River Thames, United Kingdom (general), United Kingdom	UK	UK00	40108	51.5	0.466667	-2609593	20191205041500	https://www.phnompenhpost.com/lifestyle/four-artists-join-forces-share-turner-prize
890935724	20181205	201812	2018	2018.9178	IRL	IRELAND	IRL																		0	010	010	01	1	0.0	4	1	4	-0.77669902912621	4	Drumcondra, Meath, Ireland	EI	EI21	18299	53.8525	-6.65306	-1502514	0								4	Drumcondra, Meath, Ireland	EI	EI21	18299	53.8525	-6.65306	-1502514	20191205041500	https://www.independent.ie/irish-news/education/minister-under-pressure-to-cut-class-sizes-in-disadvantaged-communities-38755874.html
890935725	20181205	201812	2018	2018.9178	IRL	IRELAND	IRL																		0	020	020	02	1	3.0	4	1	4	-0.77669902912621	4	Drumcondra, Meath, Ireland	EI	EI21	18299	53.8525	-6.65306	-1502514	0								4	Drumcondra, Meath, Ireland	EI	EI21	18299	53.8525	-6.65306	-1502514	20191205041500	https://www.independent.ie/irish-news/education/minister-under-pressure-to-cut-class-sizes-in-disadvantaged-communities-38755874.html
890935726	20181205	201812	2018	2018.9178	JUD	ADVOCATE						JUD													0	020	020	02	1	3.0	10	1	10	-4.84429065743944	2	Alabama, United States	US	USAL		32.799	-86.8073	AL	0								2	Alabama, United States	US	USAL		32.799	-86.8073	AL	20191205041500	https://www.wsfa.com/2019/12/05/family-members-urge-policy-makers-implement-prison-reforms/
890935727	20181205	201812	2018	2018.9178	MED	RADIO STATION						MED			GOV	GOVERNMENT						GOV			1	013	013	01	1	0.4	10	1	10	9.68421052631575	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20191205041500	https://www.starobserver.com.au/news/community-news/joy-94-9-announces-new-home-at-victorian-pride-centre-in-2020/190789
890935728	20181205	201812	2018	2018.9178	MNCUSA	WILLIAMS SONOMA	USA					MNC			EDU	COLLEGE						EDU			0	020	020	02	1	3.0	10	1	10	0.33200531208499	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20191205041500	http://www.msn.com/en-us/news/us/the-us-furniture-industry-is-back-but-there-arent-enough-workers/ar-BBXM1g5
890935729	20181205	201812	2018	2018.9178	MOS	MUSLIM				MOS															1	010	010	01	1	0.0	2	1	2	2.14067278287462	4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	0								4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	20191205041500	https://indianexpress.com/article/cities/kolkata/kolkata-aimim-plans-mega-owaisi-rally-at-brigade-next-month-6151416/
890935730	20181205	201812	2018	2018.9178	MOS	MUSLIM				MOS					IND	KOLKATA	IND								1	010	010	01	1	0.0	5	1	5	2.14067278287462	4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	20191205041500	https://indianexpress.com/article/cities/kolkata/kolkata-aimim-plans-mega-owaisi-rally-at-brigade-next-month-6151416/
