890932267	20181205	201812	2018	2018.9178											EDU	SCHOOL						EDU			1	042	042	04	1	1.9	6	2	6	0.62893081761006	0								4	Cid Harbour, Queensland, Australia	AS	AS04	40197	-20.25	148.933	-1565657	4	Cid Harbour, Queensland, Australia	AS	AS04	40197	-20.25	148.933	-1565657	20191205034500	https://www.frasercoastchronicle.com.au/news/shark-attack-survivors-remarkable-recovery/3895187/
890932268	20181205	201812	2018	2018.9178	AUS	AUSTRALIA	AUS								EDU	SCHOOL						EDU			1	042	042	04	1	1.9	4	2	4	0.62893081761006	4	Cid Harbour, Queensland, Australia	AS	AS04	40197	-20.25	148.933	-1565657	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20191205034500	https://www.frasercoastchronicle.com.au/news/shark-attack-survivors-remarkable-recovery/3895187/
890932269	20181205	201812	2018	2018.9178	CVL	MIGRANT						CVL			TWN	TAIWAN	TWN								0	051	051	05	1	3.4	10	1	10	-6.09480812641083	1	Taiwan	TW	TW		24	121	TW	1	Taiwan	TW	TW		24	121	TW	1	Taiwan	TW	TW		24	121	TW	20191205034500	https://www.thejakartapost.com/news/2019/12/05/hk-to-ri-reporters-supporters-scorn-orders-to-deport-her.html
890932270	20181205	201812	2018	2018.9178	EDU	SCHOOL						EDU			AUS	AUSTRALIA	AUS								1	043	043	04	1	2.8	4	2	4	0.62893081761006	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20191205034500	https://www.frasercoastchronicle.com.au/news/shark-attack-survivors-remarkable-recovery/3895187/
890932271	20181205	201812	2018	2018.9178	GBR	BIRMINGHAM	GBR								USA	BOSTON	USA								1	010	010	01	1	0.0	8	1	8	4.40122824974411	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20191205034500	http://artdaily.com/news/118943/Ikon-opens-an-exhibition-of-a-selection-of-new-paintings-by-artist-John-Walker-
890932272	20181205	201812	2018	2018.9178	GOV	PRESIDENT						GOV			IRN	TEHRAN	IRN								0	0874	087	08	2	10.0	6	1	6	-9.52380952380954	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20191205034500	https://www.nbcnews.com/news/world/iran-says-it-shot-rioters-after-rights-group-claims-200-n1094651?cid=public-rss_20191205
890932273	20181205	201812	2018	2018.9178	GOV	PRESIDENT						GOV			IRN	TEHRAN	IRN								0	0874	087	08	2	10.0	2	1	2	-9.52380952380954	2	New York, United States	US	USNY		42.1497	-74.9384	NY	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20191205034500	https://www.nbcnews.com/news/world/iran-says-it-shot-rioters-after-rights-group-claims-200-n1094651?cid=public-rss_20191205
890932274	20181205	201812	2018	2018.9178	PRT	PORTUGAL	PRT								USA	UNITED STATES	USA								0	0874	087	08	2	10.0	2	1	2	-5.62130177514793	4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20191205034500	https://www.msn.com/en-in/news/other/netanyahu-pushes-pompeo-for-more-pressure-on-iran-in-portugal/ar-BBXMdPA
890932275	20181205	201812	2018	2018.9178	PRT	PORTUGAL	PRT								USA	UNITED STATES	USA								0	0874	087	08	2	10.0	2	1	2	-5.62130177514793	4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20191205034500	https://www.msn.com/en-in/news/other/netanyahu-pushes-pompeo-for-more-pressure-on-iran-in-portugal/ar-BBXMdPA
890932276	20181205	201812	2018	2018.9178	UAF	GUNMAN						UAF			USA	UNITED STATES	USA								0	190	190	19	4	-10.0	2	1	2	-2.65486725663717	3	Texas Department Of Public Safety, Texas, United States	US	USTX	TX453	30.3263	-97.7242	1348410	3	Texas Department Of Public Safety, Texas, United States	US	USTX		30.3263	-97.7242	1348410	3	Texas Department Of Public Safety, Texas, United States	US	USTX		30.3263	-97.7242	1348410	20191205034500	https://spectrumlocalnews.com/tx/san-antonio/news/2019/12/05/tech-giants-talk-mass-violence-prevention-with-state-lawmakers-
890932277	20181205	201812	2018	2018.9178	USAGOV	UNITED STATES	USA					GOV			IRN	TEHRAN	IRN								0	0874	087	08	2	10.0	2	1	2	-9.52380952380954	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20191205034500	https://www.nbcnews.com/news/world/iran-says-it-shot-rioters-after-rights-group-claims-200-n1094651?cid=public-rss_20191205
890932278	20191105	201911	2019	2019.8356											GUY	GEORGETOWN	GUY								1	046	046	04	1	7.0	10	1	10	0.898203592814369	0								4	Georgetown, Demerara-Mahaica, Guyana	GY	GY12	17145	6.8	-58.15	-919880	4	Georgetown, Demerara-Mahaica, Guyana	GY	GY12	17145	6.8	-58.15	-919880	20191205034500	https://edition.channel5belize.com/archives/195072
