891110751	20181205	201812	2018	2018.9178											NGOCHR	YMCA				CHR		NGO			1	042	042	04	1	1.9	6	1	6	0.99403578528827	0								3	Grant County, Kentucky, United States	US	USKY		38.6501	-84.6499	516887	3	Grant County, Kentucky, United States	US	USKY		38.6501	-84.6499	516887	20191205210000	https://www.chronicle-tribune.com/news/turkey-day-k-grows-in-th-year/article_733e4c59-bf1f-5de5-8b2a-d512beffdb6b.html
891110752	20181205	201812	2018	2018.9178											NGOCHR	YMCA				CHR		NGO			1	042	042	04	1	1.9	4	1	4	0.99403578528827	0								1	Turkey	TU	TU		39.059012	34.911546	TU	1	Turkey	TU	TU		39.059012	34.911546	TU	20191205210000	https://www.chronicle-tribune.com/news/turkey-day-k-grows-in-th-year/article_733e4c59-bf1f-5de5-8b2a-d512beffdb6b.html
891110753	20181205	201812	2018	2018.9178											USAGOV	UNITED STATES	USA					GOV			1	130	130	13	3	-4.4	1	1	1	-3.44036697247707	0								3	Newark, New Jersey, United States	US	USNJ	NJ013	40.7357	-74.1724	878762	3	Newark, New Jersey, United States	US	USNJ	NJ013	40.7357	-74.1724	878762	20191205210000	https://nypost.com/2019/12/05/de-blasio-defends-homeless-relocation-program-blasts-newark-over-suit/
891110754	20181205	201812	2018	2018.9178	CVL	NEIGHBORHOOD						CVL			JUD	SUPREME COURT						JUD			1	040	040	04	1	1.0	10	1	10	-6.75675675675676	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	2	Missouri, United States	US	USMO		38.4623	-92.302	MO	20191205210000	https://www.salon.com/2019/12/05/gop-confirms-trump-judicial-nominee-opposed-to-fertility-treatments-despite-not-qualified-rating/
891110755	20181205	201812	2018	2018.9178	KEN	KENYAN	KEN																		1	061	061	06	2	6.4	1	1	1	2.09580838323354	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	0								1	India	IN	IN		20	77	IN	20191205210000	https://www.ibtimes.com/indians-dominate-east-african-economy-still-lack-total-acceptance-2880018
891110756	20181205	201812	2018	2018.9178	KEN	KENYAN	KEN																		1	061	061	06	2	6.4	1	1	1	2.09580838323354	1	India	IN	IN		20	77	IN	0								1	India	IN	IN		20	77	IN	20191205210000	https://www.ibtimes.com/indians-dominate-east-african-economy-still-lack-total-acceptance-2880018
891110757	20181205	201812	2018	2018.9178	MED	SPOKESMAN						MED													0	010	010	01	1	0.0	3	1	3	-3.18870883429169	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	0								3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20191205210000	https://laist.com/2019/12/05/la_metro_safety_women_riders_harassment.php
891110758	20181205	201812	2018	2018.9178	NGOCHR	YMCA				CHR		NGO													1	043	043	04	1	2.8	6	1	6	0.99403578528827	3	Grant County, Kentucky, United States	US	USKY	KY081	38.6501	-84.6499	516887	0								3	Grant County, Kentucky, United States	US	USKY		38.6501	-84.6499	516887	20191205210000	https://www.chronicle-tribune.com/news/turkey-day-k-grows-in-th-year/article_733e4c59-bf1f-5de5-8b2a-d512beffdb6b.html
891110759	20181205	201812	2018	2018.9178	NGOCHR	YMCA				CHR		NGO													1	043	043	04	1	2.8	4	1	4	0.99403578528827	1	Turkey	TU	TU		39.059012	34.911546	TU	0								1	Turkey	TU	TU		39.059012	34.911546	TU	20191205210000	https://www.chronicle-tribune.com/news/turkey-day-k-grows-in-th-year/article_733e4c59-bf1f-5de5-8b2a-d512beffdb6b.html
891110760	20181205	201812	2018	2018.9178	USA	UNITED STATES	USA								USAGOV	UNITED STATES	USA					GOV			1	130	130	13	3	-4.4	1	1	1	-3.44036697247707	3	Newark, New Jersey, United States	US	USNJ	NJ013	40.7357	-74.1724	878762	3	Newark, New Jersey, United States	US	USNJ	NJ013	40.7357	-74.1724	878762	3	Newark, New Jersey, United States	US	USNJ	NJ013	40.7357	-74.1724	878762	20191205210000	https://nypost.com/2019/12/05/de-blasio-defends-homeless-relocation-program-blasts-newark-over-suit/
