890992062	20181205	201812	2018	2018.9178											AUS	AUSTRALIA	AUS								1	173	173	17	4	-5.0	2	1	2	-5.09461426491994	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20191205104500	https://www.dailymail.co.uk/news/article-7758897/Footage-shows-members-rap-group-OneFour-bashing-three-men-hammers-chair-legs.html
890992063	20181205	201812	2018	2018.9178	BRA	BRAZIL	BRA																		0	193	193	19	4	-10.0	4	1	4	-5.78911095796003	4	Bandeirantes, Estado do Rio, Brazil	BR	BR21	9976	-22.7333	-42.55	-666787	0								4	Bandeirantes, Estado do Rio, Brazil	BR	BR21	9976	-22.7333	-42.55	-666787	20191205104500	https://www.nytimes.com/2019/12/05/world/americas/amazon-fires-bolsonaro-photos.html
890992064	20181205	201812	2018	2018.9178	BUS	COMPANY						BUS			CHN	SHANGHAI	CHN								1	013	013	01	1	0.4	5	1	5	1.75438596491228	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20191205104500	https://technode.com/2019/12/05/autox-apply-human-free-test/
890992065	20181205	201812	2018	2018.9178	BUS	COMPANY						BUS			CHN	SHANGHAI	CHN								1	013	013	01	1	0.4	3	1	3	1.75438596491228	3	Irvine, California, United States	US	USCA	CA059	33.6695	-117.823	1660804	3	Irvine, California, United States	US	USCA	CA059	33.6695	-117.823	1660804	3	Irvine, California, United States	US	USCA	CA059	33.6695	-117.823	1660804	20191205104500	https://technode.com/2019/12/05/autox-apply-human-free-test/
890992066	20181205	201812	2018	2018.9178	BUSLEG	BUSINESS						BUS	LEG												0	193	193	19	4	-10.0	6	1	6	-5.78911095796003	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	0								2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20191205104500	https://www.nytimes.com/2019/12/05/world/americas/amazon-fires-bolsonaro-photos.html
890992067	20181205	201812	2018	2018.9178	CRM	GANGSTER						CRM			AUS	AUSTRALIA	AUS								1	173	173	17	4	-5.0	2	1	2	-5.09461426491994	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	20191205104500	https://www.dailymail.co.uk/news/article-7758897/Footage-shows-members-rap-group-OneFour-bashing-three-men-hammers-chair-legs.html
890992068	20181205	201812	2018	2018.9178	GBR	UNITED KINGDOM	GBR								IGOBUSOPC	OPEC		OPC				IGO	BUS		1	036	036	03	1	4.0	2	1	2	-2.7027027027027	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	4	Midlands, Leicestershire, United Kingdom	UK	UKH5	40119	52.75	-1.5	-2603074	20191205104500	https://www.fleetnews.co.uk/news/fleet-industry-news/2019/12/04/supermarket-fuel-47p-a-litre-cheaper-than-uk-average
890992069	20181205	201812	2018	2018.9178	GBR	UNITED KINGDOM	GBR								IGOBUSOPC	OPEC		OPC				IGO	BUS		1	036	036	03	1	4.0	2	1	2	-2.7027027027027	1	Russia	RS	RS		60	100	RS	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20191205104500	https://www.fleetnews.co.uk/news/fleet-industry-news/2019/12/04/supermarket-fuel-47p-a-litre-cheaper-than-uk-average
890992070	20181205	201812	2018	2018.9178	IGOBUSOPC	OPEC		OPC				IGO	BUS		GBR	UNITED KINGDOM	GBR								1	036	036	03	1	4.0	2	1	2	-2.7027027027027	4	Midlands, Leicestershire, United Kingdom	UK	UKH5	40119	52.75	-1.5	-2603074	4	Midlands, Leicestershire, United Kingdom	UK	UKH5	40119	52.75	-1.5	-2603074	1	Russia	RS	RS		60	100	RS	20191205104500	https://www.fleetnews.co.uk/news/fleet-industry-news/2019/12/04/supermarket-fuel-47p-a-litre-cheaper-than-uk-average
890992071	20181205	201812	2018	2018.9178	IGOBUSOPC	OPEC		OPC				IGO	BUS		GBR	UNITED KINGDOM	GBR								1	036	036	03	1	4.0	2	1	2	-2.7027027027027	1	Russia	RS	RS		60	100	RS	4	Midlands, Leicestershire, United Kingdom	UK	UKH5	40119	52.75	-1.5	-2603074	1	Russia	RS	RS		60	100	RS	20191205104500	https://www.fleetnews.co.uk/news/fleet-industry-news/2019/12/04/supermarket-fuel-47p-a-litre-cheaper-than-uk-average
890992072	20181205	201812	2018	2018.9178	USALEG	BUCKEYE STATE	USA					LEG													1	1821	182	18	4	-9.0	10	1	10	-2.30414746543779	2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	0								2	West Virginia, United States	US	USWV		38.468	-80.9696	WV	20191205104500	https://www.theintermountain.com/opinion/editorials/2019/12/rape-kits/
890992073	20191105	201911	2019	2019.8356	AFG	AFGHANISTAN	AFG								AFGINSTAL	TALIBAN	AFG	TAL				INS			0	043	043	04	1	2.8	10	1	10	-2.08728652751423	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20191205104500	https://www.presstv.com/Detail/2019/12/05/612882/Afghanistan-US-Zalmay-Khalilzad-peace-talks-Taliban-Trump-Ghani
