890940390	20191205	201912	2019	2019.9178	MAR	MOROCCO	MAR								ESP	SPAIN	ESP								1	050	050	05	1	3.5	2	1	2	-8.13008130081301	4	Nador, Oriental, Morocco	MO	MO54	21819	35.174	-2.92866	-40363	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Nador, Oriental, Morocco	MO	MO54	21819	35.174	-2.92866	-40363	20191205044500	http://www.daijiworld.com/news/newsDisplay.aspx?newsID=650279
890940391	20191205	201912	2019	2019.9178	MAR	MOROCCAN	MAR								MOS	ISLAMIC				MOS					1	173	173	17	4	-5.0	6	1	6	-8.13008130081301	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Nador, Oriental, Morocco	MO	MO54	21819	35.174	-2.92866	-40363	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	20191205044500	http://www.daijiworld.com/news/newsDisplay.aspx?newsID=650279
890940392	20191205	201912	2019	2019.9178	MAR	MOROCCAN	MAR								MOS	ISLAMIC				MOS					1	173	173	17	4	-5.0	2	1	2	-8.13008130081301	4	Madrid, Madrid, Spain	SP	SP29	25820	40.4	-3.68333	-390625	4	Nador, Oriental, Morocco	MO	MO54	21819	35.174	-2.92866	-40363	4	Nador, Oriental, Morocco	MO	MO54	21819	35.174	-2.92866	-40363	20191205044500	http://www.daijiworld.com/news/newsDisplay.aspx?newsID=650279
890940393	20191205	201912	2019	2019.9178	MED	MEDIA						MED													1	010	010	01	1	0.0	5	1	5	-6.58536585365854	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	0								4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	20191205044500	https://thehimalayantimes.com/kathmandu/children-feature-most-in-media-coverage-on-human-trafficking/
890940394	20191205	201912	2019	2019.9178	MED	WEBSITE						MED													0	051	051	05	1	3.4	6	1	6	4.20289855072464	4	Natimuk, Victoria, Australia	AS	AS07	5385	-36.7403	141.945	-1590993	0								4	Natimuk, Victoria, Australia	AS	AS07	5385	-36.7403	141.945	-1590993	20191205044500	https://www.msn.com/en-au/news/other/part-of-mount-arapiles-near-grampians-national-park-closed-to-climbers-sacred-aboriginal-rock-art-found/ar-BBXMnmM
890940395	20191205	201912	2019	2019.9178	MED	WEBSITE						MED													0	051	051	05	1	3.4	4	1	4	4.20289855072464	4	Mount Arapiles, Victoria, Australia	AS	AS07	5425	-36.7524	141.835	11365102	0								4	Mount Arapiles, Victoria, Australia	AS	AS07	5425	-36.7524	141.835	11365102	20191205044500	https://www.msn.com/en-au/news/other/part-of-mount-arapiles-near-grampians-national-park-closed-to-climbers-sacred-aboriginal-rock-art-found/ar-BBXMnmM
890940396	20191205	201912	2019	2019.9178	MED	SPOKESMAN						MED													0	090	090	09	2	-2.0	5	1	5	-3.27586206896551	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20191205044500	https://www.straitstimes.com/world/united-states/us-considered-banning-huawei-from-its-financial-system-sources
890940397	20191205	201912	2019	2019.9178	MED	NATIONAL PRESS						MED													1	134	134	13	3	-5.8	3	1	3	-4.03587443946188	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	0								2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	20191205044500	https://www.vnews.com/Hanover-police-send-officers-to-Andrew-Yang-event-after-threat-31034230
890940398	20191205	201912	2019	2019.9178	MED	TELECOM						MED			CHN	BEIJING	CHN								1	071	071	07	2	7.4	10	1	10	-5.50621669626998	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20191205044500	https://siouxcityjournal.com/news/world/huawei-asks-court-to-throw-out-us-telecom-funds-ban/article_49083209-228e-5434-902f-361772c85567.html
890940399	20191205	201912	2019	2019.9178	MED	TELECOM						MED			CHN	BEIJING	CHN								1	172	172	17	4	-5.0	10	1	10	-5.50621669626998	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20191205044500	https://siouxcityjournal.com/news/world/huawei-asks-court-to-throw-out-us-telecom-funds-ban/article_49083209-228e-5434-902f-361772c85567.html
890940400	20191205	201912	2019	2019.9178	MED	MEDIA						MED			ELI	ACTOR						ELI			1	036	036	03	1	4.0	2	1	2	-0.26431718061674	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20191205044500	https://www.indiawest.com/entertainment/bollywood/arjun-kapoor-interview-i-just-want-this-credible-film-to/article_00a4fc72-16c1-11ea-b564-a728e9b61a77.html
890940401	20191205	201912	2019	2019.9178	MED	MEDIA						MED			ELI	ACTOR						ELI			1	036	036	03	1	4.0	3	1	3	-0.26431718061674	4	Panipat, Haryana, India	IN	IN10	70136	29.3889	76.9681	-2107110	4	Panipat, Haryana, India	IN	IN10	70136	29.3889	76.9681	-2107110	4	Panipat, Haryana, India	IN	IN10	70136	29.3889	76.9681	-2107110	20191205044500	https://www.indiawest.com/entertainment/bollywood/arjun-kapoor-interview-i-just-want-this-credible-film-to/article_00a4fc72-16c1-11ea-b564-a728e9b61a77.html
890940402	20191205	201912	2019	2019.9178	MED	NEWS AGENCY						MED			GOV	ELECTION COMMISSION						GOV			1	010	010	01	1	0.0	4	1	4	-1.88235294117647	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	20191205044500	https://www.timesnownews.com/india/article/karnataka-bypolls-live-updates-voting-in-15-assembly-constituencies-in-karnataka/523230
890940403	20191205	201912	2019	2019.9178	MED	NEWS AGENCY						MED			GOV	ELECTION COMMISSION						GOV			1	010	010	01	1	0.0	6	1	6	-1.88235294117647	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	20191205044500	https://www.timesnownews.com/india/article/karnataka-bypolls-live-updates-voting-in-15-assembly-constituencies-in-karnataka/523230
890940404	20191205	201912	2019	2019.9178	MED	SPOKESMAN						MED			ISR	ISRAELI	ISR								0	190	190	19	4	-10.0	5	1	5	-2.72889568987503	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20191205044500	https://www.timesofisrael.com/liveblog_entry/foreign-ministry-hails-portugals-admission-to-holocaust-remembrance-alliance/
890940405	20191205	201912	2019	2019.9178	MED	MEDIA						MED			VNM	VIETNAM	VNM								1	043	043	04	1	2.8	10	1	10	6.15384615384615	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20191205044500	https://www.newidea.com.au/carlin-sterritt-angie-kent-bachelor-mystery-woman
890940406	20191205	201912	2019	2019.9178	MIL	NAVY						MIL													0	010	010	01	1	0.0	5	1	5	-0.55658627087199	4	Dabolim, Goa, India	IN	IN33	70123	15.4	73.8667	-2093765	0								4	Dabolim, Goa, India	IN	IN33	70123	15.4	73.8667	-2093765	20191205044500	https://thediplomat.com/2019/12/naval-version-of-indias-tejas-fighter-to-conduct-maiden-flight-from-carrier/
890940407	20191205	201912	2019	2019.9178	MIL	COAST GUARD						MIL													1	012	012	01	1	-0.4	10	1	10	-0.275482093663911	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20191205044500	https://www.japanherald.com/news/263288344/coast-guards-rescue-264-distressed-fishermen
890940408	20191205	201912	2019	2019.9178	MIL	CAPTAIN						MIL													1	030	030	03	1	4.0	4	1	4	0.86580086580086	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20191205044500	https://www.syfy.com/syfywire/frozen-ii-into-the-unknown-watchmen-daniel-bruhl
890940409	20191205	201912	2019	2019.9178	MIL	NAVY						MIL													1	084	084	08	2	7.0	1	1	1	-5.5793991416309	3	Pearl Harbor, Hawaii, United States	US	USHI	HI003	21.355	-157.972	363230	0								1	Japan	JA	JA		36	138	JA	20191205044500	https://accesswdun.com/article/2019/12/856694
890940410	20191205	201912	2019	2019.9178	MIL	CAPTAIN						MIL													1	130	130	13	3	-4.4	6	1	6	-0.5420054200542	4	Sakura, Chiba, Japan	JA	JA04	36463	35.7167	140.233	-242186	0								4	Sakura, Chiba, Japan	JA	JA04	36463	35.7167	140.233	-242186	20191205044500	https://www.latintimes.com/disney-japanese-anime-launch-2020-new-streaming-service-focuses-anime-classics-452391
890940411	20191205	201912	2019	2019.9178	MIL	MILITARY						MIL													1	193	193	19	4	-10.0	4	1	4	-4.91452991452991	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	0								4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20191205044500	https://cnnphilippines.com:443/news/2019/12/5/npa-leader-killed-antipolo-city.html
890940412	20191205	201912	2019	2019.9178	MIL	MILITARY						MIL			CVL	CIVILIAN						CVL			1	193	193	19	4	-10.0	2	1	2	-13.8297872340426	3	Pearl Harbor, Hawaii, United States	US	USHI	HI003	21.355	-157.972	363230	3	Honolulu, Hawaii, United States	US	USHI	HI003	21.3069	-157.858	366212	3	Honolulu, Hawaii, United States	US	USHI	HI003	21.3069	-157.858	366212	20191205044500	http://www.wbrz.com/news/military-says-us-sailor-shot-and-killed-two-civilians-injured-another-at-pearl-harbor-naval-shipyard
890940413	20191205	201912	2019	2019.9178	MIL	MILITARY						MIL			CVL	CIVILIAN						CVL			1	193	193	19	4	-10.0	8	1	8	-13.8297872340426	3	Honolulu, Hawaii, United States	US	USHI	HI003	21.3069	-157.858	366212	3	Honolulu, Hawaii, United States	US	USHI	HI003	21.3069	-157.858	366212	3	Honolulu, Hawaii, United States	US	USHI	HI003	21.3069	-157.858	366212	20191205044500	http://www.wbrz.com/news/military-says-us-sailor-shot-and-killed-two-civilians-injured-another-at-pearl-harbor-naval-shipyard
890940414	20191205	201912	2019	2019.9178	MIL	MILITARY						MIL			CVLGOVMIL	CIVILIAN						CVL	GOV	MIL	1	193	193	19	4	-10.0	1	1	1	-5.09803921568627	1	Japan	JA	JA		36	138	JA	3	Pearl Harbor, Hawaii, United States	US	USHI		21.355	-157.972	363230	3	Pearl Harbor, Hawaii, United States	US	USHI		21.355	-157.972	363230	20191205044500	https://accesswdun.com/article/2019/12/856681
890940415	20191205	201912	2019	2019.9178	MIL	CAPTAIN						MIL			JPN	JAPAN	JPN								1	130	130	13	3	-4.4	1	1	1	-0.5420054200542	4	Sakura, Chiba, Japan	JA	JA04	36463	35.7167	140.233	-242186	4	Sakura, Chiba, Japan	JA	JA04	36463	35.7167	140.233	-242186	4	Sakura, Chiba, Japan	JA	JA04	36463	35.7167	140.233	-242186	20191205044500	https://www.latintimes.com/disney-japanese-anime-launch-2020-new-streaming-service-focuses-anime-classics-452391
890940416	20191205	201912	2019	2019.9178	MIL	LIEUTENANT						MIL			MNCUSA	DISNEY	USA					MNC			1	046	046	04	1	7.0	5	1	5	1.80555555555555	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20191205044500	http://www.nydailynews.com/life-style/ny-star-wars-rise-resistance-opens-disney-world-galaxy-edge-20191205-cfoi2lvsu5hjljcumd7smnwwcy-story.html
890940417	20191205	201912	2019	2019.9178	MIL	LIEUTENANT						MIL			MNCUSA	DISNEY	USA					MNC			1	046	046	04	1	7.0	1	1	1	1.80555555555555	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	2	Florida, United States	US	USFL		27.8333	-81.717	FL	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20191205044500	http://www.nydailynews.com/life-style/ny-star-wars-rise-resistance-opens-disney-world-galaxy-edge-20191205-cfoi2lvsu5hjljcumd7smnwwcy-story.html
890940418	20191205	201912	2019	2019.9178	MIL	LIEUTENANT						MIL			MNCUSA	DISNEY	USA					MNC			1	046	046	04	1	7.0	4	1	4	1.80555555555555	2	Florida, United States	US	USFL		27.8333	-81.717	FL	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20191205044500	http://www.nydailynews.com/life-style/ny-star-wars-rise-resistance-opens-disney-world-galaxy-edge-20191205-cfoi2lvsu5hjljcumd7smnwwcy-story.html
890940419	20191205	201912	2019	2019.9178	MIL	GOVERNMENT FORCES						MIL			PHL	MANILA	PHL								1	040	040	04	1	1.0	10	1	10	-4.91452991452991	4	Antipolo, Antipolo, Philippines	RP	RPH5	24235	14.5886	121.176	-2408773	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20191205044500	https://cnnphilippines.com:443/news/2019/12/5/npa-leader-killed-antipolo-city.html
890940420	20191205	201912	2019	2019.9178	MIL	ARMY						MIL			PHL	LUZON	PHL								1	042	042	04	1	1.9	6	1	6	-4.91452991452991	4	Antipolo, Antipolo, Philippines	RP	RPH5	24235	14.5886	121.176	-2408773	4	Antipolo, Antipolo, Philippines	RP	RPH5	24235	14.5886	121.176	-2408773	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20191205044500	https://cnnphilippines.com:443/news/2019/12/5/npa-leader-killed-antipolo-city.html
890940421	20191205	201912	2019	2019.9178	MIL	ARMY						MIL			PHL	LUZON	PHL								1	042	042	04	1	1.9	4	1	4	-4.91452991452991	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Antipolo, Antipolo, Philippines	RP	RPH5	24235	14.5886	121.176	-2408773	4	Antipolo, Antipolo, Philippines	RP	RPH5	24235	14.5886	121.176	-2408773	20191205044500	https://cnnphilippines.com:443/news/2019/12/5/npa-leader-killed-antipolo-city.html
890940422	20191205	201912	2019	2019.9178	MIL	GOVERNMENT FORCES						MIL			PHL	LUZON	PHL								1	190	190	19	4	-10.0	12	1	12	-4.91452991452991	4	Antipolo, Antipolo, Philippines	RP	RPH5	24235	14.5886	121.176	-2408773	4	Antipolo, Antipolo, Philippines	RP	RPH5	24235	14.5886	121.176	-2408773	4	Antipolo, Antipolo, Philippines	RP	RPH5	24235	14.5886	121.176	-2408773	20191205044500	https://cnnphilippines.com:443/news/2019/12/5/npa-leader-killed-antipolo-city.html
890940423	20191205	201912	2019	2019.9178	MIL	MILITARY						MIL			PHL	PHILIPPINE	PHL								1	193	193	19	4	-10.0	8	1	8	-4.91452991452991	4	Antipolo, Antipolo, Philippines	RP	RPH5	24235	14.5886	121.176	-2408773	4	Antipolo, Antipolo, Philippines	RP	RPH5	24235	14.5886	121.176	-2408773	4	Antipolo, Antipolo, Philippines	RP	RPH5	24235	14.5886	121.176	-2408773	20191205044500	https://cnnphilippines.com:443/news/2019/12/5/npa-leader-killed-antipolo-city.html
890940424	20191205	201912	2019	2019.9178	MIL	MILITARY						MIL			PHL	PHILIPPINE	PHL								1	193	193	19	4	-10.0	4	1	4	-4.91452991452991	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20191205044500	https://cnnphilippines.com:443/news/2019/12/5/npa-leader-killed-antipolo-city.html
890940425	20191205	201912	2019	2019.9178	MIL	COMMANDER						MIL			UAF	TERRORIST						UAF			0	051	051	05	1	3.4	6	1	6	-4.91452991452991	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20191205044500	https://cnnphilippines.com:443/news/2019/12/5/npa-leader-killed-antipolo-city.html
890940426	20191205	201912	2019	2019.9178	MIL	ADMIRAL						MIL			USA	THE US	USA								1	010	010	01	1	0.0	3	1	3	-7.46753246753247	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20191205044500	https://www.upi.com/Top_News/US/2019/12/04/3-killed-including-gunman-in-Pearl-Harbor-shipyard-shooting/5351575510428/
890940427	20191205	201912	2019	2019.9178	MIL	ADMIRAL						MIL			USA	THE US	USA								1	010	010	01	1	0.0	3	1	3	-7.46753246753247	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20191205044500	https://www.upi.com/Top_News/US/2019/12/04/3-killed-including-gunman-in-Pearl-Harbor-shipyard-shooting/5351575510428/
890940428	20191205	201912	2019	2019.9178	MIL	CAPTAIN						MIL			USA	UNITED STATES	USA								1	030	030	03	1	4.0	2	1	2	0.86580086580086	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20191205044500	https://www.syfy.com/syfywire/frozen-ii-into-the-unknown-watchmen-daniel-bruhl
890940429	20191205	201912	2019	2019.9178	MIL	LIEUTENANT						MIL			USA	UNITED STATES	USA								1	046	046	04	1	7.0	2	1	2	1.80555555555555	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20191205044500	http://www.nydailynews.com/life-style/ny-star-wars-rise-resistance-opens-disney-world-galaxy-edge-20191205-cfoi2lvsu5hjljcumd7smnwwcy-story.html
890940430	20191205	201912	2019	2019.9178	MIL	LIEUTENANT						MIL			USA	UNITED STATES	USA								1	046	046	04	1	7.0	1	1	1	1.80555555555555	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	2	Florida, United States	US	USFL		27.8333	-81.717	FL	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20191205044500	http://www.nydailynews.com/life-style/ny-star-wars-rise-resistance-opens-disney-world-galaxy-edge-20191205-cfoi2lvsu5hjljcumd7smnwwcy-story.html
890940431	20191205	201912	2019	2019.9178	MIL	LIEUTENANT						MIL			USA	UNITED STATES	USA								1	046	046	04	1	7.0	1	1	1	1.80555555555555	2	Florida, United States	US	USFL		27.8333	-81.717	FL	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20191205044500	http://www.nydailynews.com/life-style/ny-star-wars-rise-resistance-opens-disney-world-galaxy-edge-20191205-cfoi2lvsu5hjljcumd7smnwwcy-story.html
890940432	20191205	201912	2019	2019.9178	MIL	AIR FORCE						MIL			USAMIL	THE US	USA					MIL			0	193	193	19	4	-10.0	10	1	10	-4.49897750511248	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20191205044500	https://www.timesnownews.com/india/article/pearl-harbor-shooting-iaf-chief-rks-bhadauria-and-team-in-vicinity-during-shooting-in-the-us-escape-unhurt/523238
890940433	20191205	201912	2019	2019.9178	MNCCANMED	TELUS	CAN					MNC	MED		CAN	CANADA	CAN								1	051	051	05	1	3.4	10	1	10	4.9469964664311	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20191205044500	http://www.bernama.com/en/news.php?id=1796525
890940434	20191205	201912	2019	2019.9178	MNCCHNGOV	BANK OF CHINA	CHN					MNC	GOV		QAT	QATAR	QAT								0	051	051	05	1	3.4	3	1	3	9.00900900900901	1	China	CH	CH		35	105	CH	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	1	China	CH	CH		35	105	CH	20191205044500	https://www.thepeninsulaqatar.com/article/05/12/2019/Al-Rayan-Investment-wins-QFC%E2%80%99s-%E2%80%98Best-Performing-Company-of-the-Year%E2%80%99-award
890940435	20191205	201912	2019	2019.9178	MNCCHNMED	CHINA TELECOM	CHN					MNC	MED												0	110	110	11	3	-2.0	8	2	8	-3.90048888313076	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20191205044500	https://www.reuters.com/article/us-china-huawei/huawei-appeals-against-u-s-ban-on-rural-carrier-customers-accessing-subsidies-idUSKBN1Y909K
890940436	20191205	201912	2019	2019.9178	MNCKOR	SAMSUNG	KOR					MNC													1	036	036	03	1	4.0	10	1	10	6.10687022900763	0								0								0								20191205044500	https://www.stuff.tv/my/news/you-can-get-free-samsung-galaxy-fold-during-samsung-2020-bonanza
890940437	20191205	201912	2019	2019.9178	MNCMYS	PETRONAS	MYS					MNC			ITAEDU	TURIN	ITA					EDU			0	043	043	04	1	2.8	8	1	8	2.48138957816377	4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	4	Milan, Lombardia, Italy	IT	IT09	18363	45.4667	9.2	-121726	20191205044500	https://www.nst.com.my/news/nation/2019/12/544972/sate-sake-food-truck-makes-inroads-italy
890940438	20191205	201912	2019	2019.9178	MNCMYS	PETRONAS	MYS					MNC			ITAEDU	TURIN	ITA					EDU			0	043	043	04	1	2.8	2	1	2	2.48138957816377	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20191205044500	https://www.nst.com.my/news/nation/2019/12/544972/sate-sake-food-truck-makes-inroads-italy
890940439	20191205	201912	2019	2019.9178	MNCUSA	DISNEY	USA					MNC													1	020	020	02	1	3.0	2	1	2	1.80555555555555	2	California, United States	US	USCA		36.17	-119.746	CA	0								2	California, United States	US	USCA		36.17	-119.746	CA	20191205044500	http://www.nydailynews.com/life-style/ny-star-wars-rise-resistance-opens-disney-world-galaxy-edge-20191205-cfoi2lvsu5hjljcumd7smnwwcy-story.html
890940440	20191205	201912	2019	2019.9178	MNCUSA	DISNEY	USA					MNC													1	084	084	08	2	7.0	5	1	5	4.91803278688525	1	Australia	AS	AS		-25	135	AS	0								1	Australia	AS	AS		-25	135	AS	20191205044500	https://www.popsugar.com.au/pets/disney-dog-spirit-jerseys-46977988
890940441	20191205	201912	2019	2019.9178	MNCUSA	DISNEY	USA					MNC													1	111	111	11	3	-2.0	5	1	5	4.91803278688525	1	Australia	AS	AS		-25	135	AS	0								1	Australia	AS	AS		-25	135	AS	20191205044500	https://www.popsugar.com.au/pets/disney-dog-spirit-jerseys-46977988
890940442	20191205	201912	2019	2019.9178	MNCUSA	DISNEY	USA					MNC			MIL	LIEUTENANT						MIL			1	046	046	04	1	7.0	5	1	5	1.80555555555555	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20191205044500	http://www.nydailynews.com/life-style/ny-star-wars-rise-resistance-opens-disney-world-galaxy-edge-20191205-cfoi2lvsu5hjljcumd7smnwwcy-story.html
890940443	20191205	201912	2019	2019.9178	MNCUSA	DISNEY	USA					MNC			MIL	LIEUTENANT						MIL			1	046	046	04	1	7.0	4	1	4	1.80555555555555	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20191205044500	http://www.nydailynews.com/life-style/ny-star-wars-rise-resistance-opens-disney-world-galaxy-edge-20191205-cfoi2lvsu5hjljcumd7smnwwcy-story.html
890940444	20191205	201912	2019	2019.9178	MNCUSA	DISNEY	USA					MNC			MIL	LIEUTENANT						MIL			1	046	046	04	1	7.0	1	1	1	1.80555555555555	2	Florida, United States	US	USFL		27.8333	-81.717	FL	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20191205044500	http://www.nydailynews.com/life-style/ny-star-wars-rise-resistance-opens-disney-world-galaxy-edge-20191205-cfoi2lvsu5hjljcumd7smnwwcy-story.html
890940445	20191205	201912	2019	2019.9178	MNCUSA	DISNEY	USA					MNC			USA	UNITED STATES	USA								1	020	020	02	1	3.0	6	1	6	1.80555555555555	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20191205044500	http://www.nydailynews.com/life-style/ny-star-wars-rise-resistance-opens-disney-world-galaxy-edge-20191205-cfoi2lvsu5hjljcumd7smnwwcy-story.html
890940446	20191205	201912	2019	2019.9178	MNCUSA	DISNEY	USA					MNC			USA	JERSEY	USA								1	084	084	08	2	7.0	5	1	5	4.91803278688525	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20191205044500	https://www.popsugar.com.au/pets/disney-dog-spirit-jerseys-46977988
890940447	20191205	201912	2019	2019.9178	MNCUSA	DISNEY	USA					MNC			USA	JERSEY	USA								1	111	111	11	3	-2.0	5	1	5	4.91803278688525	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20191205044500	https://www.popsugar.com.au/pets/disney-dog-spirit-jerseys-46977988
890940448	20191205	201912	2019	2019.9178	MNCUSAMED	GOOGLE	USA					MNC	MED												1	090	090	09	2	-2.0	20	1	10	-1.194743130227	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20191205044500	https://hotair.com/archives/allahpundit/2019/12/04/peloton-doubles-disappointed-haters-dumped-weird-ad/
890940449	20191205	201912	2019	2019.9178	MNCUSAMED	GOOGLE	USA					MNC	MED												1	172	172	17	4	-5.0	10	1	10	-4.52830188679245	0								0								0								20191205044500	https://www.dailymail.co.uk/news/article-7755735/YouTube-takes-Conservative-adverts-featuring-edited-BBC-footage.html
890940450	20191205	201912	2019	2019.9178	MOS	MUSLIM				MOS															0	043	043	04	1	2.8	10	1	10	-1.8582243633861	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20191205044500	https://sabrangindia.in/article/cab-2019-not-just-unconstitutional-it-meant-create-communal-divides
