890968449	20181205	201812	2018	2018.9178											EDU	STUDENT						EDU			1	043	043	04	1	2.8	10	1	10	-1.80505415162455	0								4	Skerries, County Fingal, Ireland	EI	EI35	18288	53.5828	-6.10833	-1505676	4	Skerries, County Fingal, Ireland	EI	EI35	18288	53.5828	-6.10833	-1505676	20191205081500	http://www.dublinpeople.com/news/northsideeast/articles/2019/12/05/4183027-lack-of-school-places-criticised/
890968450	20181205	201812	2018	2018.9178	EDU	STUDENT						EDU													1	010	010	01	1	0.0	10	1	10	-1.80505415162455	4	Skerries, County Fingal, Ireland	EI	EI35	18288	53.5828	-6.10833	-1505676	0								4	Skerries, County Fingal, Ireland	EI	EI35	18288	53.5828	-6.10833	-1505676	20191205081500	http://www.dublinpeople.com/news/northsideeast/articles/2019/12/05/4183027-lack-of-school-places-criticised/
890968451	20181205	201812	2018	2018.9178	EDU	STUDENT						EDU													1	042	042	04	1	1.9	10	1	10	-1.80505415162455	4	Skerries, County Fingal, Ireland	EI	EI35	18288	53.5828	-6.10833	-1505676	0								4	Skerries, County Fingal, Ireland	EI	EI35	18288	53.5828	-6.10833	-1505676	20191205081500	http://www.dublinpeople.com/news/northsideeast/articles/2019/12/05/4183027-lack-of-school-places-criticised/
890968452	20181205	201812	2018	2018.9178	EDU	STUDENT						EDU													1	120	120	12	3	-4.0	10	1	10	-1.80505415162455	4	Skerries, County Fingal, Ireland	EI	EI35	18288	53.5828	-6.10833	-1505676	0								4	Skerries, County Fingal, Ireland	EI	EI35	18288	53.5828	-6.10833	-1505676	20191205081500	http://www.dublinpeople.com/news/northsideeast/articles/2019/12/05/4183027-lack-of-school-places-criticised/
890968453	20181205	201812	2018	2018.9178	ELI	ACTOR						ELI													1	193	193	19	4	-10.0	2	1	2	-1.21457489878542	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20191205081500	https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/rishi-kapoor-expresses-is-not-fond-of-being-called-chintoo-parents-must-never-nick-name-a-child-i-never-did/articleshow/72380534.cms
890968454	20181205	201812	2018	2018.9178	ELI	ACTOR						ELI			IND	DELHI	IND								1	193	193	19	4	-10.0	2	1	2	-1.21457489878542	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20191205081500	https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/rishi-kapoor-expresses-is-not-fond-of-being-called-chintoo-parents-must-never-nick-name-a-child-i-never-did/articleshow/72380534.cms
890968455	20181205	201812	2018	2018.9178	ELI	ACTOR						ELI			IND	DELHI	IND								1	193	193	19	4	-10.0	1	1	1	-1.21457489878542	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20191205081500	https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/rishi-kapoor-expresses-is-not-fond-of-being-called-chintoo-parents-must-never-nick-name-a-child-i-never-did/articleshow/72380534.cms
890968456	20181205	201812	2018	2018.9178	GOVCOP	INSPECTOR GENERAL						GOV	COP												1	020	020	02	1	3.0	3	1	3	-1.75438596491228	1	Russia	RS	RS		60	100	RS	0								1	Russia	RS	RS		60	100	RS	20191205081500	https://www.usatoday.com/story/news/politics/2019/12/05/fisa-report-inspector-general-probe-into-fbi-may-not-satisfy-trumps-predictions-william-barr/2597748001/
890968457	20181205	201812	2018	2018.9178	GOVCOP	INSPECTOR GENERAL						GOV	COP												1	090	090	09	2	-2.0	3	1	3	-1.75438596491228	1	Italy	IT	IT		42.833333	12.833333	IT	0								1	Italy	IT	IT		42.833333	12.833333	IT	20191205081500	https://www.usatoday.com/story/news/politics/2019/12/05/fisa-report-inspector-general-probe-into-fbi-may-not-satisfy-trumps-predictions-william-barr/2597748001/
890968458	20181205	201812	2018	2018.9178	GOVCOP	INSPECTOR GENERAL						GOV	COP		RUS	RUSSIA	RUS								1	090	090	09	2	-2.0	2	1	2	-1.75438596491228	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20191205081500	https://www.usatoday.com/story/news/politics/2019/12/05/fisa-report-inspector-general-probe-into-fbi-may-not-satisfy-trumps-predictions-william-barr/2597748001/
890968459	20181205	201812	2018	2018.9178	ISR	ISRAEL	ISR								USA	UNITED STATES	USA								0	0874	087	08	2	10.0	1	1	1	-6.14617940199336	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20191205081500	https://aawsat.com/english/home/article/2020291/netanyahu-urges-pompeo-exert-more-pressure-iran
890968460	20181205	201812	2018	2018.9178	ISR	ISRAEL	ISR								USA	UNITED STATES	USA								0	0874	087	08	2	10.0	1	1	1	-6.14617940199336	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20191205081500	https://aawsat.com/english/home/article/2020291/netanyahu-urges-pompeo-exert-more-pressure-iran
890968461	20181205	201812	2018	2018.9178	JUD	SUPREME COURT						JUD													1	081	081	08	2	5.0	5	1	5	1.432664756447	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	0								5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	20191205081500	https://www.timesnownews.com/india/article/september-2018-sabarimala-verdict-not-the-last-word-cji-sa-bobde/523332
890968462	20181205	201812	2018	2018.9178	USA	UNITED STATES	USA																		0	0874	087	08	2	10.0	1	1	1	-6.14617940199336	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20191205081500	https://aawsat.com/english/home/article/2020291/netanyahu-urges-pompeo-exert-more-pressure-iran
890968463	20181205	201812	2018	2018.9178	USA	UNITED STATES	USA								BUS	COMPANIES						BUS			0	013	013	01	1	0.4	2	1	2	4.32190760059613	3	Elko, Nevada, United States	US	USNV	NV007	40.8324	-115.763	845452	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	3	Elko, Nevada, United States	US	USNV	NV007	40.8324	-115.763	845452	20191205081500	https://elkodaily.com/news/local/u-s-gold-optimistic-after-latest-keystone-drilling/article_2dd9a093-74b0-53b6-8d64-77e383223525.html
890968464	20181205	201812	2018	2018.9178	USA	UNITED STATES	USA								BUS	COMPANY						BUS			1	071	071	07	2	7.4	2	1	2	-2.7027027027027	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	1	United States	US	US		39.828175	-98.5795	US	20191205081500	https://pocketnow.com/huawei-to-relocate-research-center-from-the-u-s-to-canada
890968465	20181205	201812	2018	2018.9178	USA	UNITED STATES	USA								BUS	COMPANY						BUS			1	071	071	07	2	7.4	2	1	2	-2.7027027027027	1	United States	US	US		39.828175	-98.5795	US	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20191205081500	https://pocketnow.com/huawei-to-relocate-research-center-from-the-u-s-to-canada
890968466	20191105	201911	2019	2019.8356	ISR	ISRAEL	ISR								PSE	WEST BANK	PSE								0	040	040	04	1	1.0	2	1	2	-6.14617940199336	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	1	West Bank	WE	WE		31.666667	35.25	WE	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20191205081500	https://aawsat.com/english/home/article/2020291/netanyahu-urges-pompeo-exert-more-pressure-iran
890968467	20191105	201911	2019	2019.8356	NGA	KADUNA	NGA								CRM	ARMED BANDIT						CRM			0	111	111	11	3	-2.0	8	1	8	-6.81818181818182	4	Kaduna, Kaduna, Nigeria	NI	NI23	22832	10.5231	7.44028	-2014086	4	Igabi, Kaduna, Nigeria	NI	NI23	191092	10.7889	7.77493	-2010949	4	Igabi, Kaduna, Nigeria	NI	NI23	191092	10.7889	7.77493	-2010949	20191205081500	https://www.legit.ng/1281737-bandits-kill-13-abduct-community-leaders-niger-state.html
