890937621	20181205	201812	2018	2018.9178											AUS	AUSTRALIA	AUS								1	043	043	04	1	2.8	4	1	4	3.73443983402489	0								4	Exmouth, Western Australia, Australia	AS	AS08	5480	-21.9402	114.125	252507	4	Exmouth, Western Australia, Australia	AS	AS08	5480	-21.9402	114.125	252507	20191205043000	http://www.fishingworld.com.au/news/new-artificial-reef-announced-for-carnarvon
890937622	20181205	201812	2018	2018.9178											IGOUNO	UNITED NATIONS		UNO				IGO			0	057	057	05	1	8.0	5	1	5	1.38888888888889	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20191205043000	http://www.globalissues.org/news/2019/12/04/25920
890937623	20181205	201812	2018	2018.9178	AUS	AUSTRALIA	AUS																		1	042	042	04	1	1.9	4	1	4	3.73443983402489	4	Exmouth, Western Australia, Australia	AS	AS08	5480	-21.9402	114.125	252507	0								4	Exmouth, Western Australia, Australia	AS	AS08	5480	-21.9402	114.125	252507	20191205043000	http://www.fishingworld.com.au/news/new-artificial-reef-announced-for-carnarvon
890937624	20181205	201812	2018	2018.9178	DNKGRLREL	GREENLAND	DNK								REL	PRIEST									0	084	084	08	2	7.0	2	1	2	-3.97877984084881	1	Greenland	GL	GL		72	-40	GL	1	Greenland	GL	GL		72	-40	GL	1	Greenland	GL	GL		72	-40	GL	20191205043000	https://www.wutc.org/post/warming-temperatures-are-forcing-people-greenland-change-their-lifestyles
890937625	20181205	201812	2018	2018.9178	DNKGRLREL	GREENLAND	DNK								REL	PRIEST									0	112	112	11	3	-2.0	2	1	2	-3.97877984084881	1	Greenland	GL	GL		72	-40	GL	1	Greenland	GL	GL		72	-40	GL	1	Greenland	GL	GL		72	-40	GL	20191205043000	https://www.wutc.org/post/warming-temperatures-are-forcing-people-greenland-change-their-lifestyles
890937626	20181205	201812	2018	2018.9178	IGOUNO	UNITED NATIONS		UNO				IGO													0	057	057	05	1	8.0	5	1	5	1.38888888888889	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20191205043000	http://www.globalissues.org/news/2019/12/04/25920
890937627	20181205	201812	2018	2018.9178	REL	BISHOP																			0	084	084	08	2	7.0	20	2	20	-4.23280423280424	0								0								0								20191205043000	https://www.wutc.org/post/bishop-richard-malone-buffalo-resigns-because-role-clergy-abuse-crisis
890937628	20181205	201812	2018	2018.9178	REL	BISHOP																			0	084	084	08	2	7.0	6	1	6	-3.97877984084881	1	Greenland	GL	GL		72	-40	GL	0								1	Greenland	GL	GL		72	-40	GL	20191205043000	https://www.wutc.org/post/warming-temperatures-are-forcing-people-greenland-change-their-lifestyles
890937629	20181205	201812	2018	2018.9178	REL	BISHOP									DNKGRL	GREENLAND	DNK								0	084	084	08	2	7.0	2	1	2	-3.97877984084881	1	Greenland	GL	GL		72	-40	GL	1	Greenland	GL	GL		72	-40	GL	1	Greenland	GL	GL		72	-40	GL	20191205043000	https://www.wutc.org/post/warming-temperatures-are-forcing-people-greenland-change-their-lifestyles
890937630	20191105	201911	2019	2019.8356	EDU	STUDENT						EDU			MYS	SABAH	MYS								1	042	042	04	1	1.9	6	1	6	1.54738878143133	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20191205043000	https://says.com/my/news/sabah-primary-school-films-get-over-20-million-views-on-youtube-and-shown-overseas
890937631	20191105	201911	2019	2019.8356	EDU	STUDENT						EDU			MYS	SABAH	MYS								1	042	042	04	1	1.9	4	1	4	1.54738878143133	1	Slovenia	SI	SI		46.25	15.166667	SI	1	Slovenia	SI	SI		46.25	15.166667	SI	1	Slovenia	SI	SI		46.25	15.166667	SI	20191205043000	https://says.com/my/news/sabah-primary-school-films-get-over-20-million-views-on-youtube-and-shown-overseas
890937632	20191105	201911	2019	2019.8356	GOVEDU	MINIST OF EDUCATION						GOV	EDU		SGP	SINGAPORE	SGP								1	036	036	03	1	4.0	20	1	20	1.98428686543111	1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	20191205043000	https://www.theonlinecitizen.com/2019/12/05/moes-indian-scholars-arriving-in-sg-in-dec-jan-ong-says-wont-save-much-if-all-foreign-scholars-are-sent-back/
890937633	20191105	201911	2019	2019.8356	JUD	PROSECUTOR						JUD			USA	WISCONSIN	USA								1	173	173	17	4	-5.0	2	1	2	-8.37209302325581	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20191205043000	https://www.nbc15.com/content/news/Man-charged-with-damaging-state-Supreme-Court-chambers-565816751.html
890937634	20191105	201911	2019	2019.8356	JUD	PROSECUTOR						JUD			USAJUD	WISCONSIN	USA					JUD			1	173	173	17	4	-5.0	6	1	6	-8.37209302325581	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20191205043000	https://www.nbc15.com/content/news/Man-charged-with-damaging-state-Supreme-Court-chambers-565816751.html
890937635	20191105	201911	2019	2019.8356	MYS	SABAH	MYS								EDU	STUDENT						EDU			1	043	043	04	1	2.8	10	1	10	1.54738878143133	1	Slovenia	SI	SI		46.25	15.166667	SI	1	Slovenia	SI	SI		46.25	15.166667	SI	1	Slovenia	SI	SI		46.25	15.166667	SI	20191205043000	https://says.com/my/news/sabah-primary-school-films-get-over-20-million-views-on-youtube-and-shown-overseas
890937636	20191128	201911	2019	2019.8986	GBR	UNITED KINGDOM	GBR								JPN	JAPAN	JPN								1	110	110	11	3	-2.0	5	1	5	2.48868778280543	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20191205043000	https://www.rsn.net.au/arran-went-sideways-in-hot-vase-in-2018-the-only-way-is-up/
890937637	20191128	201911	2019	2019.8986	GOV	KING						GOV			JUDJUD	SUPERIOR COURT						JUD	JUD		1	051	051	05	1	3.4	2	1	2	0.840336134453779	3	King County, Washington, United States	US	USWA	WA033	47.4665	-121.818	1531933	3	King County, Washington, United States	US	USWA		47.4665	-121.818	1531933	3	King County, Washington, United States	US	USWA		47.4665	-121.818	1531933	20191205043000	https://q13fox.com/2019/12/04/wa-supreme-court-upholds-decision-to-temporarily-block-i-976/
890937638	20191128	201911	2019	2019.8986	GOV	REGULATOR						GOV			MIL	CARRIER						MIL			1	115	115	11	3	-2.0	5	1	5	-3.48101265822784	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20191205043000	https://technode.com/2019/12/05/huawei-sues-fcc-over-a-federal-purchase-ban-citing-us-constitution/
890937639	20191128	201911	2019	2019.8986	GOV	REGULATOR						GOV			MIL	CARRIER						MIL			1	172	172	17	4	-5.0	1	1	1	-3.48101265822784	4	Guangzhou, Guangdong, China	CH	CH30	13033	23.1167	113.25	-1907161	4	Liuping, Gansu, China	CH	CH15	13270	33.8356	104.292	10649941	4	Guangzhou, Guangdong, China	CH	CH30	13033	23.1167	113.25	-1907161	20191205043000	https://technode.com/2019/12/05/huawei-sues-fcc-over-a-federal-purchase-ban-citing-us-constitution/
890937640	20191128	201911	2019	2019.8986	GOV	REGULATOR						GOV			MIL	CARRIER						MIL			1	172	172	17	4	-5.0	4	1	4	-3.48101265822784	4	Guangzhou, Guangdong, China	CH	CH30	13033	23.1167	113.25	-1907161	4	Liuping, Gansu, China	CH	CH15	13270	33.8356	104.292	10649941	4	Liuping, Gansu, China	CH	CH15	13270	33.8356	104.292	10649941	20191205043000	https://technode.com/2019/12/05/huawei-sues-fcc-over-a-federal-purchase-ban-citing-us-constitution/
890937641	20191128	201911	2019	2019.8986	USAJUD	UNITED STATES	USA					JUD			JUDJUD	JUDGE						JUD	JUD		1	051	051	05	1	3.4	4	1	4	0.840336134453779	3	King County, Washington, United States	US	USWA	WA033	47.4665	-121.818	1531933	3	King County, Washington, United States	US	USWA		47.4665	-121.818	1531933	3	King County, Washington, United States	US	USWA		47.4665	-121.818	1531933	20191205043000	https://q13fox.com/2019/12/04/wa-supreme-court-upholds-decision-to-temporarily-block-i-976/
890937642	20191205	201912	2019	2019.9178											AFG	AFGHANISTAN	AFG								1	164	164	16	4	-7.0	3	1	3	-1.95177956371986	0								1	Afghanistan	AF	AF		33	66	AF	1	Afghanistan	AF	AF		33	66	AF	20191205043000	http://www.digitaljournal.com/news/world/trump-on-quest-for-foreign-wins-and-drama-in-election-year/article/562998
890937643	20191205	201912	2019	2019.9178											AFGLAB	AFGHANISTAN	AFG					LAB			0	190	190	19	4	-10.0	2	1	2	-2.86259541984733	0								4	Peshawar, North-West Frontier, Pakistan	PK	PK03	40347	34.0078	71.5733	-2771364	5	Nangarhar, Nangarhar, Afghanistan	AF	AF18	99928	34.3333	70.4167	-3385101	20191205043000	https://www.japantimes.co.jp/news/2019/12/04/national/japanese-physician-tetsu-nakamura-killed-in-afghanistan/
