891041682	20181205	201812	2018	2018.9178	EDU	UNIVERSITY						EDU			MED	WEBSITE						MED			1	010	010	01	1	0.0	5	1	5	-0.34305317324185	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20191205150000	https://forward.com/culture/435974/happy-ladino-day-how-to-celebrate-an-endangered-language/
891041683	20181205	201812	2018	2018.9178	USALEG	UNITED STATES	USA					LEG													1	051	051	05	1	3.4	2	1	2	-1.3745704467354	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20191205150000	https://www.michiganradio.org/post/driskell-challenges-walberg-michigan-7th-congressional-seat
891041684	20181205	201812	2018	2018.9178	scoGOV	SCOTTISH			sco			GOV													1	010	010	01	1	0.0	10	1	10	0	1	United Kingdom	UK	UK		54	-4	UK	0								1	United Kingdom	UK	UK		54	-4	UK	20191205150000	https://www.farminguk.com/news/scottish-emissions-target-will-be-missed-unless-agri-schemes-unveiled_54542.html
891041685	20191105	201911	2019	2019.8356	GRC	THESSALONIKI	GRC								LEG	REPRESENTATIVES						LEG			1	043	043	04	1	2.8	5	1	5	0.67911714770798	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20191205150000	https://www.tmcnet.com/usubmit/2019/12/05/9065109.htm
891041686	20191105	201911	2019	2019.8356	IRN	TEHRAN	IRN								OPP	PROTESTER						OPP			1	0841	084	08	2	7.0	10	1	10	-4.80769230769231	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20191205150000	https://www.gnsnews.co.in/iran-prez-rouhani-announces-for-release-of-innocent-unarmed-protesters/
891041687	20191105	201911	2019	2019.8356	IRN	TEHRAN	IRN								OPP	PROTESTER						OPP			1	141	141	14	3	-6.5	10	1	10	-4.80769230769231	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20191205150000	https://www.gnsnews.co.in/iran-prez-rouhani-announces-for-release-of-innocent-unarmed-protesters/
891041688	20191105	201911	2019	2019.8356	IRN	TEHRAN	IRN								OPP	PROTESTER						OPP			1	175	175	17	4	-9.0	10	1	10	-4.80769230769231	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20191205150000	https://www.gnsnews.co.in/iran-prez-rouhani-announces-for-release-of-innocent-unarmed-protesters/
891041689	20191105	201911	2019	2019.8356	JUD	SUPREME COURT						JUD													1	012	012	01	1	-0.4	10	1	10	-2.03327171903881	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	0								4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20191205150000	https://www.timesofisrael.com/elections-committee-lacks-staff-equipment-for-3rd-vote-director-warns/
891041690	20191105	201911	2019	2019.8356	JUD	SUPREME COURT						JUD													1	154	154	15	4	-7.2	10	1	10	-2.03327171903881	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	0								4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20191205150000	https://www.timesofisrael.com/elections-committee-lacks-staff-equipment-for-3rd-vote-director-warns/
891041691	20191105	201911	2019	2019.8356	LEG	REPRESENTATIVES						LEG			GRC	THESSALONIKI	GRC								1	042	042	04	1	1.9	5	1	5	0.67911714770798	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20191205150000	https://www.tmcnet.com/usubmit/2019/12/05/9065109.htm
891041692	20191105	201911	2019	2019.8356	MNCJPN	SONY	JPN					MNC													1	036	036	03	1	4.0	10	1	10	0.431965442764582	0								0								0								20191205150000	https://www.androidheadlines.com/2019/12/android-10-rolling-out-to-sony-xperia-1-xperia-5-flagships.html
891041693	20191128	201911	2019	2019.8986	DEU	GERMANY	DEU								GOV	REGULATOR						GOV			0	020	020	02	1	3.0	20	1	20	-0.67943883733357	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	1	Germany	GM	GM		51.5	10.5	GM	20191205150000	https://www.reuters.com/article/tennet-hldg-equity-idUSL8N28F3TA
891041694	20191128	201911	2019	2019.8986	GBR	BRITISH	GBR								PTY	PARTY LEADER									1	111	111	11	3	-2.0	4	1	4	-4.42286947141316	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20191205150000	https://www.camera.org/article/new-york-times-fabricates-fierce-debate-among-british-jews/
891041695	20191128	201911	2019	2019.8986	GBR	BRITISH	GBR								PTY	PARTY LEADER									1	111	111	11	3	-2.0	6	1	6	-4.42286947141316	2	New York, United States	US	USNY		42.1497	-74.9384	NY	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20191205150000	https://www.camera.org/article/new-york-times-fabricates-fierce-debate-among-british-jews/
891041696	20191204	201912	2019	2019.9151	GBR	BRITISH	GBR								EUR	EUROPEAN	EUR								1	172	172	17	4	-5.0	8	1	8	1.36612021857924	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20191205150000	https://www.computing.co.uk/ctg/news/3084494/bp-to-shutter-mega-european-data-centres-in-preference-for-aws
891041697	20191204	201912	2019	2019.9151	JPN	JAPANESE	JPN								USA	AMERICAN	USA								0	010	010	01	1	0.0	8	1	8	-4.7180667433832	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20191205150000	https://www.redstate.com/bonchie/2019/12/05/yesterdays-impeachment-hearing-mind-numbingly-stupid/
891041698	20191204	201912	2019	2019.9151	JPN	JAPANESE	JPN								USA	AMERICAN	USA								0	010	010	01	1	0.0	2	1	2	-4.7180667433832	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20191205150000	https://www.redstate.com/bonchie/2019/12/05/yesterdays-impeachment-hearing-mind-numbingly-stupid/
891041699	20191204	201912	2019	2019.9151	MNC	BRITISH PETROLEUM						MNC			EUR	EUROPEAN	EUR								1	172	172	17	4	-5.0	2	1	2	1.36612021857924	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20191205150000	https://www.computing.co.uk/ctg/news/3084494/bp-to-shutter-mega-european-data-centres-in-preference-for-aws
891041700	20191204	201912	2019	2019.9151	MOZ	MOZAMBIQUE	MOZ								NGODEV	TRANSPARENCY INTERNATIONAL						NGO	DEV		1	010	010	01	1	0.0	2	1	2	-9.70873786407765	1	Mozambique	MZ	MZ		-18.25	35	MZ	1	Mozambique	MZ	MZ		-18.25	35	MZ	1	Mozambique	MZ	MZ		-18.25	35	MZ	20191205150000	https://www.transparency.org/news/pressrelease/condemnation_of_harassment_against_anti_corruption_campaigner_in_mozambique
891041701	20191204	201912	2019	2019.9151	NGODEV	TRANSPARENCY INTERNATIONAL						NGO	DEV												1	010	010	01	1	0.0	3	1	3	-9.70873786407765	1	Mozambique	MZ	MZ		-18.25	35	MZ	0								1	Mozambique	MZ	MZ		-18.25	35	MZ	20191205150000	https://www.transparency.org/news/pressrelease/condemnation_of_harassment_against_anti_corruption_campaigner_in_mozambique
891041702	20191205	201912	2019	2019.9178											ARE	ABU DHABI	ARE								1	020	020	02	1	3.0	10	1	10	4.07925407925408	0								1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	20191205150000	https://www.arabianbusiness.com/business/432795-driving-force-pirellis-plans-for-the-uae
891041703	20191205	201912	2019	2019.9178											AUSCVL	AUSTRALIAN	AUS					CVL			0	193	193	19	4	-10.0	6	1	6	-0.64102564102565	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20191205150000	https://www.couriermail.com.au/news/breaking-news/canadian-team-to-help-fight-aust-bushfires/news-story/c9336a2b897febdf2866b8043503fda9?nk=3a107e7f6da83417eb7bde77d7312a9c-1575557247
