891113258	20181205	201812	2018	2018.9178	GBR	UNITED KINGDOM	GBR																		0	173	173	17	4	-5.0	2	1	2	-8.35654596100279	4	Strabane, Strabane, United Kingdom	UK	UKT4	18287	54.8	-7.46667	-2608908	0								4	Londonderry, Derry, United Kingdom	UK	UKS6	18287	55	-7.33333	-2601896	20191205211500	https://www.belfasttelegraph.co.uk/news/northern-ireland/karol-kelly-murder-accused-slashed-derry-man-across-face-with-knife-court-told-38757484.html
891113259	20181205	201812	2018	2018.9178	GBR	UNITED KINGDOM	GBR																		0	173	173	17	4	-5.0	4	1	4	-8.35654596100279	4	Strabane, Strabane, United Kingdom	UK	UKT4	18287	54.8	-7.46667	-2608908	0								4	Strabane, Strabane, United Kingdom	UK	UKT4	18287	54.8	-7.46667	-2608908	20191205211500	https://www.belfasttelegraph.co.uk/news/northern-ireland/karol-kelly-murder-accused-slashed-derry-man-across-face-with-knife-court-told-38757484.html
891113260	20181205	201812	2018	2018.9178	GBR	UNITED KINGDOM	GBR																		0	190	190	19	4	-10.0	2	1	2	-8.35654596100279	4	Strabane, Strabane, United Kingdom	UK	UKT4	18287	54.8	-7.46667	-2608908	0								4	Londonderry, Derry, United Kingdom	UK	UKS6	18287	55	-7.33333	-2601896	20191205211500	https://www.belfasttelegraph.co.uk/news/northern-ireland/karol-kelly-murder-accused-slashed-derry-man-across-face-with-knife-court-told-38757484.html
891113261	20181205	201812	2018	2018.9178	GBR	UNITED KINGDOM	GBR																		0	190	190	19	4	-10.0	4	1	4	-8.35654596100279	4	Strabane, Strabane, United Kingdom	UK	UKT4	18287	54.8	-7.46667	-2608908	0								4	Strabane, Strabane, United Kingdom	UK	UKT4	18287	54.8	-7.46667	-2608908	20191205211500	https://www.belfasttelegraph.co.uk/news/northern-ireland/karol-kelly-murder-accused-slashed-derry-man-across-face-with-knife-court-told-38757484.html
891113262	20181205	201812	2018	2018.9178	IDN	INDONESIA	IDN								GOVAGR	AGRICULTURE MINIST						GOV	AGR		1	061	061	06	2	6.4	3	1	3	0.55555555555556	1	Indonesia	ID	ID		-5	120	ID	1	Indonesia	ID	ID		-5	120	ID	1	Indonesia	ID	ID		-5	120	ID	20191205211500	https://en.vietnamplus.vn/intl-workshop-discusses-peace-sustaining-amid-uncertainties/164880.vnp
891113263	20181205	201812	2018	2018.9178	IDN	INDONESIA	IDN								GOVAGR	AGRICULTURE MINIST						GOV	AGR		1	061	061	06	2	6.4	1	1	1	0.55555555555556	1	Indonesia	ID	ID		-5	120	ID	1	Singapore	SN	SN		1.366667	103.8	SN	1	Indonesia	ID	ID		-5	120	ID	20191205211500	https://en.vietnamplus.vn/intl-workshop-discusses-peace-sustaining-amid-uncertainties/164880.vnp
891113264	20181205	201812	2018	2018.9178	IDN	INDONESIA	IDN								SGPGOVAGR	SINGAPORE	SGP					GOV	AGR		1	061	061	06	2	6.4	1	1	1	0.55555555555556	1	Indonesia	ID	ID		-5	120	ID	1	Singapore	SN	SN		1.366667	103.8	SN	1	Indonesia	ID	ID		-5	120	ID	20191205211500	https://en.vietnamplus.vn/intl-workshop-discusses-peace-sustaining-amid-uncertainties/164880.vnp
891113265	20191105	201911	2019	2019.8356	COP	POLICE						COP			JPN	JAPAN	JPN								1	173	173	17	4	-5.0	2	1	2	-8.63309352517986	4	Hachioji, Tokyo, Japan	JA	JA40	36288	35.6558	139.324	-228119	4	Hachioji, Tokyo, Japan	JA	JA40	36288	35.6558	139.324	-228119	4	Hachioji, Tokyo, Japan	JA	JA40	36288	35.6558	139.324	-228119	20191205211500	https://www.tokyoreporter.com/japan-news/bar-employee-29-accused-of-raping-woman-in-hachioji/
891113266	20191105	201911	2019	2019.8356	COP	POLICE						COP			JPN	JAPAN	JPN								1	1821	182	18	4	-9.0	2	1	2	-8.63309352517986	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Hachioji, Tokyo, Japan	JA	JA40	36288	35.6558	139.324	-228119	4	Hachioji, Tokyo, Japan	JA	JA40	36288	35.6558	139.324	-228119	20191205211500	https://www.tokyoreporter.com/japan-news/bar-employee-29-accused-of-raping-woman-in-hachioji/
891113267	20191105	201911	2019	2019.8356	COP	POLICE						COP			LAB	EMPLOYEE						LAB			1	172	172	17	4	-5.0	2	1	2	-8.63309352517986	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Hachioji, Tokyo, Japan	JA	JA40	36288	35.6558	139.324	-228119	4	Hachioji, Tokyo, Japan	JA	JA40	36288	35.6558	139.324	-228119	20191205211500	https://www.tokyoreporter.com/japan-news/bar-employee-29-accused-of-raping-woman-in-hachioji/
891113268	20191105	201911	2019	2019.8356	COP	POLICE						COP			USA	HOUSTON	USA								1	090	090	09	2	-2.0	24	2	24	-7.25806451612903	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	20191205211500	https://www.chron.com/neighborhood/cyfair/news/article/Suspects-sought-in-armed-robbery-Shipley-Donuts-14884944.php
891113269	20191105	201911	2019	2019.8356	GOV	SECRETARY OF STATE						GOV			USA	THE US	USA								0	043	043	04	1	2.8	6	1	6	-3.59477124183006	4	Jordan Valley, Israel (general), Israel	IS	IS00	18314	32.6667	35.5	-2542918	4	Jordan Valley, Israel (general), Israel	IS	IS00	18314	32.6667	35.5	-2542918	4	Jordan Valley, Israel (general), Israel	IS	IS00	18314	32.6667	35.5	-2542918	20191205211500	https://www.straitstimes.com/world/middle-east/israel-has-full-right-to-annex-strategic-jordan-valley-says-pm-benjamin-netanyahu
891113270	20191105	201911	2019	2019.8356	ISRGOV	ISRAEL	ISR					GOV			ISR	ISRAEL	ISR								0	173	173	17	4	-5.0	2	1	2	-3.47107438016529	1	Iran	IR	IR		32	53	IR	4	Jordan Valley, Israel (general), Israel	IS	IS00	18314	32.6667	35.5	-2542918	1	Iran	IR	IR		32	53	IR	20191205211500	https://www.scotsman.com/news/politics/benjamin-netanyahu-israel-has-full-right-to-annex-strategic-jordan-valley-1-5057838
891113271	20191105	201911	2019	2019.8356	ISRGOV	ISRAEL	ISR					GOV			PRT	PORTUGAL	PRT								0	128	128	12	3	-5.0	1	1	1	-3.59477124183006	1	Iran	IR	IR		32	53	IR	4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	20191205211500	https://www.straitstimes.com/world/middle-east/israel-has-full-right-to-annex-strategic-jordan-valley-says-pm-benjamin-netanyahu
891113272	20191105	201911	2019	2019.8356	ISRGOV	ISRAEL	ISR					GOV			PRT	PORTUGAL	PRT								0	173	173	17	4	-5.0	2	1	2	-3.59477124183006	1	Iran	IR	IR		32	53	IR	4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	1	Iran	IR	IR		32	53	IR	20191205211500	https://www.straitstimes.com/world/middle-east/israel-has-full-right-to-annex-strategic-jordan-valley-says-pm-benjamin-netanyahu
891113273	20191105	201911	2019	2019.8356	PSE	WEST BANK	PSE								USA	THE US	USA								0	043	043	04	1	2.8	2	1	2	-3.59477124183006	1	West Bank	WE	WE		31.666667	35.25	WE	4	Jordan Valley, Israel (general), Israel	IS	IS00	18314	32.6667	35.5	-2542918	4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	20191205211500	https://www.straitstimes.com/world/middle-east/israel-has-full-right-to-annex-strategic-jordan-valley-says-pm-benjamin-netanyahu
891113274	20191105	201911	2019	2019.8356	USA	THE US	USA								GOV	SECRETARY OF STATE						GOV			0	042	042	04	1	1.9	6	1	6	-3.59477124183006	4	Jordan Valley, Israel (general), Israel	IS	IS00	18314	32.6667	35.5	-2542918	4	Jordan Valley, Israel (general), Israel	IS	IS00	18314	32.6667	35.5	-2542918	4	Jordan Valley, Israel (general), Israel	IS	IS00	18314	32.6667	35.5	-2542918	20191205211500	https://www.straitstimes.com/world/middle-east/israel-has-full-right-to-annex-strategic-jordan-valley-says-pm-benjamin-netanyahu
891113275	20191105	201911	2019	2019.8356	USA	THE US	USA								PSE	WEST BANK	PSE								0	042	042	04	1	1.9	2	1	2	-3.59477124183006	4	Jordan Valley, Israel (general), Israel	IS	IS00	18314	32.6667	35.5	-2542918	1	West Bank	WE	WE		31.666667	35.25	WE	4	Lisbon, Lisboa, Portugal	PO	PO14	24830	38.7167	-9.13333	-2167973	20191205211500	https://www.straitstimes.com/world/middle-east/israel-has-full-right-to-annex-strategic-jordan-valley-says-pm-benjamin-netanyahu
891113276	20191128	201911	2019	2019.8986	AFR	AFRICA	AFR																		1	180	180	18	4	-9.0	4	1	4	-6.22009569377991	4	Ndlozi, Eastern Cape, South Africa	SF	SF05	77353	-31.2566	28.3989	-1265083	0								4	Ndlozi, Eastern Cape, South Africa	SF	SF05	77353	-31.2566	28.3989	-1265083	20191205211500	https://www.enca.com/news/shivambu-appears-court-over-assault-journalist
