891011654	20091207	200912	2009	2009.9233	COD	DEMOCRATIC REPUBLIC OF CONGO	COD								REF	REFUGEE						REF			0	073	073	07	2	7.4	2	1	2	-1.10110110110111	1	Congo	CF	CF		-1	15	CF	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	1	Congo	CF	CF		-1	15	CF	20191205123000	https://www.cleveland.com/metro/2019/12/weve-become-like-a-family-refugee-response-helps-people-fleeing-violence-settle-and-succeed-cleveland-champions.html
891011655	20091207	200912	2009	2009.9233	COD	DEMOCRATIC REPUBLIC OF CONGO	COD								REF	REFUGEE						REF			0	073	073	07	2	7.4	2	1	2	-1.10110110110111	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20191205123000	https://www.cleveland.com/metro/2019/12/weve-become-like-a-family-refugee-response-helps-people-fleeing-violence-settle-and-succeed-cleveland-champions.html
891011656	20181205	201812	2018	2018.9178											CRM	GANG						CRM			0	1821	182	18	4	-9.0	10	1	10	-8.42450765864332	0								4	Rae Bareli, Uttar Pradesh, India	IN	IN36	17934	26.2167	81.2333	-2108528	4	Rae Bareli, Uttar Pradesh, India	IN	IN36	17934	26.2167	81.2333	-2108528	20191205123000	http://morungexpress.com/hyderabad-replay-rape-victim-set-ablaze-accused
891011657	20181205	201812	2018	2018.9178	CHRCTH	ARCHPRIEST				CHR	CTH				RUS	RUSSIA	RUS								0	051	051	05	1	3.4	3	1	3	2.82392026578074	4	Avvakum, Primorskiy Kray, Russia	RS	RS59	25088	43.7269	135.211	-2880499	4	Avvakum, Primorskiy Kray, Russia	RS	RS59	25088	43.7269	135.211	-2880499	4	Avvakum, Primorskiy Kray, Russia	RS	RS59	25088	43.7269	135.211	-2880499	20191205123000	https://international.la-croix.com/news/in-moscow-old-believers-begin-to-assert-their-heritage/11418
891011658	20181205	201812	2018	2018.9178	IGOEUREEC	THE EU	EUR	EEC				IGO			VNM	VIETNAM	VNM								1	030	030	03	1	4.0	2	1	2	0.42553191489362	4	Thanh Hoa, Thanh HóM, Vietnam, Republic Of	VM	VM34	74223	19.8	105.767	-3729995	4	Thanh Hoa, Thanh HóM, Vietnam, Republic Of	VM	VM34	74223	19.8	105.767	-3729995	4	Thanh Hoa, Thanh HóM, Vietnam, Republic Of	VM	VM34	74223	19.8	105.767	-3729995	20191205123000	https://en.vietnamplus.vn/novaland-expo-kicks-off-in-hcm-city/164866.vnp
891011659	20181205	201812	2018	2018.9178	JOR	JORDAN	JOR																		1	013	013	01	1	0.4	5	1	5	0.90252707581228	0								0								0								20191205123000	https://abc30.com/society/the-internet-is-outraged-by-this-peloton-holiday-commercial/5733542/
891011660	20181205	201812	2018	2018.9178	JOR	JORDAN	JOR																		1	080	080	08	2	5.0	5	1	5	0.90252707581228	0								0								0								20191205123000	https://abc30.com/society/the-internet-is-outraged-by-this-peloton-holiday-commercial/5733542/
891011661	20181205	201812	2018	2018.9178	RUSCHRCTH	RUSSIA	RUS			CHR	CTH				RUS	RUSSIA	RUS								0	051	051	05	1	3.4	2	1	2	2.82392026578074	4	Avvakum, Primorskiy Kray, Russia	RS	RS59	25088	43.7269	135.211	-2880499	4	Avvakum, Primorskiy Kray, Russia	RS	RS59	25088	43.7269	135.211	-2880499	4	Avvakum, Primorskiy Kray, Russia	RS	RS59	25088	43.7269	135.211	-2880499	20191205123000	https://international.la-croix.com/news/in-moscow-old-believers-begin-to-assert-their-heritage/11418
891011662	20181205	201812	2018	2018.9178	UKR	UKRAINIAN	UKR								USA	UNITED STATES	USA								1	130	130	13	3	-4.4	1	1	1	-4.55104551045511	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20191205123000	https://tribune.com.pk/story/2112239/3-hunter-biden-ex-vps-son-impeachment-spotlight/
891011663	20181205	201812	2018	2018.9178	USA	UNITED STATES	USA								UKR	UKRAINIAN	UKR								1	0214	021	02	1	3.4	1	1	1	-4.55104551045511	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	20191205123000	https://tribune.com.pk/story/2112239/3-hunter-biden-ex-vps-son-impeachment-spotlight/
891011664	20191105	201911	2019	2019.8356	BUS	COMPANY						BUS													0	080	080	08	2	5.0	5	1	5	3.27586206896551	2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	0								2	California, United States	US	USCA		36.17	-119.746	CA	20191205123000	https://optics.org/news/10/12/10
891011665	20191105	201911	2019	2019.8356	BUS	COMPANY						BUS													0	084	084	08	2	7.0	5	1	5	3.27586206896551	2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	0								2	New Mexico, United States	US	USNM		34.8375	-106.237	NM	20191205123000	https://optics.org/news/10/12/10
891011666	20191105	201911	2019	2019.8356	CRM	CRIMINAL						CRM			USA	UNITED STATES	USA								1	112	112	11	3	-2.0	4	1	4	-4.61538461538462	2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Maine, United States	US	USME		44.6074	-69.3977	ME	20191205123000	https://bangordailynews.com/2019/12/05/news/state/police-maine-man-threatened-to-cut-exs-toes-with-weed-wacker/
891011667	20191105	201911	2019	2019.8356	FRA	FRENCH	FRA								IGOWSTNAT	NATO	WST	NAT				IGO			1	010	010	01	1	0.0	1	1	1	-4.40251572327044	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20191205123000	https://www.realcleardefense.com/articles/2019/12/05/moscow_seeks_to_sow_discord_during_nato_jubilee_114895.html
891011668	20191105	201911	2019	2019.8356	FRA	FRENCH	FRA								IGOWSTNAT	NATO	WST	NAT				IGO			1	010	010	01	1	0.0	1	1	1	-4.40251572327044	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20191205123000	https://www.realcleardefense.com/articles/2019/12/05/moscow_seeks_to_sow_discord_during_nato_jubilee_114895.html
891011669	20191105	201911	2019	2019.8356	FRAGOV	FRENCH	FRA					GOV			IGOWSTNAT	NATO	WST	NAT				IGO			1	010	010	01	1	0.0	3	1	3	-4.40251572327044	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20191205123000	https://www.realcleardefense.com/articles/2019/12/05/moscow_seeks_to_sow_discord_during_nato_jubilee_114895.html
891011670	20191105	201911	2019	2019.8356	USA	UNITED STATES	USA								JUD	SUPERIOR COURT						JUD			1	173	173	17	4	-5.0	4	1	4	-4.61538461538462	2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Maine, United States	US	USME		44.6074	-69.3977	ME	2	Maine, United States	US	USME		44.6074	-69.3977	ME	20191205123000	https://bangordailynews.com/2019/12/05/news/state/police-maine-man-threatened-to-cut-exs-toes-with-weed-wacker/
891011671	20191105	201911	2019	2019.8356	VNM	VIETNAM	VNM								BUS	EXPORTER						BUS			1	061	061	06	2	6.4	10	1	10	0.42553191489362	4	Thanh Hoa, Thanh HóM, Vietnam, Republic Of	VM	VM34	74223	19.8	105.767	-3729995	4	Thanh Hoa, Thanh HóM, Vietnam, Republic Of	VM	VM34	74223	19.8	105.767	-3729995	4	Thanh Hoa, Thanh HóM, Vietnam, Republic Of	VM	VM34	74223	19.8	105.767	-3729995	20191205123000	https://en.vietnamplus.vn/novaland-expo-kicks-off-in-hcm-city/164866.vnp
