891120412	20091207	200912	2009	2009.9233	CRM	CRIMINAL						CRM													0	051	051	05	1	3.4	6	1	6	-3.73770491803278	4	Sinaloa, Tabasco, Mexico	MX	MX27		18.4917	-93.75	6226960	0								4	Sinaloa, Tabasco, Mexico	MX	MX27		18.4917	-93.75	6226960	20191205220000	https://www.theeagle.com/news/national/illegal-gold-flowing-through-miami-is-direct-threat-to-us/article_5992e669-33bf-53c5-8f8f-cc38aa49ab85.html
891120413	20091207	200912	2009	2009.9233	CRM	CRIMINAL						CRM													0	112	112	11	3	-2.0	6	1	6	-3.73770491803278	4	Sinaloa, Tabasco, Mexico	MX	MX27		18.4917	-93.75	6226960	0								2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	20191205220000	https://www.theeagle.com/news/national/illegal-gold-flowing-through-miami-is-direct-threat-to-us/article_5992e669-33bf-53c5-8f8f-cc38aa49ab85.html
891120414	20091207	200912	2009	2009.9233	USA	UNITED STATES	USA								CRM	CRIMINAL						CRM			0	051	051	05	1	3.4	4	1	4	-3.73770491803278	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	20191205220000	https://www.theeagle.com/news/national/illegal-gold-flowing-through-miami-is-direct-threat-to-us/article_5992e669-33bf-53c5-8f8f-cc38aa49ab85.html
891120415	20091207	200912	2009	2009.9233	USA	UNITED STATES	USA								CRM	CRIMINAL						CRM			0	112	112	11	3	-2.0	4	1	4	-3.73770491803278	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	20191205220000	https://www.theeagle.com/news/national/illegal-gold-flowing-through-miami-is-direct-threat-to-us/article_5992e669-33bf-53c5-8f8f-cc38aa49ab85.html
891120416	20181205	201812	2018	2018.9178											BGR	BULGARIA	BGR								1	043	043	04	1	2.8	10	1	10	3.24074074074074	0								4	Sunny Beach, Burgas, Bulgaria	BU	BU39	11869	42.7167	27.7	-838443	4	Sunny Beach, Burgas, Bulgaria	BU	BU39	11869	42.7167	27.7	-838443	20191205220000	https://www.holidaypirates.com/holidaypackages/mega-bargain-late-summer-2020-in-beautiful-bulgaria-from-gbp-174pp-incl-flights-7nts-hotel-breakfast_34753
891120417	20181205	201812	2018	2018.9178	BGR	BULGARIA	BGR																		1	042	042	04	1	1.9	10	1	10	3.24074074074074	4	Sunny Beach, Burgas, Bulgaria	BU	BU39	11869	42.7167	27.7	-838443	0								4	Sunny Beach, Burgas, Bulgaria	BU	BU39	11869	42.7167	27.7	-838443	20191205220000	https://www.holidaypirates.com/holidaypackages/mega-bargain-late-summer-2020-in-beautiful-bulgaria-from-gbp-174pp-incl-flights-7nts-hotel-breakfast_34753
891120418	20181205	201812	2018	2018.9178	DZA	ALGERIA	DZA																		1	051	051	05	1	3.4	2	1	2	0.75187969924812	4	Alger, Alger, Algeria	AG	AG01	37774	36.7631	3.05056	-458371	0								4	Alger, Alger, Algeria	AG	AG01	37774	36.7631	3.05056	-458371	20191205220000	https://www.tauntongazette.com/news/20191205/grand-marshal-newman-ready-for-sundays-christmas-parade
891120419	20181205	201812	2018	2018.9178	IRL	DUBLIN	IRL								CRM	CRIMINAL						CRM			1	190	190	19	4	-10.0	8	1	8	-7.52688172043011	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20191205220000	https://www.lmfm.ie/news/lmfm-news/arrests-made-in-louth-as-part-of-dublin-attempted-murder-investigation/
891120420	20181205	201812	2018	2018.9178	LEG	SENATOR						LEG			CVL	NON NATIVE						CVL			0	120	120	12	3	-4.0	4	1	4	-6.87593423019432	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20191205220000	http://www.womeninandbeyond.org/?p=23519
891120421	20181205	201812	2018	2018.9178	USAEDU	ARKANSAS	USA					EDU			EDU	STUDENT						EDU			1	051	051	05	1	3.4	6	1	6	3.13479623824451	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20191205220000	https://www.thv11.com/article/news/education/ua-little-rock-student-who-died-from-cancer-to-be-honored-with-posthumous-business-degree/91-4037e455-0863-465b-821d-d7ce8d2859a3
