890972457	20181205	201812	2018	2018.9178	CHN	CHINA	CHN																		0	010	010	01	1	0.0	20	2	20	-0.584478824642435	4	Ying Yong, Fujian, China	CH	CH07	13012	24.8217	117.22	9160048	0								4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20191205084500	https://uk.reuters.com/article/uk-taiwan-election-mayor/china-too-distracted-to-worry-about-taiwan-taipei-mayor-says-idUKKBN1Y90P4
890972458	20181205	201812	2018	2018.9178	CHN	CHINESE	CHN																		1	030	030	03	1	4.0	6	1	6	-5.83941605839416	1	Argentina	AR	AR		-34	-64	AR	0								1	China	CH	CH		35	105	CH	20191205084500	https://www.telegraph.co.uk/opinion/2019/12/05/trumps-erratic-approach-world-trade-undermining-international/
890972459	20181205	201812	2018	2018.9178	CVL	SCIENTIST						CVL			LTU	LITHUANIAN	LTU								1	010	010	01	1	0.0	7	1	7	0.324675324675325	4	Kruonis, Lithuania (general), Lithuania	LH	LH00	19128	54.7667	24.2333	-2615811	4	Kruonis, Lithuania (general), Lithuania	LH	LH00	19128	54.7667	24.2333	-2615811	4	Kruonis, Lithuania (general), Lithuania	LH	LH00	19128	54.7667	24.2333	-2615811	20191205084500	https://www.lrt.lt/en/news-in-english/19/1122383/lithuania-ups-energy-production-to-switch-from-moscow-controlled-grid
890972460	20181205	201812	2018	2018.9178	CVL	SCIENTIST						CVL			LTU	LITHUANIAN	LTU								1	010	010	01	1	0.0	3	1	3	0.324675324675325	4	Vilnius, Vilniaus Apskritis, Lithuania	LH	LH65	19171	54.6833	25.3167	-2620663	4	Vilnius, Vilniaus Apskritis, Lithuania	LH	LH65	19171	54.6833	25.3167	-2620663	4	Vilnius, Vilniaus Apskritis, Lithuania	LH	LH65	19171	54.6833	25.3167	-2620663	20191205084500	https://www.lrt.lt/en/news-in-english/19/1122383/lithuania-ups-energy-production-to-switch-from-moscow-controlled-grid
890972461	20181205	201812	2018	2018.9178	GOV	PRESIDENT						GOV													0	081	081	08	2	5.0	2	1	2	-5.76441102756892	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20191205084500	https://www.dallasnews.com/opinion/commentary/2019/12/05/nancy-pelosi-was-right-about-impeachment-and-thats-why-democrats-have-a-problem/
890972462	20181205	201812	2018	2018.9178	GOV	PRESIDENT						GOV													0	081	081	08	2	5.0	3	1	3	-5.76441102756892	1	Russia	RS	RS		60	100	RS	0								1	Russia	RS	RS		60	100	RS	20191205084500	https://www.dallasnews.com/opinion/commentary/2019/12/05/nancy-pelosi-was-right-about-impeachment-and-thats-why-democrats-have-a-problem/
890972463	20181205	201812	2018	2018.9178	GOV	GOVERNMENT						GOV			JUD	SPECIAL COURT						JUD			1	060	060	06	2	6.0	10	1	10	2.834008097166	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20191205084500	https://www.newsweekpakistan.com/special-courts-to-protect-rights-of-children-cabinet/
890972464	20181205	201812	2018	2018.9178	IRL	IRELAND	IRL								GBR	UNITED KINGDOM	GBR								1	061	061	06	2	6.4	6	1	6	0.67911714770798	1	Ireland	EI	EI		53	-8	EI	4	Bushmills, Moyle, United Kingdom	UK	UKS8	40176	55.2	-6.51667	-2591424	4	Bushmills, Moyle, United Kingdom	UK	UKS8	40176	55.2	-6.51667	-2591424	20191205084500	https://www.belfasttelegraph.co.uk/business/food-drink-hospitality/drinks-ireland-urges-next-pm-to-help-northern-irelands-distilleries-by-slashing-alcohol-duty-38754688.html
890972465	20181205	201812	2018	2018.9178	IRL	IRELAND	IRL								GBR	UNITED KINGDOM	GBR								1	061	061	06	2	6.4	4	1	4	0.67911714770798	1	Ireland	EI	EI		53	-8	EI	4	Bushmills, Moyle, United Kingdom	UK	UKS8	40176	55.2	-6.51667	-2591424	1	Ireland	EI	EI		53	-8	EI	20191205084500	https://www.belfasttelegraph.co.uk/business/food-drink-hospitality/drinks-ireland-urges-next-pm-to-help-northern-irelands-distilleries-by-slashing-alcohol-duty-38754688.html
890972466	20181205	201812	2018	2018.9178	KOR	SOUTH KOREA	KOR								USAMIL	AMERICAN TROOPS	USA					MIL			0	040	040	04	1	1.0	1	1	1	1.06761565836299	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20191205084500	http://www.koreatimes.co.kr/www/nation/2019/12/356_279868.html
890972467	20181205	201812	2018	2018.9178	LEG	SENATE						LEG			GOV	PRESIDENT						GOV			0	016	016	01	1	-2.0	2	1	2	-5.76441102756892	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20191205084500	https://www.dallasnews.com/opinion/commentary/2019/12/05/nancy-pelosi-was-right-about-impeachment-and-thats-why-democrats-have-a-problem/
890972468	20181205	201812	2018	2018.9178	LEG	SENATE						LEG			GOV	PRESIDENT						GOV			0	016	016	01	1	-2.0	3	1	3	-5.76441102756892	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20191205084500	https://www.dallasnews.com/opinion/commentary/2019/12/05/nancy-pelosi-was-right-about-impeachment-and-thats-why-democrats-have-a-problem/
890972469	20181205	201812	2018	2018.9178	LEG	SENATE						LEG			GOV	PRESIDENT						GOV			0	081	081	08	2	5.0	2	1	2	-5.76441102756892	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20191205084500	https://www.dallasnews.com/opinion/commentary/2019/12/05/nancy-pelosi-was-right-about-impeachment-and-thats-why-democrats-have-a-problem/
890972470	20181205	201812	2018	2018.9178	LEG	SENATE						LEG			GOV	PRESIDENT						GOV			0	081	081	08	2	5.0	3	1	3	-5.76441102756892	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20191205084500	https://www.dallasnews.com/opinion/commentary/2019/12/05/nancy-pelosi-was-right-about-impeachment-and-thats-why-democrats-have-a-problem/
890972471	20181205	201812	2018	2018.9178	USAMIL	AMERICAN TROOPS	USA					MIL			KOR	SOUTH KOREA	KOR								0	040	040	04	1	1.0	1	1	1	1.06761565836299	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20191205084500	http://www.koreatimes.co.kr/www/nation/2019/12/356_279868.html
890972472	20191128	201911	2019	2019.8986											LEG	LEGISLATIVE ASSEMBLY						LEG			1	042	042	04	1	1.9	10	1	10	-2.53164556962025	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20191205084500	https://www.abc.net.au/news/2019-12-05/wa-voluntary-euthanasia-law-passes-upper-house-vote/11771302
890972473	20191128	201911	2019	2019.8986	CVLGOV	VILLAGE						CVL	GOV												1	160	160	16	4	-4.0	6	1	6	0.91743119266055	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20191205084500	https://www.adirondackdailyenterprise.com/news/weekender-a-e/2019/12/a-movie-theater-in-sl-would-be-a-dream-come-true/
890972474	20191128	201911	2019	2019.8986	CVLGOV	VILLAGE						CVL	GOV		USA	UNITED STATES	USA								1	160	160	16	4	-4.0	2	1	2	0.91743119266055	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20191205084500	https://www.adirondackdailyenterprise.com/news/weekender-a-e/2019/12/a-movie-theater-in-sl-would-be-a-dream-come-true/
