891092211	20191105	201911	2019	2019.8356	REL	RELIGION									CHR	CHRISTIAN				CHR					0	100	100	10	3	-5.0	4	1	4	-1.52733118971061	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20191205191500	https://www.sltrib.com/religion/2019/12/05/church-state-lawyer/
891092212	20191105	201911	2019	2019.8356	REL	RELIGION									CHR	CHRISTIAN				CHR					0	100	100	10	3	-5.0	6	1	6	-1.52733118971061	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20191205191500	https://www.sltrib.com/religion/2019/12/05/church-state-lawyer/
891092213	20191105	201911	2019	2019.8356	REL	RELIGION									EDU	PROFESSOR						EDU			1	040	040	04	1	1.0	4	1	4	-1.52733118971061	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20191205191500	https://www.sltrib.com/religion/2019/12/05/church-state-lawyer/
891092214	20191105	201911	2019	2019.8356	REL	RELIGION									EDU	PROFESSOR						EDU			1	040	040	04	1	1.0	6	1	6	-1.52733118971061	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20191205191500	https://www.sltrib.com/religion/2019/12/05/church-state-lawyer/
891092215	20191105	201911	2019	2019.8356	USA	FLORIDA	USA								COP	DETECTIVE						COP			1	112	112	11	3	-2.0	8	1	8	-6.66666666666667	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20191205191500	https://www.newson6.com/clip/14962256/hearing-scheduled-for-mannford-detective-charged-with-murdering-police-chief
891092216	20191128	201911	2019	2019.8986	BUS	BUSINESS						BUS			ISR	JERUSALEM	ISR								0	051	051	05	1	3.4	7	1	7	3.57142857142857	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20191205191500	https://unitedwithisrael.org/good-news-israel-jewish-ethiopian-culture-thrives-ties-expand-with-muslim-majority-kazakhstan-and-more/
891092217	20191128	201911	2019	2019.8986	ISR	JERUSALEM	ISR								BUS	BUSINESS						BUS			0	173	173	17	4	-5.0	10	1	10	3.57142857142857	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20191205191500	https://unitedwithisrael.org/good-news-israel-jewish-ethiopian-culture-thrives-ties-expand-with-muslim-majority-kazakhstan-and-more/
891092218	20191128	201911	2019	2019.8986	JUD	JUDICIARY						JUD			LEG	HOUSE OF REPRESENTATIVES						LEG			0	084	084	08	2	7.0	10	1	10	-5.12820512820513	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20191205191500	https://www.theage.com.au/world/north-america/don-t-mess-with-me-nancy-pelosi-lashes-out-when-asked-if-she-hates-trump-20191206-p53hew.html
891092219	20191128	201911	2019	2019.8986	USA	UNITED STATES	USA								BUS	BOSS						BUS			0	1014	101	10	3	-5.0	4	1	4	-4.06162464985994	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20191205191500	https://www.bizpacreview.com/2019/12/05/elizabeth-warren-trashes-mike-bloomberg-for-trying-to-buy-the-election-while-on-bloomberg-news-860826
891092220	20191128	201911	2019	2019.8986	USA	UNITED STATES	USA								MED	EDITOR IN CHIEF						MED			0	110	110	11	3	-2.0	4	1	4	-4.06162464985994	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20191205191500	https://www.bizpacreview.com/2019/12/05/elizabeth-warren-trashes-mike-bloomberg-for-trying-to-buy-the-election-while-on-bloomberg-news-860826
891092221	20191128	201911	2019	2019.8986	USALEG	THE US	USA					LEG			RUS	RUSSIA	RUS								1	163	163	16	4	-8.0	5	1	5	-5.41871921182266	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20191205191500	https://news.am/eng/news/548288.html
891092222	20191204	201912	2019	2019.9151	ARM	ARMENIA	ARM								LEG	NATIONAL ASSEMBLY						LEG			1	141	141	14	3	-6.5	4	1	4	-5.77777777777778	4	Artashar, Armavir, Armenia	AM	AM03	4899	40.1093	44.1813	-2324500	4	Artashar, Armavir, Armenia	AM	AM03	4899	40.1093	44.1813	-2324500	4	Artashar, Armavir, Armenia	AM	AM03	4899	40.1093	44.1813	-2324500	20191205191500	https://news.am/eng/news/548345.html
891092223	20191204	201912	2019	2019.9151	ARMGOV	ARMENIA	ARM					GOV			PTY	POLITICAL PARTY									1	0831	083	08	2	5.0	10	1	10	1.20967741935484	1	Armenia	AM	AM		40	45	AM	1	Armenia	AM	AM		40	45	AM	1	Armenia	AM	AM		40	45	AM	20191205191500	https://news.am/eng/news/548304.html
891092224	20191204	201912	2019	2019.9151	BLZ	BELIZE	BLZ																		1	010	010	01	1	0.0	10	1	10	-3.6745406824147	1	Belize	BH	BH		17.25	-88.75	BH	0								1	Belize	BH	BH		17.25	-88.75	BH	20191205191500	https://www.breakingbelizenews.com/2019/12/05/world-recognizes-first-water-loss-day-2019/
891092225	20191204	201912	2019	2019.9151	CRM	GANG						CRM			IND	LUCKNOW	IND								1	180	180	18	4	-9.0	6	1	6	-13.3879781420765	4	Lucknow, Uttar Pradesh, India	IN	IN36	17941	26.85	80.9167	-2102835	4	Lucknow, Uttar Pradesh, India	IN	IN36	17941	26.85	80.9167	-2102835	4	Lucknow, Uttar Pradesh, India	IN	IN36	17941	26.85	80.9167	-2102835	20191205191500	https://news.kuwaittimes.net/website/indian-rape-victim-set-ablaze-on-way-to-court/
891092226	20191204	201912	2019	2019.9151	IND	AMRITSAR	IND																		1	141	141	14	3	-6.5	2	1	2	-13.3879781420765	5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	17938	27.25	80.75	-2113996	0								5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	17938	27.25	80.75	-2113996	20191205191500	https://news.kuwaittimes.net/website/indian-rape-victim-set-ablaze-on-way-to-court/
891092227	20191204	201912	2019	2019.9151	IND	AMRITSAR	IND																		1	1821	182	18	4	-9.0	2	1	2	-13.3879781420765	4	Amritsar, Punjab, India	IN	IN23	17821	31.6331	74.8656	-2088794	0								4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20191205191500	https://news.kuwaittimes.net/website/indian-rape-victim-set-ablaze-on-way-to-court/
891092228	20191204	201912	2019	2019.9151	IND	AMRITSAR	IND								HLH	DOCTOR						HLH			1	190	190	19	4	-10.0	4	1	4	-13.3879781420765	4	Amritsar, Punjab, India	IN	IN23	17821	31.6331	74.8656	-2088794	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20191205191500	https://news.kuwaittimes.net/website/indian-rape-victim-set-ablaze-on-way-to-court/
891092229	20191204	201912	2019	2019.9151	ISR	ISRAEL	ISR								PRT	LISBON	PRT								0	042	042	04	1	1.9	1	1	1	-4.93972361070273	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Tahrir, Maysan, Iraq	IZ	IZ14	36807	31.75	47.3	-3111604	4	Tahrir, Maysan, Iraq	IZ	IZ14	36807	31.75	47.3	-3111604	20191205191500	https://www.timesofisrael.com/liveblog_entry/mandelblit-judicial-values-guarantee-nobody-is-above-the-law/
891092230	20191204	201912	2019	2019.9151	LEG	NATIONAL ASSEMBLY						LEG													1	141	141	14	3	-6.5	6	1	6	-5.77777777777778	4	Artashar, Armavir, Armenia	AM	AM03	4899	40.1093	44.1813	-2324500	0								4	Artashar, Armavir, Armenia	AM	AM03	4899	40.1093	44.1813	-2324500	20191205191500	https://news.am/eng/news/548345.html
891092231	20191204	201912	2019	2019.9151	OPP	ACTIVIST						OPP													1	141	141	14	3	-6.5	4	1	4	-13.3879781420765	5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	17938	27.25	80.75	-2113996	0								5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	17938	27.25	80.75	-2113996	20191205191500	https://news.kuwaittimes.net/website/indian-rape-victim-set-ablaze-on-way-to-court/
891092232	20191204	201912	2019	2019.9151	OPP	ACTIVIST						OPP													1	1821	182	18	4	-9.0	4	1	4	-13.3879781420765	4	Amritsar, Punjab, India	IN	IN23	17821	31.6331	74.8656	-2088794	0								4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20191205191500	https://news.kuwaittimes.net/website/indian-rape-victim-set-ablaze-on-way-to-court/
891092233	20191204	201912	2019	2019.9151	OPP	ACTIVIST						OPP			HLH	DOCTOR						HLH			1	190	190	19	4	-10.0	4	1	4	-13.3879781420765	4	Amritsar, Punjab, India	IN	IN23	17821	31.6331	74.8656	-2088794	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20191205191500	https://news.kuwaittimes.net/website/indian-rape-victim-set-ablaze-on-way-to-court/
891092234	20191204	201912	2019	2019.9151	PRT	LISBON	PRT								ISR	ISRAEL	ISR								0	043	043	04	1	2.8	1	1	1	-4.93972361070273	4	Tahrir, Maysan, Iraq	IZ	IZ14	36807	31.75	47.3	-3111604	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Tahrir, Maysan, Iraq	IZ	IZ14	36807	31.75	47.3	-3111604	20191205191500	https://www.timesofisrael.com/liveblog_entry/mandelblit-judicial-values-guarantee-nobody-is-above-the-law/
891092235	20191204	201912	2019	2019.9151	ZAFCVL	SOUTH AFRICAN	ZAF					CVL			ZAF	SOUTH AFRICAN	ZAF								1	180	180	18	4	-9.0	8	1	8	-6.56370656370657	4	Windhoek, Khomas, Namibia	WA	WA21	22288	-22.57	17.0836	-2587496	4	Windhoek, Khomas, Namibia	WA	WA21	22288	-22.57	17.0836	-2587496	4	Windhoek, Khomas, Namibia	WA	WA21	22288	-22.57	17.0836	-2587496	20191205191500	https://allafrica.com/stories/201912050953.html
891092236	20191204	201912	2019	2019.9151	ZAFCVL	SOUTH AFRICAN	ZAF					CVL			ZAF	SOUTH AFRICAN	ZAF								1	190	190	19	4	-10.0	8	1	8	-6.56370656370657	4	Windhoek, Khomas, Namibia	WA	WA21	22288	-22.57	17.0836	-2587496	4	Windhoek, Khomas, Namibia	WA	WA21	22288	-22.57	17.0836	-2587496	4	Windhoek, Khomas, Namibia	WA	WA21	22288	-22.57	17.0836	-2587496	20191205191500	https://allafrica.com/stories/201912050953.html
891092237	20191205	201912	2019	2019.9178											AFG	AFGHAN	AFG								0	040	040	04	1	1.0	1	1	1	-1.5005359056806	0								4	Bagram Airfield, Parvan, Afghanistan	AF	AF40	99925	34.9459	69.2647	6284331	4	Bagram Airfield, Parvan, Afghanistan	AF	AF40	99925	34.9459	69.2647	6284331	20191205191500	https://www.wral.com/trump-made-96-false-claims-over-the-last-two-weeks/18813776/
891092238	20191205	201912	2019	2019.9178											AFG	AFGHAN	AFG								0	040	040	04	1	1.0	1	1	1	-1.5005359056806	0								1	Bulgaria	BU	BU		43	25	BU	1	Bulgaria	BU	BU		43	25	BU	20191205191500	https://www.wral.com/trump-made-96-false-claims-over-the-last-two-weeks/18813776/
891092239	20191205	201912	2019	2019.9178											AUS	AUSTRALIA	AUS								0	030	030	03	1	4.0	1	1	1	-3.94962793360046	0								4	Gippsland, Victoria, Australia	AS	AS07	5424	-38	147.5	-1575162	4	Loy Yang, Victoria, Australia	AS	AS07	5424	-38.1833	146.617	-1584759	20191205191500	https://www.msn.com/en-au/news/other/what-is-load-shedding-and-who-decides-whose-power-is-cut-when-theres-not-enough-electricity/ar-BBXOC8M
891092240	20191205	201912	2019	2019.9178											AUS	AUSTRALIA	AUS								0	030	030	03	1	4.0	1	1	1	-3.94962793360046	0								4	Mortlake, New South Wales, Australia	AS	AS02	143252	-33.85	151.117	-1589002	4	Gippsland, Victoria, Australia	AS	AS07	5424	-38	147.5	-1575162	20191205191500	https://www.msn.com/en-au/news/other/what-is-load-shedding-and-who-decides-whose-power-is-cut-when-theres-not-enough-electricity/ar-BBXOC8M
891092241	20191205	201912	2019	2019.9178											AUS	AUSTRALIA	AUS								0	032	032	03	1	4.5	1	1	1	-3.94962793360046	0								4	Gippsland, Victoria, Australia	AS	AS07	5424	-38	147.5	-1575162	4	Loy Yang, Victoria, Australia	AS	AS07	5424	-38.1833	146.617	-1584759	20191205191500	https://www.msn.com/en-au/news/other/what-is-load-shedding-and-who-decides-whose-power-is-cut-when-theres-not-enough-electricity/ar-BBXOC8M
891092242	20191205	201912	2019	2019.9178											AUS	AUSTRALIA	AUS								0	032	032	03	1	4.5	1	1	1	-3.94962793360046	0								4	Mortlake, New South Wales, Australia	AS	AS02	143252	-33.85	151.117	-1589002	4	Loy Yang, Victoria, Australia	AS	AS07	5424	-38.1833	146.617	-1584759	20191205191500	https://www.msn.com/en-au/news/other/what-is-load-shedding-and-who-decides-whose-power-is-cut-when-theres-not-enough-electricity/ar-BBXOC8M
891092243	20191205	201912	2019	2019.9178											BGR	BULGARIAN	BGR								0	040	040	04	1	1.0	1	1	1	-1.5005359056806	0								4	Bagram Airfield, Parvan, Afghanistan	AF	AF40	99925	34.9459	69.2647	6284331	4	Bagram Airfield, Parvan, Afghanistan	AF	AF40	99925	34.9459	69.2647	6284331	20191205191500	https://www.wral.com/trump-made-96-false-claims-over-the-last-two-weeks/18813776/
891092244	20191205	201912	2019	2019.9178											BRA	BRAZIL	BRA								0	036	036	03	1	4.0	5	1	5	3.8560411311054	0								4	Piau, Alagoas, Brazil	BR	BR02	18585	-9.5	-37.6667	-661533	4	Piau, Alagoas, Brazil	BR	BR02	18585	-9.5	-37.6667	-661533	20191205191500	https://www.eib.org/en/press/all/2019-339-cop25-eib-and-iberdrola-sign-two-financing-agreements-for-eur-690m-for-renewable-energy-projects-in-brazil-and-new-digitalisation-of-electrical-networks-in-spain.htm
891092245	20191205	201912	2019	2019.9178											BRA	SAO PAULO	BRA								1	042	042	04	1	1.9	6	1	6	0.9501187648456	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20191205191500	https://www.dailymail.co.uk/tvshowbiz/article-7760929/Margot-Robbie-cuts-chic-figure-white-ensemble-arrives-Sao-Paulo-Airport.html
891092246	20191205	201912	2019	2019.9178											BUS	BUSINESS						BUS			1	013	013	01	1	0.4	3	1	3	-3.72093023255814	0								2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	20191205191500	https://www.foxbusiness.com/markets/nyc-paper-receipts-environment
891092247	20191205	201912	2019	2019.9178											BUS	INVESTOR						BUS			1	036	036	03	1	4.0	5	1	5	-0.69705093833781	0								3	Blackrock, California, United States	US	USCA	CA027	36.9291	-118.233	1667212	3	Blackrock, California, United States	US	USCA	CA027	36.9291	-118.233	1667212	20191205191500	https://www.businessinsider.com/valerie-kay-chief-capital-officer-lending-club-marketplace-lender-model-2019-12
891092248	20191205	201912	2019	2019.9178											BUS	INVESTOR						BUS			1	051	051	05	1	3.4	12	2	12	5.54156171284634	0								3	Des Moines, Iowa, United States	US	USIA		41.6005	-93.6091	465961	3	Des Moines, Iowa, United States	US	USIA		41.6005	-93.6091	465961	20191205191500	https://www.finanznachrichten.de/nachrichten-2019-12/48355414-greater-des-moines-partnership-unveils-2020-state-legislative-priorities-008.htm
891092249	20191205	201912	2019	2019.9178											BUS	INVESTOR						BUS			1	051	051	05	1	3.4	8	2	8	5.54156171284634	0								3	Des Moines, Iowa, United States	US	USIA		41.6005	-93.6091	465961	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20191205191500	https://www.finanznachrichten.de/nachrichten-2019-12/48355414-greater-des-moines-partnership-unveils-2020-state-legislative-priorities-008.htm
891092250	20191205	201912	2019	2019.9178											BUS	AUTOMAKER						BUS			1	061	061	06	2	6.4	10	1	10	-2.28571428571429	0								4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20191205191500	https://ca.finance.yahoo.com/news/panasonic-sell-chipmaking-business-taiwans-224625141.html
891092251	20191205	201912	2019	2019.9178											BUS	INVESTOR						BUS			1	071	071	07	2	7.4	20	2	20	5.54156171284634	0								3	Des Moines, Iowa, United States	US	USIA		41.6005	-93.6091	465961	3	Des Moines, Iowa, United States	US	USIA		41.6005	-93.6091	465961	20191205191500	https://www.finanznachrichten.de/nachrichten-2019-12/48355414-greater-des-moines-partnership-unveils-2020-state-legislative-priorities-008.htm
891092252	20191205	201912	2019	2019.9178											BUS	BOSS						BUS			1	1014	101	10	3	-5.0	10	1	10	4.54545454545455	0								0								0								20191205191500	https://www.dnaindia.com/television/report-bigg-boss-13-himanshi-khurana-just-told-asim-riaz-she-will-always-love-him-2804577
891092253	20191205	201912	2019	2019.9178											CAN	CANADA	CAN								0	042	042	04	1	1.9	6	1	6	1.81420081326243	0								4	Timiskaming, Ontario, Canada	CA	CA08	12685	47.8333	-80.5	-574828	4	Timiskaming, Ontario, Canada	CA	CA08	12685	47.8333	-80.5	-574828	20191205191500	https://www.streetwisereports.com/article/2019/12/05/junior-explorer-moves-forward-in-prime-gold-real-estate.html
891092254	20191205	201912	2019	2019.9178											COP	TROOPER						COP			1	042	042	04	1	1.9	10	1	10	-5.22648083623693	0								3	Jefferson County, Indiana, United States	US	USIN		38.8095	-85.4536	450363	3	Jefferson County, Indiana, United States	US	USIN		38.8095	-85.4536	450363	20191205191500	https://www.wpxz1041fm.com/2019/12/05/police-briefs-december-5-2019/
891092255	20191205	201912	2019	2019.9178											COP	POLICE						COP			1	046	046	04	1	7.0	1	1	1	-7.69230769230769	0								3	New Tazewell, Tennessee, United States	US	USTN		36.4426	-83.5996	1295652	3	New Tazewell, Tennessee, United States	US	USTN		36.4426	-83.5996	1295652	20191205191500	https://www.wgnsradio.com/former-tn-army-national-guard-recruiter-accused-of-sexual-misconduct-at-work-cms-54847
891092256	20191205	201912	2019	2019.9178											COP	POLICE CHIEF						COP			0	051	051	05	1	3.4	6	1	6	-7.19298245614035	0								1	Malta	MT	MT		35.916667	14.433333	MT	1	Malta	MT	MT		35.916667	14.433333	MT	20191205191500	https://www.pulse.com.gh/news/world/tycoon-fingers-pms-ex-top-aide-in-malta-murder-case/38tlvhz
891092257	20191205	201912	2019	2019.9178											COP	POLICE CHIEF						COP			0	100	100	10	3	-5.0	2	1	2	1.47465437788018	0								4	Winnipeg, Manitoba, Canada	CA	CA03	12577	49.8833	-97.1667	-576096	4	Winnipeg, Manitoba, Canada	CA	CA03	12577	49.8833	-97.1667	-576096	20191205191500	https://www.cbc.ca/news/canada/manitoba/downtown-safety-report-minneapolis-model-1.5385132
891092258	20191205	201912	2019	2019.9178											COP	PRISON						COP			0	112	112	11	3	-2.0	4	1	4	-2.11827007943513	0								1	Hungary	HU	HU		47	20	HU	1	Hungary	HU	HU		47	20	HU	20191205191500	https://www.thecable.ng/obituary-ajanaku-nigerias-first-female-lg-chairperson-imprisoned-by-abacha-for-attempted-coup
891092259	20191205	201912	2019	2019.9178											COP	POLICE						COP			1	190	190	19	4	-10.0	6	1	6	-5.92885375494071	0								5	Khomas, Khomas, Namibia	WA	WA21	22287	-22.75	17.0833	-2587495	5	Khomas, Khomas, Namibia	WA	WA21	22287	-22.75	17.0833	-2587495	20191205191500	https://allafrica.com/stories/201912050949.html
891092260	20191205	201912	2019	2019.9178											COP	DEPUTY						COP			1	190	190	19	4	-10.0	2	1	2	-2.40825688073394	0								3	Melrose Park, Illinois, United States	US	USIL		41.9006	-87.8567	413378	3	Melrose Park, Illinois, United States	US	USIL		41.9006	-87.8567	413378	20191205191500	http://www.chicagomag.com/arts-culture/December-2019/Haki-Madhubuti-Fred-Hampton-Poem/
891092261	20191205	201912	2019	2019.9178											COP	DEPUTY						COP			1	190	190	19	4	-10.0	8	1	8	-2.40825688073394	0								3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20191205191500	http://www.chicagomag.com/arts-culture/December-2019/Haki-Madhubuti-Fred-Hampton-Poem/
891092262	20191205	201912	2019	2019.9178											CVL	RESIDENTS						CVL			1	020	020	02	1	3.0	10	1	10	-2.61096605744125	0								4	Mahalakshmi, Maharashtra, India	IN	IN16	70184	18.9833	72.8	-2103107	4	Mahalakshmi, Maharashtra, India	IN	IN16	70184	18.9833	72.8	-2103107	20191205191500	https://www.thehindu.com/news/national/karnataka/keeping-up-the-tradition-most-of-bengaluru-doesnt-turn-up-to-vote/article30199116.ece
891092263	20191205	201912	2019	2019.9178											CVL	SETTLEMENT						CVL			0	030	030	03	1	4.0	10	1	10	-1.53321976149914	0								3	Pearl Harbor, Hawaii, United States	US	USHI		21.355	-157.972	363230	3	Pearl Harbor, Hawaii, United States	US	USHI		21.355	-157.972	363230	20191205191500	https://www.actionnewsnow.com/content/news/What-you-need-to-know-Dec-5-565836762.html
