890925818	20181205	201812	2018	2018.9178	ARM	YEREVAN	ARM								REB	UPRISING						REB			1	173	173	17	4	-5.0	10	1	10	-9.44444444444447	4	Yerevan, Yerevan*, Armenia	AM	AM11	4936	40.1811	44.5136	-2325645	4	Yerevan, Yerevan*, Armenia	AM	AM11	4936	40.1811	44.5136	-2325645	4	Yerevan, Yerevan*, Armenia	AM	AM11	4936	40.1811	44.5136	-2325645	20191205030000	https://www.thenews.com.pk/print/578724-armenia-ex-leader-charged-with-economic-crimes
890925819	20181205	201812	2018	2018.9178	CHN	CHINA	CHN																		1	070	070	07	2	7.0	5	1	5	6.38977635782747	4	Hurun, Guangxi, China	CH	CH16	13061	22.9619	106.709	-1911224	0								4	Hurun, Guangxi, China	CH	CH16	13061	22.9619	106.709	-1911224	20191205030000	http://www.chinadaily.com.cn/a/201912/05/WS5de8565fa310cf3e3557c0f7.html
890925820	20181205	201812	2018	2018.9178	CHN	CHINA	CHN								GBR	UNITED KINGDOM	GBR								1	0311	031	03	1	5.2	5	1	5	0.827814569536421	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	20191205030000	https://www.afr.com/companies/professional-services/driven-to-drink-and-this-m-and-a-partner-couldn-t-be-happier-20191204-p53gn7
890925821	20181205	201812	2018	2018.9178	CHN	CHINESE	CHN								GBR	BRITISH	GBR								1	190	190	19	4	-10.0	5	1	5	5.35714285714285	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20191205030000	http://www.chinadaily.com.cn/a/201912/05/WS5de85548a310cf3e3557c0e8.html
890925822	20181205	201812	2018	2018.9178	CHN	CHINESE	CHN								GBR	BRITISH	GBR								1	190	190	19	4	-10.0	5	1	5	5.35714285714285	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	1	United Kingdom	UK	UK		54	-4	UK	4	Shanghai, Shanghai, China	CH	CH23	13243	31.2222	121.458	-1924465	20191205030000	http://www.chinadaily.com.cn/a/201912/05/WS5de85548a310cf3e3557c0e8.html
890925823	20181205	201812	2018	2018.9178	CVL	COMMUNITY						CVL			JUD	ATTORNEY						JUD			1	040	040	04	1	1.0	8	1	8	-6.66666666666667	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20191205030000	https://www.kumd.org/post/sextortion-growing-concern-women-and-girls-12-and-younger
890925824	20181205	201812	2018	2018.9178	CVL	COMMUNITY						CVL			USAJUD	UNITED STATES	USA					JUD			1	040	040	04	1	1.0	2	1	2	-6.66666666666667	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20191205030000	https://www.kumd.org/post/sextortion-growing-concern-women-and-girls-12-and-younger
890925825	20181205	201812	2018	2018.9178	DEU	GERMANY	DEU								ESP	SPAIN	ESP								0	120	120	12	3	-4.0	1	1	1	-2.03644158628081	1	France	FR	FR		46	2	FR	1	Germany	GM	GM		51.5	10.5	GM	1	Spain	SP	SP		40	-4	SP	20191205030000	https://www.aerotechnews.com/blog/2019/12/04/news-briefs-december-4-2019/
890925826	20181205	201812	2018	2018.9178	DEU	GERMANY	DEU								ESP	SPAIN	ESP								0	120	120	12	3	-4.0	3	1	3	-2.03644158628081	1	Germany	GM	GM		51.5	10.5	GM	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20191205030000	https://www.aerotechnews.com/blog/2019/12/04/news-briefs-december-4-2019/
890925827	20181205	201812	2018	2018.9178	DEU	GERMANY	DEU								ESP	SPAIN	ESP								0	120	120	12	3	-4.0	1	1	1	-2.03644158628081	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20191205030000	https://www.aerotechnews.com/blog/2019/12/04/news-briefs-december-4-2019/
890925828	20181205	201812	2018	2018.9178	EDU	STUDENT						EDU			IGOUNO	THE UN		UNO				IGO			0	010	010	01	1	0.0	10	1	10	-3.15674891146589	1	Hong Kong	HK	HK		22.25	114.166667	HK	1	Hong Kong	HK	HK		22.25	114.166667	HK	1	Hong Kong	HK	HK		22.25	114.166667	HK	20191205030000	https://www.wxxinews.org/post/ur-becomes-battleground-china-hong-kong-conflict
890925829	20181205	201812	2018	2018.9178	FRA	FRANCE	FRA								ESP	SPAIN	ESP								0	120	120	12	3	-4.0	3	1	3	-2.03644158628081	1	France	FR	FR		46	2	FR	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20191205030000	https://www.aerotechnews.com/blog/2019/12/04/news-briefs-december-4-2019/
890925830	20181205	201812	2018	2018.9178	FRA	FRANCE	FRA								ESP	SPAIN	ESP								0	120	120	12	3	-4.0	1	1	1	-2.03644158628081	1	United Kingdom	UK	UK		54	-4	UK	1	Germany	GM	GM		51.5	10.5	GM	1	Spain	SP	SP		40	-4	SP	20191205030000	https://www.aerotechnews.com/blog/2019/12/04/news-briefs-december-4-2019/
890925831	20181205	201812	2018	2018.9178	FRA	FRANCE	FRA								ESP	SPAIN	ESP								0	120	120	12	3	-4.0	1	1	1	-2.03644158628081	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20191205030000	https://www.aerotechnews.com/blog/2019/12/04/news-briefs-december-4-2019/
