890964024	20181205	201812	2018	2018.9178	BUS	COMPANY						BUS			USA	UNITED STATES	USA								0	060	060	06	2	6.0	2	1	2	-0.71628776082217	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20191205074500	https://www.illinoistimes.com/springfield/green-new-world/Content?oid=11577117
890964025	20181205	201812	2018	2018.9178	BUS	COMPANY						BUS			USA	UNITED STATES	USA								0	081	081	08	2	5.0	1	1	1	-0.71628776082217	3	Pike County, Illinois, United States	US	USIL	IL149	39.6	-90.8168	1784941	2	California, United States	US	USCA		36.17	-119.746	CA	3	Pike County, Illinois, United States	US	USIL		39.6	-90.8168	1784941	20191205074500	https://www.illinoistimes.com/springfield/green-new-world/Content?oid=11577117
890964026	20181205	201812	2018	2018.9178	BUS	COMPANY						BUS			USA	UNITED STATES	USA								0	081	081	08	2	5.0	1	1	1	-0.71628776082217	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20191205074500	https://www.illinoistimes.com/springfield/green-new-world/Content?oid=11577117
890964027	20181205	201812	2018	2018.9178	CHN	CHINA	CHN																		1	035	035	03	1	7.0	8	1	8	0.273972602739726	4	Xiaomi, Fujian, China	CH	CH07	13163	25.2225	116.057	10999868	0								4	Xiaomi, Fujian, China	CH	CH07	13163	25.2225	116.057	10999868	20191205074500	http://english.sina.com/buz/b/2019-12-05/detail-iihnzhfz3786278.shtml
890964028	20181205	201812	2018	2018.9178	CHN	CHINESE	CHN								MNCUSAMED	QUALCOMM	USA					MNC	MED		1	111	111	11	3	-2.0	10	1	10	0.273972602739726	4	Xiaomi, Fujian, China	CH	CH07	13163	25.2225	116.057	10999868	4	Xiaomi, Fujian, China	CH	CH07	13163	25.2225	116.057	10999868	4	Xiaomi, Fujian, China	CH	CH07	13163	25.2225	116.057	10999868	20191205074500	http://english.sina.com/buz/b/2019-12-05/detail-iihnzhfz3786278.shtml
890964029	20181205	201812	2018	2018.9178	COP	PRISON						COP			GBR	LONDON	GBR								0	020	020	02	1	3.0	1	1	1	-12.4668435013263	4	Wandsworth, Wandsworth, United Kingdom	UK	UKP1	40133	51.45	-0.2	-2610857	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20191205074500	https://www.timesnownews.com/business-economy/companies/article/pnb-fraud-nirav-modi-declared-fugitive-economic-offender/523308
890964030	20181205	201812	2018	2018.9178	COP	PRISON						COP			GBR	LONDON	GBR								0	020	020	02	1	3.0	1	1	1	-12.4668435013263	4	Wandsworth, Wandsworth, United Kingdom	UK	UKP1	40133	51.45	-0.2	-2610857	4	Wandsworth, Wandsworth, United Kingdom	UK	UKP1	40133	51.45	-0.2	-2610857	4	Wandsworth, Wandsworth, United Kingdom	UK	UKP1	40133	51.45	-0.2	-2610857	20191205074500	https://www.timesnownews.com/business-economy/companies/article/pnb-fraud-nirav-modi-declared-fugitive-economic-offender/523308
890964031	20181205	201812	2018	2018.9178	GBRCOP	UNITED KINGDOM	GBR					COP			GBR	LONDON	GBR								0	020	020	02	1	3.0	2	1	2	-12.4668435013263	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20191205074500	https://www.timesnownews.com/business-economy/companies/article/pnb-fraud-nirav-modi-declared-fugitive-economic-offender/523308
890964032	20181205	201812	2018	2018.9178	GBRCOP	UNITED KINGDOM	GBR					COP			GBR	LONDON	GBR								0	020	020	02	1	3.0	2	1	2	-12.4668435013263	4	Wandsworth, Wandsworth, United Kingdom	UK	UKP1	40133	51.45	-0.2	-2610857	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20191205074500	https://www.timesnownews.com/business-economy/companies/article/pnb-fraud-nirav-modi-declared-fugitive-economic-offender/523308
890964033	20181205	201812	2018	2018.9178	GBRCOP	UNITED KINGDOM	GBR					COP			GBR	UNITED KINGDOM	GBR								0	020	020	02	1	3.0	4	1	4	-12.4668435013263	4	Wandsworth, Wandsworth, United Kingdom	UK	UKP1	40133	51.45	-0.2	-2610857	4	Wandsworth, Wandsworth, United Kingdom	UK	UKP1	40133	51.45	-0.2	-2610857	4	Wandsworth, Wandsworth, United Kingdom	UK	UKP1	40133	51.45	-0.2	-2610857	20191205074500	https://www.timesnownews.com/business-economy/companies/article/pnb-fraud-nirav-modi-declared-fugitive-economic-offender/523308
