890927815	20191128	201911	2019	2019.8986											USA	UNITED STATES	USA								1	173	173	17	4	-5.0	4	1	4	-8.21917808219183	0								3	Tulsa, Oklahoma, United States	US	USOK	OK143	36.154	-95.9928	1100962	3	Tulsa, Oklahoma, United States	US	USOK	OK143	36.154	-95.9928	1100962	20191205031500	https://www.tulsaworld.com/news/local/crime-and-courts/tulsa-man-charged-with-murder-in-connection-with-october-heroin/article_81a4d716-2e22-55ce-810a-54dc095b9e28.html
890927816	20191128	201911	2019	2019.8986											ZMBJUD	ZAMBIA	ZMB					JUD			1	173	173	17	4	-5.0	5	1	5	-4.94505494505495	0								1	Zambia	ZA	ZA		-15	30	ZA	1	Zambia	ZA	ZA		-15	30	ZA	20191205031500	http://news.trust.org/item/20191202174452-dw0xh
890927817	20191128	201911	2019	2019.8986	GBR	UNITED KINGDOM	GBR																		1	040	040	04	1	1.0	2	1	2	-2.64227642276423	4	Merseyside, United Kingdom (general), United Kingdom	UK	UK00	40121	53.4	-3.08333	-2602923	0								4	Merseyside, United Kingdom (general), United Kingdom	UK	UK00	40121	53.4	-3.08333	-2602923	20191205031500	https://www.liverpoolecho.co.uk/news/liverpool-news/dan-carden-apologises-any-slow-17365841
890927818	20191128	201911	2019	2019.8986	GBR	UNITED KINGDOM	GBR																		1	190	190	19	4	-10.0	2	1	2	-2.64227642276423	4	Merseyside, United Kingdom (general), United Kingdom	UK	UK00	40121	53.4	-3.08333	-2602923	0								4	Merseyside, United Kingdom (general), United Kingdom	UK	UK00	40121	53.4	-3.08333	-2602923	20191205031500	https://www.liverpoolecho.co.uk/news/liverpool-news/dan-carden-apologises-any-slow-17365841
890927819	20191128	201911	2019	2019.8986	GOV	AMBASSADOR						GOV			ZMBJUD	ZAMBIA	ZMB					JUD			1	173	173	17	4	-5.0	5	1	5	-4.94505494505495	1	Zambia	ZA	ZA		-15	30	ZA	1	Zambia	ZA	ZA		-15	30	ZA	1	Zambia	ZA	ZA		-15	30	ZA	20191205031500	http://news.trust.org/item/20191202174452-dw0xh
890927820	20191128	201911	2019	2019.8986	THA	THAILAND	THA																		0	140	140	14	3	-6.5	2	1	2	-3.10077519379845	1	Thailand	TH	TH		15	100	TH	0								1	Thailand	TH	TH		15	100	TH	20191205031500	https://www.bangkokpost.com/opinion/opinion/1808919/chemical-drama-shows-its-time-for-agency-detox
890927821	20191128	201911	2019	2019.8986	USA	WASHINGTON	USA																		1	070	070	07	2	7.0	5	1	5	-9.97624703087889	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20191205031500	https://www.cato.org/blog/its-easier-criticize-pain-patients-criticize-drug-prohibition
890927822	20191128	201911	2019	2019.8986	USA	MEMPHIS	USA								JUD	ATTORNEY						JUD			1	193	193	19	4	-10.0	10	1	10	-3.38461538461538	0								0								0								20191205031500	https://www.wmcactionnews5.com/2019/12/04/shelby-co-da-responds-accidental-shooting-death-year-old/
890927823	20191204	201912	2019	2019.9151											CHN	CHINA	CHN								1	046	046	04	1	7.0	5	1	5	-5.88235294117647	0								0								0								20191205031500	https://archive.shine.cn/nation/4-released-in-bubonic-plague-case/shdaily.shtml
890927824	20191204	201912	2019	2019.9151	KOR	SEOUL	KOR								CHN	CHINA	CHN								1	023	023	02	1	3.4	2	1	2	-0.9009009009009	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20191205031500	https://www.straitstimes.com/asia/east-asia/top-china-diplomat-in-s-korea-after-four-year-gap-to-mend-ties
890927825	20191205	201912	2019	2019.9178											AGR	FARMER						AGR			1	020	020	02	1	3.0	2	1	2	0	0								2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	20191205031500	https://utahpolicy.com/index.php/features/today-at-utah-policy/22347-utah-thrives-podcast-mental-health-suicide-prevention
890927826	20191205	201912	2019	2019.9178											AGR	FARMER						AGR			1	100	100	10	3	-5.0	10	1	10	-1.3953488372093	0								0								0								20191205031500	https://www.watoday.com.au/business/companies/coles-to-pay-farmers-5-25m-after-failing-to-pass-on-10c-drought-levy-20191205-p53h24.html
890927827	20191205	201912	2019	2019.9178											AGR	FARMER						AGR			1	112	112	11	3	-2.0	6	1	6	-5.48245614035088	0								2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20191205031500	https://www.aei.org/carpe-diem/kevin-williamson-on-trumps-idiotically-conceived-and-incompetently-executed-trade-war/
890927828	20191205	201912	2019	2019.9178											AGR	FARMER						AGR			1	163	163	16	4	-8.0	6	1	6	-5.48245614035088	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20191205031500	https://www.aei.org/carpe-diem/kevin-williamson-on-trumps-idiotically-conceived-and-incompetently-executed-trade-war/
890927829	20191205	201912	2019	2019.9178											AUS	AUSTRALIA	AUS								1	060	060	06	2	6.0	6	1	6	3.17124735729387	0								4	Currumbin, Queensland, Australia	AS	AS04	154667	-28.1333	153.467	-1568608	4	Currumbin, Queensland, Australia	AS	AS04	154667	-28.1333	153.467	-1568608	20191205031500	https://www.dailymail.co.uk/news/article-7757727/Surfing-legends-Mick-Fanning-Joel-Parkinson-sell-boutique-brewery-beer-giants-CUB.html
890927830	20191205	201912	2019	2019.9178											AUS	AUSTRALIA	AUS								1	060	060	06	2	6.0	2	1	2	1.7632241813602	0								1	China	CH	CH		35	105	CH	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20191205031500	https://www.dailymail.co.uk/news/article-7757417/Customised-number-plate-reading-F-U-Melbourne-sale-100-000.html
890927831	20191205	201912	2019	2019.9178											AUS	AUSTRALIA	AUS								1	060	060	06	2	6.0	2	1	2	1.7632241813602	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20191205031500	https://www.dailymail.co.uk/news/article-7757417/Customised-number-plate-reading-F-U-Melbourne-sale-100-000.html
890927832	20191205	201912	2019	2019.9178											AUS	AUSTRALIA	AUS								1	112	112	11	3	-2.0	26	1	4	-7.56302521008403	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20191205031500	https://www.dailymail.co.uk/news/article-7758039/Actor-Brendan-Irving-claims-women-accused-Craig-McLachlan-motives.html
890927833	20191205	201912	2019	2019.9178											BRB	BARBADOS	BRB								1	112	112	11	3	-2.0	4	1	4	-8.61244019138761	0								4	Brittons Hill, Saint Michael, Barbados	BB	BB08	5832	13.0833	-59.5833	-1393290	4	Brittons Hill, Saint Michael, Barbados	BB	BB08	5832	13.0833	-59.5833	-1393290	20191205031500	https://barbadostoday.bb/2019/12/04/remand-for-man-accused-of-stealing/
890927834	20191205	201912	2019	2019.9178											BUS	LANDLORD						BUS			1	030	030	03	1	4.0	10	1	10	-2.51889168765743	0								4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20191205031500	https://windsorstar.com/news/local-news/tenants-reach-agreement-with-landlord-after-city-closes-flooded-home
890927835	20191205	201912	2019	2019.9178											BUS	SERVER						BUS			0	036	036	03	1	4.0	10	1	10	4.59418070444104	0								2	Idaho, United States	US	USID		44.2394	-114.51	ID	2	Idaho, United States	US	USID		44.2394	-114.51	ID	20191205031500	https://www.isu.edu/news/2019-fall/iccu-gifts-isu-college-of-technology-450000-worth-of-tech-equipment.html
890927836	20191205	201912	2019	2019.9178											BUS	BUSINESS						BUS			1	040	040	04	1	1.0	5	1	5	4.92170022371365	0								1	France	FR	FR		46	2	FR	1	France	FR	FR		46	2	FR	20191205031500	http://www.advertiser.ie/galway/article/111844/ford-lands-big-double-at-van-and-pick-up-awards
890927837	20191205	201912	2019	2019.9178											BUS	COMPANY						BUS			1	043	043	04	1	2.8	10	1	10	-1.60642570281124	0								1	Philippines	RP	RP		13	122	RP	1	Philippines	RP	RP		13	122	RP	20191205031500	https://www.msn.com/en-us/finance/markets/why-collins-foods-fbr-oceanagold-26-whitehaven-shares-are-sinking-lower/ar-BBXMfzQ
890927838	20191205	201912	2019	2019.9178											BUS	INVESTOR						BUS			1	061	061	06	2	6.4	10	1	10	1.36986301369863	0								4	Kyebi, Ghana (general), Ghana	GH	GH00	190715	7.01694	-1.34353	-2071747	4	Kyebi, Ghana (general), Ghana	GH	GH00	190715	7.01694	-1.34353	-2071747	20191205031500	https://www.ghanaweb.com/GhanaHomePage/NewsArchive/GIADEC-to-build-2-refineries-2-smelters-806419
890927839	20191205	201912	2019	2019.9178											BUS	COMPANIES						BUS			1	080	080	08	2	5.0	10	1	10	0.33783783783784	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20191205031500	http://mondaq.com/uk/x/860368/Shareholders/Corporate+Purpose+A+Global+Issue
890927840	20191205	201912	2019	2019.9178											BUS	BANK						BUS			1	190	190	19	4	-10.0	20	1	10	0.35714285714286	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20191205031500	https://moguldom.com/242105/black-voters-to-black-candidates-representation-is-not-enough/
890927841	20191205	201912	2019	2019.9178											BUSBUS	BANK						BUS	BUS		1	100	100	10	3	-5.0	10	1	10	-1.16550116550117	0								1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	20191205031500	https://www.nzherald.co.nz/nz/news/article.cfm?c_id=1&objectid=12291352
890927842	20191205	201912	2019	2019.9178											CAN	CANADA	CAN								1	030	030	03	1	4.0	4	1	4	-2.51889168765743	0								4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20191205031500	https://windsorstar.com/news/local-news/tenants-reach-agreement-with-landlord-after-city-closes-flooded-home
890927843	20191205	201912	2019	2019.9178											CAN	SASKATCHEWAN	CAN								1	036	036	03	1	4.0	5	1	5	-1.48588410104012	0								4	Saskatchewan, Manitoba, Canada	CA	CA03	154724	52.15	-97.7167	-575075	4	Saskatchewan, Manitoba, Canada	CA	CA03	154724	52.15	-97.7167	-575075	20191205031500	https://thestarphoenix.com/news/local-news/comprehensive-sex-ed-crucial-to-combatting-gender-based-violence
890927844	20191205	201912	2019	2019.9178											CAN	CANADA	CAN								1	042	042	04	1	1.9	2	1	2	-1.48588410104012	0								4	Saskatoon, Saskatchewan, Canada	CA	CA11	154724	52.1333	-106.667	-573213	4	Saskatoon, Saskatchewan, Canada	CA	CA11	154724	52.1333	-106.667	-573213	20191205031500	https://thestarphoenix.com/news/local-news/comprehensive-sex-ed-crucial-to-combatting-gender-based-violence
890927845	20191205	201912	2019	2019.9178											CHN	CHINA	CHN								1	046	046	04	1	7.0	5	1	5	-5.88235294117647	0								0								0								20191205031500	https://archive.shine.cn/nation/4-released-in-bubonic-plague-case/shdaily.shtml
890927846	20191205	201912	2019	2019.9178											CHN	CHINA	CHN								0	061	061	06	2	6.4	10	1	10	-5.48245614035088	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20191205031500	https://www.aei.org/carpe-diem/kevin-williamson-on-trumps-idiotically-conceived-and-incompetently-executed-trade-war/
890927847	20191205	201912	2019	2019.9178											CHN	CHINA	CHN								0	100	100	10	3	-5.0	1	1	1	-4.86381322957199	0								1	Hong Kong	HK	HK		22.25	114.166667	HK	1	Hong Kong	HK	HK		22.25	114.166667	HK	20191205031500	https://www.freemalaysiatoday.com/category/world/2019/12/05/chinese-media-want-heads-to-roll-over-us-uighur-bill/
890927848	20191205	201912	2019	2019.9178											CHN	CHINA	CHN								1	113	113	11	3	-2.0	5	1	5	-8.56123662306781	0								4	Xinjiang, Jiangxi, China	CH	CH03	13167	27.7481	116.274	11065838	4	Xinjiang, Jiangxi, China	CH	CH03	13167	27.7481	116.274	11065838	20191205031500	http://en.ce.cn/main/latest/201912/05/t20191205_33781314.shtml
890927849	20191205	201912	2019	2019.9178											COP	POLICE						COP			0	014	014	01	1	0.0	3	1	3	-2.85400658616905	0								4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	4	Glasgow, Glasgow City, United Kingdom	UK	UKV2	40176	55.8333	-4.25	-2597039	20191205031500	https://www.independent.co.uk/news/uk/politics/general-election-tax-cuts-conservative-tory-manifesto-boris-johnson-a9233496.html
890927850	20191205	201912	2019	2019.9178											COP	POLICE						COP			0	042	042	04	1	1.9	6	1	6	-7.56302521008403	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20191205031500	https://www.dailymail.co.uk/news/article-7758039/Actor-Brendan-Irving-claims-women-accused-Craig-McLachlan-motives.html
890927851	20191205	201912	2019	2019.9178											COP	POLICE						COP			0	043	043	04	1	2.8	4	1	4	-2.72682201289043	0								4	Kingsdown, Kent, United Kingdom	UK	UKG5	40117	51.1833	1.4	-2600157	4	Kingsdown, Kent, United Kingdom	UK	UKG5	40117	51.1833	1.4	-2600157	20191205031500	https://www.independent.co.uk/news/uk/home-news/migrant-rescue-channel-dover-boats-kent-border-force-a9233261.html
890927852	20191205	201912	2019	2019.9178											COP	POLICE						COP			0	120	120	12	3	-4.0	6	1	6	-7.56302521008403	0								4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	4	Melbourne, Victoria, Australia	AS	AS07	5430	-37.8167	144.967	-1586844	20191205031500	https://www.dailymail.co.uk/news/article-7758039/Actor-Brendan-Irving-claims-women-accused-Craig-McLachlan-motives.html
890927853	20191205	201912	2019	2019.9178											COP	POLICE						COP			1	190	190	19	4	-10.0	2	1	2	-9.63455149501665	0								3	Mandeville Police Department, Louisiana, United States	US	USLA		30.3725	-90.0764	2334100	3	Mandeville Police Department, Louisiana, United States	US	USLA		30.3725	-90.0764	2334100	20191205031500	https://www.wwltv.com/article/news/crime/man-will-stand-trial-for-killing-mandeville-police-captain/289-0e329146-582d-4c8a-809f-184fd4e3b90f
890927854	20191205	201912	2019	2019.9178											COP	POLICE OFFICER						COP			1	190	190	19	4	-10.0	3	1	3	-1.13154172560114	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20191205031500	https://www.sltrib.com/news/2019/12/05/my-little-angel-baby-wife/
890927855	20191205	201912	2019	2019.9178											COP	POLICE OFFICER						COP			1	190	190	19	4	-10.0	2	1	2	-1.13154172560114	0								2	Utah, United States	US	USUT		40.1135	-111.854	UT	2	Utah, United States	US	USUT		40.1135	-111.854	UT	20191205031500	https://www.sltrib.com/news/2019/12/05/my-little-angel-baby-wife/
890927856	20191205	201912	2019	2019.9178											CRM	CRIMINAL						CRM			0	036	036	03	1	4.0	5	1	5	-2.52572497661366	0								4	Almajiri, Kano, Nigeria	NI	NI29	191078	11.4436	8.20353	-2029705	4	Almajiri, Kano, Nigeria	NI	NI29	191078	11.4436	8.20353	-2029705	20191205031500	https://punchng.com/almajiri-time-bomb-nsa-raises-fresh-concern-acf-leader-knocks-govs/
890927857	20191205	201912	2019	2019.9178											CRM	CRIMINAL						CRM			0	112	112	11	3	-2.0	10	1	10	-11.0552763819096	0								0								0								20191205031500	https://aninews.in/news/kerala-man-awarded-death-sentence-for-murdering-couple-over-property-dispute20191205015820/
890927858	20191205	201912	2019	2019.9178											CRM	CRIMINAL						CRM			0	112	112	11	3	-2.0	4	1	4	-2.52572497661366	0								4	Almajiri, Kano, Nigeria	NI	NI29	191078	11.4436	8.20353	-2029705	4	Almajiri, Kano, Nigeria	NI	NI29	191078	11.4436	8.20353	-2029705	20191205031500	https://punchng.com/almajiri-time-bomb-nsa-raises-fresh-concern-acf-leader-knocks-govs/
890927859	20191205	201912	2019	2019.9178											CRM	CRIMINAL						CRM			0	112	112	11	3	-2.0	1	1	1	-2.52572497661366	0								4	Almajiri, Kano, Nigeria	NI	NI29	191078	11.4436	8.20353	-2029705	5	Zamfara State, Zamfara, Nigeria	NI	NI57	191424	12.1667	6.25	9098622	20191205031500	https://punchng.com/almajiri-time-bomb-nsa-raises-fresh-concern-acf-leader-knocks-govs/
890927860	20191205	201912	2019	2019.9178											CRM	CRIMINAL						CRM			0	112	112	11	3	-2.0	3	1	3	-3.45047923322684	0								3	Gloucester County, Virginia, United States	US	USVA		37.4168	-76.5497	1480126	3	Gloucester County, Virginia, United States	US	USVA		37.4168	-76.5497	1480126	20191205031500	https://www.gazettejournal.net/index.php/news/news_article/2nd_amendment_sanctuary_wins_approval
890927861	20191205	201912	2019	2019.9178											CVL	HUNTER						CVL			1	020	020	02	1	3.0	3	1	3	2.50208507089241	0								4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	20191205031500	https://www.independent.co.uk/life-style/fashion/wellies-google-doodle-wellington-boots-rain-history-shoes-world-war-a9233211.html
890927862	20191205	201912	2019	2019.9178											CVL	HUNTER						CVL			1	020	020	02	1	3.0	4	1	4	2.50208507089241	0								4	Balmoral, Belfast, United Kingdom	UK	UKR3	40158	54.55	-5.96667	-2589140	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	20191205031500	https://www.independent.co.uk/life-style/fashion/wellies-google-doodle-wellington-boots-rain-history-shoes-world-war-a9233211.html
890927863	20191205	201912	2019	2019.9178											CVL	HUNTER						CVL			1	020	020	02	1	3.0	9	1	8	2.50208507089241	0								4	Balmoral, Belfast, United Kingdom	UK	UKR3	40158	54.55	-5.96667	-2589140	4	Balmoral, Belfast, United Kingdom	UK	UKR3	40158	54.55	-5.96667	-2589140	20191205031500	https://www.independent.co.uk/life-style/fashion/wellies-google-doodle-wellington-boots-rain-history-shoes-world-war-a9233211.html
890927864	20191205	201912	2019	2019.9178											CVL	TOURIST						CVL			1	043	043	04	1	2.8	10	1	10	-1.40845070422536	0								3	Gulf Shores, Alabama, United States	US	USAL		30.246	-87.7008	119462	3	Gulf Shores, Alabama, United States	US	USAL		30.246	-87.7008	119462	20191205031500	https://www.meridianstar.com/region/alabama-beach-town-reconsidering-hangout-music-festival/article_ab6335aa-cadc-5c0c-b638-2a2200a360b6.html
890927865	20191205	201912	2019	2019.9178											CVL	MIGRANT						CVL			1	073	073	07	2	7.4	5	1	5	-7.76699029126213	0								4	Nouadhibou, Dakhlet Nouadhibou, Mauritania	MR	MR08	19504	20.9002	-17.0336	-1402894	1	Gambia	GA	GA		13.5	-15.5	GA	20191205031500	https://www.timesnownews.com/international/article/about-60-migrants-killed-in-boat-crash-off-mauritanian-coast/523229
890927866	20191205	201912	2019	2019.9178											CVL	ENGINEER						CVL			1	190	190	19	4	-10.0	6	1	6	-5.10835913312693	0								3	Santa Paula, California, United States	US	USCA		34.3542	-119.059	1652793	3	Santa Barbara County, California, United States	US	USCA		34.7333	-120.034	277306	20191205031500	https://keyt.com/news/fire/2019/12/04/thomas-fire-2-years-later/
890927867	20191205	201912	2019	2019.9178											EDU	COLLEGE						EDU			1	036	036	03	1	4.0	6	1	6	-7.15835140997831	0								1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	20191205031500	https://www.ntnews.com.au/lifestyle/ricky-gervais-unloads-on-transgender-activist-jessica-yaniv/news-story/d7a7d2f7fd29d4b27c530b1a47107ff8?nk=bff9abdb4f33320155d87bc10bf871b1-1575514995
890927868	20191205	201912	2019	2019.9178											EDU	SCHOOL						EDU			0	046	046	04	1	7.0	10	1	10	-2.86144578313253	0								3	Penn Laird, Virginia, United States	US	USVA		38.3857	-78.8025	1496071	3	Penn Laird, Virginia, United States	US	USVA		38.3857	-78.8025	1496071	20191205031500	https://www.whsv.com/content/news/Rockingham-County-sets-details-of-hearing-on-2nd-Amendment-sanctuary-proposal-565801311.html
890927869	20191205	201912	2019	2019.9178											EDU	SCHOOL						EDU			1	051	051	05	1	3.4	10	1	10	-0.96818810511757	0								4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20191205031500	https://www.wellandtribune.ca/news-story/9752524-no-new-talks-scheduled-and-teachers-warn-more-strikes-are-possible/
890927870	20191205	201912	2019	2019.9178											EDU	COLLEGE						EDU			1	114	114	11	3	-2.0	6	1	6	-7.15835140997831	0								1	Brazil	BR	BR		-10	-55	BR	1	Canada	CA	CA		60	-96	CA	20191205031500	https://www.ntnews.com.au/lifestyle/ricky-gervais-unloads-on-transgender-activist-jessica-yaniv/news-story/d7a7d2f7fd29d4b27c530b1a47107ff8?nk=bff9abdb4f33320155d87bc10bf871b1-1575514995
890927871	20191205	201912	2019	2019.9178											EDU	COLLEGE						EDU			1	114	114	11	3	-2.0	4	1	4	-7.15835140997831	0								1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20191205031500	https://www.ntnews.com.au/lifestyle/ricky-gervais-unloads-on-transgender-activist-jessica-yaniv/news-story/d7a7d2f7fd29d4b27c530b1a47107ff8?nk=bff9abdb4f33320155d87bc10bf871b1-1575514995
890927872	20191205	201912	2019	2019.9178											EDU	SCHOOL						EDU			0	192	192	19	4	-9.5	10	1	10	-0.96818810511757	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20191205031500	https://www.wellandtribune.ca/news-story/9752524-no-new-talks-scheduled-and-teachers-warn-more-strikes-are-possible/
890927873	20191205	201912	2019	2019.9178											EGY	ALEXANDRIA	EGY								0	173	173	17	4	-5.0	3	1	3	-4.29447852760736	0								4	Alexandria, Al Iskandariyah, Egypt	EG	EG06	61590	31.1981	29.9192	-290263	4	Alexandria, Al Iskandariyah, Egypt	EG	EG06	61590	31.1981	29.9192	-290263	20191205031500	https://www.nbcwashington.com/news/local/Virginia-Teacher-Arrested-for-Holding-Student-Upside-Down-Police-565789982.html
